time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
6878.58,95.2944,-3.39821,0,9.8076,-1.00351,0.234712,-0.335366,0.762195,-1.31098,-9.91059,-0.00718506,-0.622705,-0.487805,-0.762195,7.2561
6878.59,95.3055,-3.39553,0,9.8076,-1.01788,0.263452,-0.0914634,0.487805,-1.03659,-9.89862,-0.0119751,-0.58199,-0.609756,-0.762195,7.43902
6878.6,95.3106,-3.39055,0,9.77168,-1.0107,0.237107,0.243902,0.335366,-1.34146,-9.9058,-0.0335303,-0.579595,-0.701219,0.0304878,7.13415
6878.61,95.3185,-3.40659,0,9.8076,-1.01788,0.244292,-0.548781,-0.27439,-1.18902,-9.91299,-0.0574805,-0.61552,-0.548781,0.152439,7.16463
6878.62,95.3168,-3.3553,0,9.8124,-0.991538,0.282612,-0.0914634,-0.0304878,-1.4939,-9.9537,-0.0574805,-0.507744,-0.609756,0,7.2561
6878.63,95.3136,-3.34254,0,9.79803,-0.977168,0.263452,-0.0304878,0.213415,-1.46341,-9.98005,-0.0479004,-0.56283,-0.640244,-0.0609756,7.31707
6878.64,95.3087,-3.33985,0,9.81719,-0.960403,0.222737,-0.304878,0.121951,-1.34146,-9.96328,-0.0455054,-0.5772,-0.518293,0.0609756,7.04268
6878.65,95.2975,-3.35218,0,9.79084,-0.929268,0.222737,0.0304878,0.213415,-1.4939,-9.94173,-0.0455054,-0.60594,-0.731707,-0.396341,7.28659
6878.66,95.2997,-3.36522,0,9.78366,-0.991538,0.210762,-0.27439,0.243902,-1.31098,-9.95131,-0.0383203,-0.61073,-0.365854,-0.426829,7.04268
6878.67,95.2866,-3.37801,0,9.81,-0.907712,0.241897,-0.335366,0.243902,-1.31098,-9.93215,-0.0455054,-0.61552,-0.182927,-0.731707,7.2561
6878.68,95.2849,-3.35195,0,9.78366,-0.965193,0.244292,-0.121951,0.182927,-1.28049,-9.94652,-0.0311353,-0.524509,-0.609756,-0.731707,7.43902
6878.69,95.2852,-3.35896,0,9.81,-0.967588,0.237107,-0.27439,-0.0304878,-1.12805,-9.97526,-0.0694556,-0.60115,-0.396341,-0.609756,7.37805
6878.7,95.2793,-3.36075,0,9.81719,-0.955613,0.217947,-0.121951,-0.0914634,-1.43293,-9.98963,-0.0814307,-0.59157,-0.243902,-0.792683,7.46951
6878.71,95.2771,-3.34202,0,9.78844,-0.948428,0.323328,-0.0304878,-0.335366,-1.09756,-9.98963,-0.0502954,-0.546064,0,-0.457317,7.2561
6878.72,95.2765,-3.32872,0,9.77647,-0.953218,0.268242,-0.213415,-0.0914634,-1.06707,-9.97526,-0.0502954,-0.55325,-0.335366,-0.518293,7.46951
6878.73,95.275,-3.32064,0,9.78844,-0.962798,0.208367,-0.0304878,-0.365854,-1.25,-9.97047,-0.0359253,-0.56283,0,-0.457317,6.98171
6878.74,95.2812,-3.33237,0,9.82677,-0.989143,0.258662,0.0609756,-0.182927,-1.0061,-9.97286,-0.0383203,-0.60115,-0.243902,-0.213415,6.92073
6878.75,95.276,-3.33251,0,9.8124,-0.931663,0.270637,-0.396341,0,-1.03659,-9.91059,-0.0598755,-0.5772,-0.0609756,0.121951,6.82927
6878.76,95.2759,-3.32555,0,9.82197,-0.974773,0.232317,-0.731707,0.121951,-1.25,-9.87946,-0.0814307,-0.56283,-0.0304878,-0.243902,7.13415
6878.77,95.2771,-3.31468,0,9.80521,-0.972378,0.289797,-0.213415,0.243902,-1.15854,-9.92496,-0.0383203,-0.55325,-0.0914634,-0.548781,7.07317
6878.78,95.2837,-3.29512,0,9.82197,-0.998723,0.215552,-0.27439,-0.0304878,-1.09756,-9.94652,-0.0742456,-0.531694,0.243902,-0.609756,7.0122
6878.79,95.2863,-3.29452,0,9.75491,-0.972378,0.246687,-0.304878,-0.121951,-1.12805,-9.91538,-0.0167651,-0.570015,0.0914634,-0.457317,7.16463
6878.8,95.2938,-3.30863,0,9.77647,-0.993933,0.234712,-0.182927,-0.0609756,-1.03659,-9.93454,-0.0191602,-0.60115,0.243902,-0.396341,7.10366
6878.81,95.2972,-3.32415,0,9.78126,-0.989143,0.239502,-0.152439,-0.182927,-1.21951,-9.93694,0.0143701,-0.608335,0.0914634,-0.487805,6.98171
6878.82,95.3023,-3.33344,0,9.78126,-0.993933,0.265847,-0.457317,-0.548781,-1.15854,-9.9537,0,-0.598755,0,-0.487805,6.92073
6878.83,95.301,-3.32384,0,9.7597,-0.974773,0.201182,-0.335366,-0.487805,-1.37195,-9.94652,-0.0335303,-0.560435,0.152439,-0.335366,6.79878
6878.84,95.3009,-3.31866,0,9.84832,-0.981958,0.234712,-0.335366,-0.548781,-1.25,-10.0136,-0.00479004,-0.570015,0.0304878,-0.548781,6.82927
6878.85,95.2978,-3.32526,0,9.83395,-0.974773,0.220342,-0.243902,-0.579268,-1.40244,-9.98005,-0.00239502,-0.593965,-0.121951,-0.518293,7.13415
6878.86,95.2988,-3.2962,0,9.82197,-0.977168,0.198787,-0.0914634,-0.213415,-1.15854,-9.99442,-0.0263452,-0.505349,-0.0914634,-0.853659,7.13415
6878.87,95.3002,-3.28532,0,9.8579,-0.972378,0.165256,-0.152439,-0.213415,-1.0061,-10.0327,-0.0167651,-0.546064,0,-1.18902,6.79878
6878.88,95.2896,-3.28889,0,9.82916,-0.917292,0.167651,0.182927,-0.304878,-1.18902,-10.0591,-0.0407153,-0.59157,0.182927,-1.76829,6.76829
6878.89,95.2905,-3.27798,0,9.82197,-0.953218,0.237107,0.121951,-0.0304878,-0.853659,-10.0543,-0.0335303,-0.541274,-0.213415,-1.70732,6.98171
6878.9,95.2958,-3.28229,0,9.78605,-0.991538,0.253872,-0.27439,-0.0609756,-1.12805,-10.016,-0.0191602,-0.59157,-0.182927,-2.13415,6.98171
6878.91,95.3033,-3.29353,0,9.82437,-1.01309,0.217947,-0.0914634,0.121951,-1.15854,-10.0088,-0.0287402,-0.61552,-0.0914634,-1.85976,6.79878
6878.92,95.3026,-3.30251,0,9.85072,-0.979563,0.213157,-0.182927,-0.213415,-1.25,-10.0064,0.00479004,-0.613125,-0.182927,-2.5,6.70732
6878.93,95.3061,-3.30668,0,9.83156,-1.00351,0.184417,0.121951,-0.548781,-1.28049,-9.96807,-0.0167651,-0.593965,-0.0609756,-2.65244,6.58537
6878.94,95.3052,-3.31258,0,9.77886,-0.972378,0.237107,0.0304878,-0.27439,-1.28049,-9.91538,-0.0383203,-0.598755,0.213415,-2.83537,6.4939
6878.95,95.3175,-3.30574,0,9.79323,-1.01788,0.172441,-0.304878,0.0914634,-0.97561,-9.95849,-0.0407153,-0.550855,0.0609756,-3.35366,6.67683
6878.96,95.3259,-3.29098,0,9.78366,-0.996328,0.220342,0,0.0914634,-0.945122,-9.97047,-0.0359253,-0.517324,-0.0914634,-3.35366,6.31098
6878.97,95.3435,-3.29858,0,9.77886,-1.07297,0.229922,-0.487805,0.0304878,-1.21951,-9.98723,-0.00718506,-0.608335,-0.426829,-3.14024,6.12805
6878.98,95.3629,-3.31157,0,9.77886,-1.11129,0.273032,-0.152439,0.121951,-1.43293,-9.92496,-0.0119751,-0.627495,-0.213415,-3.07927,6.21951
6878.99,95.3793,-3.31657,0,9.82677,-1.16637,0.203577,-0.518293,0.213415,-1.95122,-9.92017,0.0431104,-0.59636,-0.152439,-2.83537,5.82317
6879,95.3756,-3.31566,0,9.84832,-1.04423,0.172441,-0.0304878,-0.0609756,-2.07317,-9.89862,0.0670605,-0.57241,-0.304878,-2.80488,6.06707
6879.01,95.3703,-3.2984,0,9.84593,-1.03465,0.222737,0.0304878,-0.457317,-2.10366,-9.87706,0.0407153,-0.507744,-0.426829,-2.65244,6.40244
6879.02,95.3626,-3.28345,0,9.8076,-1.02507,0.162861,-0.518293,-0.243902,-2.2561,-9.93694,0.0239502,-0.514929,-0.762195,-2.95732,6.21951
6879.03,95.3521,-3.25031,0,9.77647,-1.03465,0.146096,-0.243902,0.335366,-2.65244,-9.97047,0.0287402,-0.438289,-1.03659,-3.17073,6.46341
6879.04,95.3378,-3.22433,0,9.72617,-0.969983,0.201182,-0.304878,0.0304878,-2.31707,-9.93454,0.0287402,-0.459844,-1.18902,-3.29268,6.40244
6879.05,95.3189,-3.19991,0,9.73815,-0.965193,0.165256,-0.304878,-0.0914634,-2.68293,-9.96089,0.0143701,-0.464634,-1.28049,-2.9878,6.7378
6879.06,95.3057,-3.17366,0,9.74773,-0.967588,0.225132,-0.457317,-1.03659,-2.22561,-9.91299,-0.0239502,-0.450264,-1.34146,-3.10976,6.85976
6879.07,95.2865,-3.15754,0,9.79803,-0.936453,0.237107,-0.304878,-1.06707,-2.34756,-9.88185,-0.0287402,-0.488584,-1.52439,-2.53049,6.55488
6879.08,95.2646,-3.12944,0,9.82437,-0.871787,0.227527,0.304878,-1.4939,-1.64634,-9.89862,-0.0718506,-0.440684,-1.40244,-2.53049,6.67683
6879.09,95.2391,-3.09456,0,9.83635,-0.828677,0.217947,0.426829,-1.15854,-1.15854,-9.90101,-0.0958008,-0.411943,-1.37195,-2.40854,6.67683
6879.1,95.2158,-3.05206,0,9.87706,-0.831072,0.292192,0.640244,-0.792683,-0.823171,-9.90101,-0.0934058,-0.376018,-1.0061,-2.46951,6.64634
6879.11,95.2005,-3.01202,0,9.87227,-0.855022,0.232317,0.548781,-0.884146,-0.304878,-9.92496,-0.100591,-0.378413,-0.609756,-2.46951,6.52439
6879.12,95.1835,-2.9641,0,9.89383,-0.843047,0.268242,0.853659,-0.701219,0.0609756,-9.98005,-0.126936,-0.340093,-0.457317,-2.56098,6.76829
6879.13,95.1724,-2.92676,0,9.87227,-0.828677,0.270637,0.701219,-0.579268,0.518293,-9.95849,-0.112566,-0.371228,-0.213415,-2.65244,6.82927
6879.14,95.1746,-2.89392,0,9.82197,-0.866997,0.220342,0.701219,0.213415,0.731707,-9.94173,-0.0934058,-0.383203,-0.0304878,-2.56098,7.04268
6879.15,95.1814,-2.84672,0,9.78126,-0.888552,0.234712,0.609756,-0.27439,0.640244,-9.9082,-0.0790356,-0.320933,0.304878,-2.59146,6.85976
6879.16,95.1941,-2.80875,0,9.8124,-0.905317,0.270637,0.579268,-0.27439,1.0061,-9.90341,-0.0790356,-0.352068,0.27439,-2.37805,6.64634
6879.17,95.2145,-2.76439,0,9.75731,-0.943638,0.296982,0.609756,-0.701219,0.823171,-9.91299,-0.0670605,-0.332908,0.762195,-1.95122,6.70732
6879.18,95.2592,-2.71274,0,9.59205,-1.03465,0.296982,-0.243902,-0.701219,-0.396341,-9.91778,-0.0574805,-0.306563,0.945122,-1.76829,7.04268
6879.19,95.2784,-2.6913,0,9.57289,-1.13763,0.234712,-1.15854,-0.731707,-2.07317,-9.86509,-0.0479004,-0.399968,0.670732,-1.64634,7.04268
6879.2,95.2789,-2.66834,0,9.76689,-1.09931,0.167651,-1.09756,-1.12805,-2.62195,-9.8603,-0.0431104,-0.399968,0.945122,-1.21951,6.67683
6879.21,95.2738,-2.64461,0,9.89862,-1.05381,0.263452,-1.58537,-1.64634,-2.40854,-9.88664,0.00479004,-0.399968,1.03659,-0.97561,6.85976
6879.22,95.267,-2.62647,0,9.9082,-1.04902,0.215552,-1.28049,-0.945122,-2.5,-9.87467,0.0191602,-0.409548,0.97561,-1.0061,6.7378
6879.23,95.253,-2.62691,0,9.86988,-0.986748,0.261057,-1.0061,-0.823171,-2.46951,-9.88664,0.0143701,-0.455054,0.792683,-0.640244,7.31707
