time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
13.407,84.1406,4.46916,0,9.82197,0.874182,0.65384,-0.396341,0.457317,-2.16463,-9.88425,-0.337698,0.787961,-1.15854,-0.121951,2.62195
13.4158,84.1303,4.45347,0,9.82437,0.907712,0.622705,-0.365854,0.579268,-2.43902,-9.89622,-0.371228,0.742456,-1.03659,-0.335366,2.43902
13.4258,84.1273,4.45687,0,9.78844,0.881367,0.64426,-0.640244,0.365854,-2.13415,-9.89143,-0.308958,0.775986,-0.884146,0.0304878,2.80488
13.4358,84.1269,4.44714,0,9.74294,0.869392,0.673001,-0.518293,0.0914634,-2.04268,-9.8603,-0.311353,0.749641,-0.701219,-0.335366,2.9878
13.4458,84.1264,4.42705,0,9.74054,0.866997,0.66342,-0.731707,0.182927,-2.07317,-9.88425,-0.328118,0.728086,-0.640244,-0.396341,3.14024
13.4558,84.1275,4.43108,0,9.72617,0.855022,0.646655,-0.97561,0.0914634,-2.07317,-9.86748,-0.306563,0.771196,-0.182927,-0.27439,3.07927
13.4659,84.1325,4.42573,0,9.71899,0.838257,0.65863,-0.945122,-0.182927,-1.98171,-9.88664,-0.335303,0.754431,-0.396341,-0.487805,3.23171
13.4759,84.1282,4.4461,0,9.74773,0.898132,0.58678,-0.823171,-0.762195,-2.0122,-9.87706,-0.356858,0.809517,-0.396341,-0.609756,3.35366
13.4861,84.1257,4.45128,0,9.77407,0.876577,0.61552,-1.15854,-0.762195,-2.13415,-9.90101,-0.344883,0.780776,-0.0914634,-0.548781,3.07927
13.4958,84.1211,4.46939,0,9.78126,0.878972,0.603545,-0.640244,-0.97561,-2.28659,-9.90341,-0.349673,0.804727,-0.365854,-0.243902,2.9878
13.5058,84.1242,4.46262,0,9.81719,0.859812,0.598755,-1.06707,-1.25,-1.95122,-9.87467,-0.335303,0.759221,-0.457317,-0.243902,2.80488
13.5159,84.1272,4.45545,0,9.78605,0.828677,0.56762,-1.43293,-1.37195,-2.2561,-9.8555,-0.311353,0.754431,-0.396341,-0.426829,2.92683
13.5259,84.1222,4.47285,0,9.73096,0.869392,0.579595,-1.43293,-1.7378,-2.37805,-9.86988,-0.265847,0.802332,-0.304878,-0.335366,2.7439
13.5358,84.1213,4.48424,0,9.75252,0.845442,0.62989,-1.21951,-1.31098,-2.34756,-9.86269,-0.285007,0.792751,-0.243902,-0.304878,3.07927
13.5459,84.1172,4.48151,0,9.76449,0.871787,0.62989,-1.40244,-1.46341,-2.31707,-9.84353,-0.299377,0.766406,-0.487805,-0.365854,3.01829
13.5559,84.1167,4.45841,0,9.75252,0.866997,0.541274,-1.34146,-1.61585,-2.10366,-9.83874,-0.316143,0.728086,-0.609756,-0.304878,3.20122
13.5659,84.1175,4.45143,0,9.78605,0.859812,0.57241,-1.61585,-1.70732,-2.10366,-9.88425,-0.304167,0.756826,-0.426829,-0.335366,2.83537
13.5758,84.1221,4.48044,0,9.8076,0.862207,0.538879,-1.28049,-1.70732,-1.82927,-9.86748,-0.332908,0.816702,-0.609756,-0.0914634,3.01829
13.5861,84.1265,4.48579,0,9.85311,0.852627,0.531694,-1.21951,-1.85976,-1.95122,-9.89862,-0.294587,0.785566,-0.27439,-0.27439,2.83537
13.5959,84.1274,4.48245,0,9.81958,0.871787,0.526904,-1.18902,-1.82927,-1.98171,-9.9058,-0.316143,0.771196,-0.152439,-0.121951,2.59146
13.6058,84.1311,4.48963,0,9.82916,0.831072,0.534089,-1.09756,-1.37195,-2.19512,-9.89383,-0.296982,0.787961,0.121951,-0.121951,2.86585
13.6159,84.1271,4.48734,0,9.8076,0.852627,0.517324,-1.18902,-1.21951,-2.53049,-9.88185,-0.299377,0.771196,-0.0914634,-0.335366,2.80488
13.6259,84.1236,4.47383,0,9.80042,0.840652,0.526904,-1.34146,-0.792683,-2.62195,-9.88185,-0.285007,0.752036,-0.0609756,0.152439,2.80488
