time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
595.306,88.5758,1.90635,0,9.67348,0.170046,-1.41306,1.0061,3.07927,-2.43902,-9.92975,-0.675395,0.313748,-14.2378,2.31707,12.7744
595.316,88.569,1.91328,0,9.65672,0.160466,-1.43701,1.0061,3.38415,-1.95122,-9.9082,-0.692161,0.349673,-14.2683,1.06707,13.5976
595.326,88.5616,1.94494,0,9.67109,0.150886,-1.41785,1.12805,3.35366,-2.13415,-9.9058,-0.677791,0.387993,-14.0244,0.182927,13.3537
595.336,88.5501,1.92969,0,9.67827,0.184417,-1.40109,1.28049,3.53659,-2.07317,-9.88185,-0.65863,0.304167,-13.811,0.487805,14.8476
595.346,88.5421,1.9148,0,9.67109,0.155676,-1.37953,0.823171,3.38415,-2.16463,-9.87227,-0.646655,0.299377,-14.2378,0.670732,14.878
595.356,88.535,1.92741,0,9.69983,0.155676,-1.38911,0.945122,3.38415,-2.10366,-9.84353,-0.641865,0.349673,-13.9939,0.0914634,14.7256
595.366,88.5349,1.90846,0,9.68306,0.146096,-1.33163,0.945122,3.20122,-1.70732,-9.83395,-0.622705,0.292192,-14.8171,-0.487805,13.811
595.376,88.5395,1.90838,0,9.65911,0.114961,-1.37714,0.701219,2.89634,-1.7378,-9.86269,-0.61552,0.328118,-15.3354,-0.426829,14.3293
595.386,88.5315,1.89601,0,9.64235,0.184417,-1.346,0.884146,2.80488,-1.82927,-9.87706,-0.613125,0.296982,-15.0915,-0.914634,13.689
595.396,88.5304,1.89174,0,9.65432,0.153281,-1.37474,1.06707,2.7439,-1.70732,-9.88185,-0.589175,0.308958,-15.4573,-2.43902,14.4207
595.406,88.5261,1.89888,0,9.65672,0.172441,-1.37714,0.853659,2.83537,-1.70732,-9.9058,-0.56283,0.349673,-15.7927,-1.76829,13.628
595.416,88.5185,1.88639,0,9.6663,0.186812,-1.36037,0.823171,2.71341,-1.79878,-9.91299,-0.64426,0.285007,-16.8598,-1.76829,14.0244
595.426,88.5148,1.88163,0,9.6663,0.155676,-1.30768,0.396341,2.46951,-1.89024,-9.89862,-0.613125,0.313748,-15.8537,-0.792683,14.3598
595.436,88.5189,1.87375,0,9.66151,0.138911,-1.32924,0.548781,2.53049,-1.55488,-9.89622,-0.5772,0.296982,-17.2561,-1.79878,14.1463
595.446,88.5206,1.87908,0,9.69743,0.150886,-1.33403,0.487805,2.59146,-1.55488,-9.92017,-0.593965,0.340093,-16.5549,-1.4939,14.6951
595.456,88.524,1.8673,0,9.70941,0.129331,-1.35558,0.213415,2.65244,-1.67683,-9.91778,-0.613125,0.282612,-17.9573,-1.92073,13.0488
595.466,88.5319,1.86396,0,9.70462,0.0981958,-1.34361,0.243902,2.53049,-1.70732,-9.92257,-0.59636,0.311353,-18.2012,-1.58537,13.2317
595.476,88.5351,1.85052,0,9.70222,0.129331,-1.33882,0.213415,2.43902,-1.67683,-9.90341,-0.555645,0.282612,-17.8354,-1.21951,14.1768
595.486,88.537,1.82278,0,9.69743,0.119751,-1.3005,0.243902,2.37805,-1.85976,-9.92496,-0.555645,0.261057,-18.7805,-0.487805,13.872
595.496,88.5342,1.80878,0,9.74294,0.126936,-1.31247,0.213415,2.5,-2.10366,-9.92017,-0.58199,0.265847,-18.5061,-1.85976,14.0549
595.506,88.5292,1.79497,0,9.69983,0.148491,-1.33163,0.0914634,2.59146,-2.04268,-9.93694,-0.565225,0.261057,-18.75,-2.19512,13.7195
595.516,88.526,1.78131,0,9.65672,0.131726,-1.36037,0.0304878,2.56098,-2.10366,-9.91299,-0.565225,0.256267,-18.1402,-2.5,13.3841
595.526,88.5186,1.76592,0,9.70701,0.160466,-1.32445,0.548781,2.92683,-2.10366,-9.94173,-0.565225,0.253872,-16.7988,-1.89024,14.9695
595.536,88.51,1.75503,0,9.68306,0.170046,-1.28852,0.426829,3.01829,-2.10366,-9.91778,-0.538879,0.256267,-18.4451,-3.96341,12.7439
595.546,88.5038,1.75523,0,9.68546,0.158071,-1.31726,0.335366,2.77439,-2.07317,-9.91538,-0.56283,0.301772,-17.9573,-3.32317,13.1707
595.556,88.5003,1.74759,0,9.68785,0.141306,-1.2526,0.182927,2.7439,-2.07317,-9.9058,-0.524509,0.268242,-18.4146,-3.78049,12.622
595.566,88.4913,1.74234,0,9.67827,0.162861,-1.28852,0.27439,2.80488,-2.2561,-9.91299,-0.56283,0.277822,-18.2622,-3.41463,11.9207
595.576,88.4883,1.73393,0,9.65432,0.146096,-1.2526,0.396341,2.43902,-2.0122,-9.91299,-0.543669,0.263452,-17.7744,-3.56707,11.6768
