time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
558.537,85.1451,2.19134,0,9.68546,0.689766,-0.934058,-0.0609756,0,-1.15854,-9.85311,-0.282612,0.361648,-15.0305,-2.34756,4.69512
558.548,85.1533,2.20368,0,9.67588,0.694556,-0.888552,-0.0914634,0.0914634,-1.46341,-9.84832,-0.265847,0.419128,-14.9085,-2.16463,4.72561
558.557,85.1594,2.20409,0,9.7142,0.706531,-0.922083,0.152439,0.304878,-1.46341,-9.85072,-0.308958,0.378413,-14.4512,-2.59146,5.06098
558.567,85.1544,2.22285,0,9.70701,0.744851,-0.910107,0.0609756,0.243902,-1.76829,-9.86748,-0.289797,0.438289,-15.5183,-1.61585,5.4878
558.577,85.1516,2.22866,0,9.71659,0.737666,-0.907712,-0.0609756,0.182927,-1.70732,-9.83874,-0.292192,0.395178,-15.1829,-0.853659,5.36585
558.587,85.1465,2.234,0,9.69983,0.752036,-0.936453,-0.0304878,0,-1.70732,-9.90341,-0.258662,0.402363,-15.6707,-1.95122,4.69512
558.597,85.139,2.24715,0,9.69743,0.771196,-0.886157,-0.121951,-0.152439,-1.64634,-9.91778,-0.268242,0.409548,-14.4207,-0.121951,4.29878
558.607,85.1379,2.23881,0,9.70701,0.742456,-0.924478,-0.182927,-0.0914634,-1.55488,-9.90101,-0.273032,0.368833,-15.2134,-0.670732,4.14634
558.617,85.1367,2.23594,0,9.73096,0.754431,-0.893342,0,0.0609756,-1.43293,-9.9082,-0.285007,0.378413,-14.6037,-1.12805,4.7561
558.627,85.1444,2.24413,0,9.73096,0.742456,-0.914897,0.0914634,0,-1.0061,-9.93215,-0.273032,0.414338,-15.122,-1.82927,5
558.637,85.1482,2.23948,0,9.73575,0.732876,-0.934058,-0.0914634,-0.365854,-1.34146,-9.89383,-0.316143,0.371228,-15.3659,-1.64634,4.78659
558.647,85.154,2.24385,0,9.73575,0.744851,-0.953218,0.0609756,-0.335366,-1.06707,-9.91778,-0.325723,0.402363,-14.878,-2.43902,4.26829
558.657,85.1537,2.24288,0,9.74773,0.761616,-0.955613,-0.0609756,-0.396341,-1.25,-9.94173,-0.296982,0.383203,-14.2683,-2.83537,4.63415
558.667,85.1494,2.24877,0,9.75731,0.768801,-0.969983,-0.121951,-0.426829,-1.46341,-9.93454,-0.316143,0.409548,-15.7317,-2.46951,5.57927
558.677,85.1523,2.25749,0,9.74054,0.766406,-0.986748,-0.0304878,-0.0304878,-0.97561,-9.93933,-0.320933,0.423918,-15.7012,-3.96341,4.54268
