time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
663.29,93.7425,-11.4549,0,9.80042,-0.61552,-0.670605,-0.0609756,-3.29268,0.884146,-9.71659,-0.938848,-2.05014,-0.945122,0.0609756,5.82317
663.299,93.7533,-11.5053,0,9.78366,-0.656235,-0.696951,-0.487805,-3.17073,0.731707,-9.70701,-0.917292,-2.06451,-0.640244,-0.243902,6.12805
663.31,93.7861,-11.6085,0,9.6639,-0.740061,-0.708926,-0.182927,-3.71951,0.701219,-9.70462,-0.938848,-2.18905,0.396341,-0.335366,6.79878
663.32,93.8126,-11.7462,0,9.5681,-0.708926,-0.728086,0.121951,-4.66463,0.853659,-9.73096,-0.931663,-2.26808,1.03659,0.182927,7.2561
663.329,93.8529,-11.8235,0,9.43638,-0.735271,-0.764011,0.152439,-5.97561,0.396341,-9.65672,-0.917292,-2.19863,1.64634,0.762195,7.34756
663.339,93.8913,-11.8619,0,9.38848,-0.752036,-0.783171,0.365854,-7.34756,1.28049,-9.64474,-0.898132,-2.12917,1.98171,1.18902,7.04268
663.349,93.9165,-11.8747,0,9.48667,-0.687371,-0.687371,0.609756,-8.53659,1.85976,-9.70222,-0.917292,-2.07648,2.46951,1.37195,6.70732
663.359,93.9353,-11.8562,0,9.616,-0.627495,-0.759221,0.884146,-10.6707,2.37805,-9.80281,-0.905317,-2.0214,2.40854,0.335366,6.34146
663.369,93.9502,-11.7641,0,9.77886,-0.58199,-0.737666,0.548781,-10.4573,2.7439,-9.84593,-0.850232,-1.8777,2.22561,-0.243902,6.34146
663.38,93.9636,-11.7162,0,10.0064,-0.524509,-0.881367,0.579268,-8.75,3.41463,-9.86748,-0.787961,-1.89686,1.95122,-1.43293,6.76829
663.389,93.9686,-11.6644,0,10.1094,-0.445474,-0.866997,-0.0304878,-7.62195,3.56707,-9.86988,-0.689766,-1.84896,1.61585,-2.19512,7.59146
663.399,93.9772,-11.614,0,10.2243,-0.462239,-0.869392,-0.853659,-7.04268,3.78049,-9.84593,-0.742456,-1.82979,1.43293,-2.68293,8.07927
663.409,93.9736,-11.5728,0,10.1693,-0.411943,-0.929268,-1.03659,-5.82317,3.20122,-9.82916,-0.773591,-1.84896,1.64634,-3.17073,8.53659
663.419,93.9566,-11.5448,0,10.0663,-0.450264,-0.895737,-1.4939,-4.84756,1.82927,-9.77886,-0.814307,-1.88728,1.95122,-3.2622,8.62805
663.43,93.9687,-11.5288,0,9.96807,-0.66342,-0.924478,-1.46341,-2.71341,1.64634,-9.74054,-0.881367,-1.92799,2.28659,-2.71341,7.9878
663.439,94.0001,-11.5213,0,9.82677,-0.773591,-0.958008,-1.21951,-0.487805,1.79878,-9.74773,-0.924478,-1.96152,2.53049,-2.22561,7.43902
663.449,94.0218,-11.5072,0,9.75731,-0.720901,-1.03944,-1.28049,0.27439,1.58537,-9.74054,-0.912502,-1.93997,2.95732,-1.58537,6.61585
