time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
563.462,95.4741,7.71612,0,9.88904,-0.955613,1.22864,9.11585,-0.609756,-9.90854,-10.4471,-0.790356,2.73511,12.9573,-114.756,7.95732
563.468,95.3832,8.05948,0,10.0232,-1.07057,0.835862,10.2439,-0.426829,-10.5488,-10.5429,-0.831072,2.98419,13.5976,-117.683,8.62805
563.476,95.2866,8.45175,0,10.1333,-1.17595,0.490979,12.9573,-0.243902,-12.378,-10.6483,-0.878972,3.32908,13.9329,-122.043,9.11585
563.486,95.1689,8.91934,0,10.2674,-1.30768,0.689766,17.4085,-6.06707,-16.0366,-10.78,-0.941243,3.84401,14.2073,-128.11,9.63415
563.496,95.0114,9.38316,0,10.5141,-1.2981,1.06099,17.9878,-12.6524,-19.878,-10.7225,-1.01309,3.8967,15.5183,-133.354,10.5488
563.506,94.8153,9.88196,0,10.2866,-1.20709,1.59029,15.5183,-19.4512,-23.4451,-10.5596,-0.974773,4.11704,15.6707,-137.195,11.7988
563.516,94.6464,10.3286,0,10.4064,-1.56395,0.855022,14.2378,-18.2012,-24.8476,-10.2195,-0.974773,3.81527,16.7683,-139.116,14.2378
563.526,94.4651,10.784,0,10.2842,-1.65017,0.713716,16.372,-13.4146,-27.622,-9.8076,-1.15679,3.79371,19.2988,-137.835,16.5854
563.536,94.2783,11.2887,0,9.79803,-1.89446,1.36277,15.5793,-20.3963,-32.2866,-9.26873,-1.41306,3.90628,21.7378,-136.25,18.628
563.546,94.0708,11.9815,0,10.0399,-1.98068,0.910107,12.1646,-18.9329,-35.2134,-8.54782,-1.64059,4.5673,23.2927,-135.183,19.9695
563.556,93.8955,12.8078,0,10.2124,-2.61297,-0.131726,14.4512,-18.9634,-38.872,-7.83411,-1.75555,4.92895,25.0915,-135.274,20.7622
563.566,93.6204,13.8127,0,10.4878,-2.12917,-0.0455054,20.8537,-20.0915,-43.5366,-7.09165,-1.69088,5.44627,27.2561,-133.75,20.8841
563.576,93.2556,14.9973,0,11.1392,-1.89207,-0.184417,20.2744,-12.9878,-49.5122,-6.54319,-1.43941,6.11688,29.2073,-132.409,21.0976
563.586,92.8916,16.2837,0,11.35,-1.89207,0.0622705,20.6402,-8.84146,-49.8171,-6.15041,-1.28613,6.55996,31.372,-128.659,21.25
563.596,92.5013,17.6475,0,11.5967,-1.6358,0.404758,18.5366,-0.945122,-50.3049,-5.81511,-1.17116,6.95753,32.561,-123.598,20.4573
