time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
730.909,91.71,-3.99604,0,7.30002,0.126936,-2.12678,11.6159,8.35366,17.2866,-9.74294,-0.222737,-0.651445,16.0366,-8.17073,8.56707
730.919,91.856,-3.98808,0,6.21987,-0.323328,-2.06451,6.52439,16.9817,12.3171,-9.68785,0.148491,-0.64905,13.9024,-7.56098,7.37805
730.929,92.111,-3.96561,0,5.1924,-0.749641,-1.88488,4.08537,17.1037,5.45732,-9.64474,0.280217,-0.58199,10.8232,-5.79268,5.60976
730.939,95.0382,-3.91465,0,4.44276,-1.14721,-1.83219,3.71951,9.78659,-3.17073,-9.53936,0.277822,-0.457449,8.2622,-4.2378,4.45122
730.949,95.1491,-3.85429,0,4.20086,-1.25499,-1.72202,5.36585,-1.95122,-12.378,-9.38608,0.170046,-0.428708,5.85366,-2.92683,4.14634
730.959,95.0833,-3.78345,0,4.55533,-1.0107,-1.60466,6.85976,-14.5732,-21.7378,-9.30465,-0.0359253,-0.385598,4.90854,-2.80488,4.72561
730.969,94.8202,-3.68661,0,5.384,-0.598755,-1.79387,6.82927,-22.2256,-29.4207,-9.35255,-0.237107,-0.239502,5.18293,-4.20732,5.54878
730.979,94.4162,-3.57286,0,6.47853,-0.162861,-1.7316,5.88415,-28.4146,-34.3293,-9.46272,-0.416733,-0.143701,5.51829,-5.64024,6.31098
730.989,93.9371,-3.46235,0,7.72633,0.239502,-1.65735,4.05488,-34.3293,-36.25,-9.49865,-0.474214,-0.136516,6.4939,-7.31707,6.70732
730.999,93.4466,-3.37285,0,8.86397,0.546064,-1.55197,1.06707,-38.5671,-34.8171,-9.48428,-0.443079,-0.205972,6.70732,-8.04878,6.98171
731.009,93.0064,-3.30807,0,9.78844,0.543669,-1.76273,-2.92683,-38.9939,-31.4024,-9.42201,-0.234712,-0.292192,6.40244,-7.34756,7.13415
731.019,92.6436,-3.26389,0,10.5692,0.308958,-2.33754,-6.15854,-36.4939,-27.4695,-9.4747,-0.00239502,-0.368833,5.94512,-6.64634,7.16463
731.029,92.4214,-3.27103,0,11.8051,-0.500559,-3.84401,-4.87805,-30.9756,-22.2256,-9.47949,0.270637,-0.574805,4.48171,-5.57927,7.07317
731.039,92.3973,-3.31071,0,14.5737,-1.82261,-6.02826,6.85976,-28.2927,-12.0732,-9.50104,0.541274,-0.706531,3.41463,-4.11585,6.95122
731.049,92.5092,-3.28072,0,18.2548,-1.61424,-7.75268,23.3841,-21.9817,6.0061,-9.56571,0.771196,-0.438289,-0.365854,-3.47561,6.31098
731.059,92.579,-3.22556,0,17.6154,1.43462,-6.48332,21.6159,-4.02439,21.7378,-9.92736,0.673001,-0.344883,-4.54268,-3.2622,5.39634
731.069,92.5644,-3.20849,0,12.4733,1.98787,-3.47996,-7.10366,28.9329,22.2561,-10.3153,0.452659,-0.512534,-7.56098,-2.5,4.39024
731.079,92.6244,-3.25834,0,8.47597,0.217947,-1.70286,-29.6341,48.7195,14.3598,-10.4327,0.217947,-0.716111,-10.0915,-0.304878,5.57927
731.089,92.8024,-3.31488,0,6.74677,-0.943638,-1.90644,-27.3171,49.2988,6.95122,-10.3345,-0.0550855,-0.756826,-10.1829,0.762195,8.01829
731.099,94.0305,-3.36285,0,5.92528,-0.670605,-2.34951,-21.5244,36.0366,1.34146,-10.3417,-0.409548,-0.759221,-9.42073,1.12805,10.9756
731.109,93.7288,-3.38306,0,5.63548,-0.126936,-3.06802,-17.9878,16.0976,-2.68293,-10.5117,-0.735271,-0.673001,-7.5,-0.27439,12.1646
731.119,93.5394,-3.3612,0,5.8175,0.225132,-3.75779,-14.6951,-4.48171,-6.64634,-10.7297,-1.05141,-0.538879,-5.91463,-2.5,11.5854
731.129,93.3387,-3.32697,0,6.41147,0.222737,-4.29906,-7.92683,-19.6037,-9.17683,-10.8494,-1.17835,-0.479004,-3.84146,-3.78049,9.48171
731.139,93.1306,-3.28447,0,7.42456,0.241897,-4.36852,0.731707,-30.2134,-10.6098,-10.6243,-1.01788,-0.423918,-2.59146,-4.78659,7.04268
731.149,92.9325,-3.24434,0,8.65321,0.251477,-4.24637,6.15854,-38.9634,-10.4268,-10.301,-0.723296,-0.414338,-1.76829,-5.12195,5.2439
731.159,92.7738,-3.18344,0,9.89143,0.205972,-3.9901,9.05488,-41.7073,-7.77439,-10.0471,-0.447869,-0.306563,-1.31098,-4.93902,4.45122
731.169,92.6628,-3.11003,0,10.7872,0.177231,-3.65959,7.5,-35.2134,-3.65854,-9.89143,-0.282612,-0.237107,-1.55488,-5.2439,3.81098
731.179,92.5683,-3.0151,0,11.0842,0.225132,-3.34584,2.56098,-22.9268,0.243902,-9.81,-0.172441,-0.129331,-2.46951,-5.85366,3.62805
731.189,92.5108,-2.89186,0,10.8925,0.263452,-3.10155,-2.83537,-7.40854,2.5,-9.76689,-0.167651,0.00958008,-2.77439,-6.76829,3.62805
731.199,92.4691,-2.7718,0,10.3177,0.210762,-3.0273,-6.37195,9.08537,3.44512,-9.7142,-0.193997,0.0167651,-3.23171,-7.62195,4.05488
731.209,92.4496,-2.67501,0,9.53457,-0.00479004,-3.10395,-7.07317,21.7073,3.29268,-9.6663,-0.198787,-0.0622705,-3.5061,-8.07927,4.93902
731.219,92.4491,-2.57763,0,8.73703,-0.196392,-3.46799,-6.03659,27.1951,2.77439,-9.59445,-0.153281,-0.0431104,-3.84146,-7.95732,5.67073
731.229,92.4585,-2.50449,0,8.4137,-0.275427,-3.70031,-5.42683,24.9085,2.5,-9.61121,-0.146096,-0.129331,-3.71951,-7.7439,6.58537
731.239,92.4561,-2.44449,0,8.42568,-0.301772,-3.8967,-4.29878,16.1585,1.34146,-9.6184,-0.124541,-0.172441,-4.57317,-6.7378,6.70732
731.249,92.423,-2.40477,0,8.52627,-0.265847,-3.90149,-3.20122,5.09146,0.518293,-9.65911,-0.143701,-0.249082,-4.93902,-5.73171,6.12805
731.259,92.3626,-2.36288,0,8.58136,-0.246687,-3.7506,-2.19512,-5.33537,0.0609756,-9.67827,-0.198787,-0.234712,-5.88415,-4.84756,5.85366
731.269,92.3036,-2.36543,0,8.61968,-0.177231,-3.54463,-1.79878,-12.6829,-1.15854,-9.7142,-0.232317,-0.414338,-6.43293,-3.68902,4.87805
