time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
935.98,82.6591,-4.44062,0,9.73336,1.22386,1.4442,-0.0914634,0.0914634,-0.609756,-9.89383,-0.385598,-0.799937,-0.27439,0.0304878,5.94512
935.991,82.654,-4.4705,0,9.71899,1.2526,1.47533,-0.121951,0.487805,-0.518293,-9.91778,-0.368833,-0.823887,0.213415,0.152439,5.88415
936,82.6513,-4.47491,0,9.72617,1.21906,1.46336,-0.0914634,0.518293,-0.97561,-9.89143,-0.342488,-0.780776,0.243902,0.0914634,6.0061
936.011,82.6557,-4.46002,0,9.74294,1.20948,1.49449,-0.213415,0.457317,-0.640244,-9.87946,-0.404758,-0.742456,-0.0304878,0.426829,6.09756
936.02,82.6576,-4.45496,0,9.74533,1.21427,1.51605,-0.213415,0.121951,-0.731707,-9.91538,-0.356858,-0.764011,0.0609756,0.182927,6.12805
936.03,82.6568,-4.42903,0,9.75491,1.22386,1.49928,-0.152439,0.0304878,-0.792683,-9.89383,-0.395178,-0.723296,-0.152439,0.213415,5.85366
936.04,82.6532,-4.41733,0,9.73575,1.24781,1.46336,-0.27439,0.182927,-0.548781,-9.9082,-0.368833,-0.744851,-0.182927,0.27439,5.85366
936.051,82.651,-4.40524,0,9.73575,1.23583,1.4921,0,0.243902,-0.670732,-9.90101,-0.414338,-0.742456,-0.182927,0.213415,5.91463
936.06,82.6362,-4.41282,0,9.73336,1.28852,1.47054,-0.0609756,0.121951,-0.823171,-9.87706,-0.399968,-0.773591,0.0304878,0.0914634,5.64024
936.07,82.6298,-4.4248,0,9.71899,1.26218,1.54958,0.0914634,0.121951,-0.518293,-9.93454,-0.380808,-0.787961,-0.396341,0.121951,5.85366
936.08,82.6216,-4.38948,0,9.72617,1.26457,1.48491,0.121951,0.182927,-0.701219,-9.91778,-0.407153,-0.701741,-0.396341,0.213415,5.91463
936.091,82.6164,-4.38643,0,9.74294,1.26936,1.51605,0.243902,0.152439,-0.335366,-9.92975,-0.402363,-0.756826,-0.0609756,0.0914634,5.97561
936.1,82.6133,-4.39506,0,9.72378,1.25978,1.46575,0.27439,0.335366,-0.335366,-9.92736,-0.378413,-0.775986,-0.243902,0.0304878,5.7622
936.11,82.61,-4.37562,0,9.74533,1.25499,1.50886,0.213415,-0.0914634,-0.548781,-9.92975,-0.392783,-0.730481,-0.335366,0.0304878,5.64024
936.121,82.6166,-4.38189,0,9.77168,1.22386,1.46575,-0.0914634,0.243902,-0.426829,-9.91778,-0.411943,-0.771196,-0.182927,-0.27439,5.91463
936.13,82.6206,-4.42326,0,9.73575,1.23104,1.48252,0.121951,0.0304878,-0.396341,-9.88425,-0.399968,-0.835862,-0.243902,-0.27439,5.94512
936.141,82.6292,-4.41904,0,9.74294,1.2023,1.54239,0.0304878,0.121951,-0.548781,-9.89143,-0.443079,-0.756826,-0.0914634,-0.426829,5.70122
936.151,82.6351,-4.43194,0,9.74054,1.21427,1.49689,-0.0609756,0.182927,-0.518293,-9.87467,-0.426313,-0.787961,-0.518293,-0.304878,5.97561
936.161,82.6314,-4.43202,0,9.70701,1.24541,1.5376,0.0914634,0.152439,-0.609756,-9.88425,-0.414338,-0.766406,-0.243902,-0.182927,5.97561
936.17,82.6337,-4.4544,0,9.72857,1.23583,1.53521,0.0914634,0.0304878,-0.365854,-9.92017,-0.443079,-0.807122,-0.121951,0.0609756,5.97561
936.18,82.6354,-4.46497,0,9.70701,1.22386,1.49689,-0.0304878,0.0914634,-0.579268,-9.89862,-0.392783,-0.790356,-0.365854,0.213415,5.70122
936.19,82.6373,-4.46669,0,9.7621,1.24062,1.49449,0.0609756,-0.0914634,-0.365854,-9.90101,-0.397573,-0.775986,0.121951,0.0609756,5.51829
936.201,82.6436,-4.47543,0,9.75731,1.21906,1.46815,0.121951,-0.335366,-0.426829,-9.87946,-0.435894,-0.787961,0.182927,0.27439,5.67073
936.21,82.647,-4.46981,0,9.73815,1.22386,1.44899,0.152439,0,-0.487805,-9.85311,-0.404758,-0.761616,-0.0304878,0.121951,5.79268
936.221,82.651,-4.49668,0,9.74533,1.22146,1.47533,0,-0.0914634,-0.487805,-9.89862,-0.423918,-0.821492,0.182927,0.152439,5.70122
936.23,82.6502,-4.51403,0,9.75491,1.23583,1.45138,-0.0914634,-0.0304878,-0.609756,-9.87467,-0.416733,-0.804727,0.152439,0.0304878,6.03659
936.24,82.649,-4.53438,0,9.76449,1.24781,1.46096,-0.121951,0.121951,-0.426829,-9.9082,-0.416733,-0.816702,-0.0609756,0.0609756,5.79268
936.251,82.6459,-4.52504,0,9.73336,1.24062,1.48252,0,0.0304878,-0.670732,-9.91538,-0.419128,-0.768801,0.182927,0.213415,5.67073
936.26,82.6488,-4.52055,0,9.70941,1.21906,1.47533,-0.0609756,0.335366,-0.548781,-9.9058,-0.433499,-0.775986,0.304878,0.121951,5.79268
936.271,82.6498,-4.51465,0,9.71659,1.22864,1.47054,-0.0609756,0.243902,-0.518293,-9.9082,-0.409548,-0.773591,0.0609756,-0.0304878,5.7622
936.28,82.6465,-4.51696,0,9.7621,1.24781,1.4897,-0.121951,0,-0.609756,-9.92975,-0.407153,-0.787961,0.213415,-0.0304878,6.0061
936.29,82.6507,-4.51811,0,9.73815,1.21667,1.50647,-0.304878,-0.0914634,-0.548781,-9.91538,-0.380808,-0.785566,0.335366,-0.182927,5.82317
936.301,82.6523,-4.52542,0,9.75491,1.22146,1.45617,-0.365854,-0.0609756,-0.670732,-9.89383,-0.416733,-0.795146,0.335366,-0.182927,6.15854
936.31,82.65,-4.50118,0,9.73096,1.24062,1.47294,-0.0914634,0,-0.579268,-9.89862,-0.399968,-0.737666,0.457317,-0.27439,5.97561
936.32,82.6515,-4.50306,0,9.74294,1.23583,1.48731,0,0,-0.396341,-9.90341,-0.414338,-0.783171,0.27439,-0.182927,6.0061
936.331,82.658,-4.51716,0,9.73815,1.19751,1.50647,-0.0914634,-0.304878,-0.670732,-9.9082,-0.390388,-0.804727,0.243902,-0.0914634,5.97561
