time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
826.984,88.9256,-4.87205,0,9.12742,0.134121,-3.33147,-0.121951,0.152439,-0.792683,-9.91538,-0.423918,-0.826282,0.0304878,-0.579268,5.57927
826.994,88.9292,-4.87739,0,9.14418,0.131726,-3.33626,0.0914634,0.487805,-0.701219,-9.87467,-0.423918,-0.855022,-0.0304878,-0.731707,5.73171
827.003,88.927,-4.85474,0,9.11544,0.148491,-3.39374,-0.121951,0.27439,-0.792683,-9.88425,-0.450264,-0.795146,-0.304878,-0.518293,5.94512
827.014,88.9227,-4.85421,0,9.11784,0.162861,-3.38177,0.213415,0.731707,-0.670732,-9.9058,-0.452659,-0.840652,-0.0914634,-0.609756,5.79268
827.023,88.922,-4.85517,0,9.12981,0.155676,-3.37458,0.213415,1.09756,-0.548781,-9.89862,-0.479004,-0.843047,-0.0914634,-0.457317,6.06707
827.034,88.9262,-4.84023,0,9.12023,0.136516,-3.37698,0.365854,0.914634,-0.579268,-9.88904,-0.517324,-0.809517,0.335366,-0.426829,5.79268
827.044,88.9232,-4.82738,0,9.13939,0.155676,-3.38895,0.304878,0.518293,-0.731707,-9.89862,-0.498164,-0.809517,0.0609756,-0.609756,5.70122
827.054,88.9106,-4.8093,0,9.15856,0.177231,-3.32429,0.27439,0.731707,-1.18902,-9.88904,-0.502954,-0.799937,0.152439,-0.335366,5.64024
827.064,88.9105,-4.79568,0,9.16334,0.136516,-3.38177,0.396341,0.518293,-0.914634,-9.91059,-0.490979,-0.802332,0.27439,-0.670732,5.97561
827.074,88.8987,-4.78313,0,9.17053,0.191602,-3.34584,0.426829,0.304878,-0.792683,-9.9082,-0.476609,-0.802332,0.27439,-0.670732,5.79268
827.083,88.8915,-4.76372,0,9.16813,0.167651,-3.36979,0.365854,0.335366,-0.945122,-9.90341,-0.443079,-0.780776,0,-0.823171,5.67073
827.094,88.8846,-4.74908,0,9.1346,0.179626,-3.31231,0.304878,0.304878,-0.640244,-9.89143,-0.452659,-0.790356,-0.0914634,-0.701219,5.60976
827.104,88.887,-4.72628,0,9.15376,0.146096,-3.33387,0.0609756,0.213415,-0.640244,-9.9082,-0.510139,-0.775986,0.0914634,-0.426829,5.42683
827.114,88.8867,-4.72974,0,9.16574,0.160466,-3.29555,0.152439,0.243902,-0.548781,-9.89622,-0.500559,-0.826282,-0.0304878,-0.548781,5.57927
827.124,88.8882,-4.74231,0,9.16334,0.158071,-3.32908,0,0.121951,-0.457317,-9.86509,-0.512534,-0.843047,0.0609756,-0.487805,5.36585
827.134,88.8809,-4.75932,0,9.11784,0.186812,-3.33387,-0.213415,0.182927,-0.457317,-9.84593,-0.495769,-0.850232,-0.0914634,-0.365854,5.42683
827.144,88.8911,-4.75304,0,9.11544,0.131726,-3.32189,-0.0609756,0.121951,-0.426829,-9.91299,-0.541274,-0.814307,-0.213415,-0.121951,5.79268
827.154,88.8898,-4.72786,0,9.12742,0.165256,-3.32908,-0.304878,-0.304878,-0.487805,-9.92975,-0.524509,-0.773591,0.121951,-0.396341,6.12805
827.164,88.892,-4.71459,0,9.137,0.146096,-3.3195,-0.182927,-0.304878,-0.640244,-9.91778,-0.524509,-0.792751,0.121951,-0.426829,5.7622
827.174,88.8992,-4.69585,0,9.15137,0.141306,-3.34105,-0.304878,-0.243902,-0.396341,-9.89622,-0.488584,-0.775986,0.213415,-0.518293,5.79268
827.184,88.9082,-4.71351,0,9.14658,0.134121,-3.33387,0.182927,-0.182927,-0.396341,-9.88185,-0.488584,-0.850232,0.213415,-0.518293,5.79268
827.194,88.912,-4.70345,0,9.12742,0.143701,-3.29555,-0.243902,-0.0609756,-0.518293,-9.85311,-0.495769,-0.787961,0.182927,-0.884146,6.21951
827.204,88.9221,-4.6984,0,9.12263,0.134121,-3.29794,-0.243902,0.0304878,-0.304878,-9.84114,-0.488584,-0.799937,0.213415,-0.426829,6.09756
827.213,88.9237,-4.67682,0,9.12981,0.138911,-3.28836,-0.152439,-0.182927,-0.731707,-9.85311,-0.483794,-0.764011,0.152439,-0.548781,5.94512
827.224,88.9304,-4.7051,0,9.12981,0.138911,-3.37219,-0.27439,-0.0914634,-0.365854,-9.86988,-0.464634,-0.864602,0.213415,-0.396341,6.03659
827.234,88.9247,-4.7279,0,9.13939,0.170046,-3.31231,-0.152439,0,-0.609756,-9.86509,-0.469424,-0.850232,0.121951,0.0914634,5.88415
827.243,88.9209,-4.69368,0,9.14418,0.167651,-3.30752,-0.121951,0.0609756,-0.518293,-9.85311,-0.464634,-0.759221,0.243902,-0.0609756,5.91463
827.254,88.9135,-4.63225,0,9.12981,0.172441,-3.40332,-0.304878,0.0914634,-0.762195,-9.87706,-0.476609,-0.711321,0.27439,-0.0304878,5.88415
827.264,88.915,-4.60529,0,9.13939,0.146096,-3.36979,-0.182927,0.0609756,-0.609756,-9.88425,-0.462239,-0.754431,0.152439,-0.121951,5.97561
827.273,88.9173,-4.60023,0,9.15137,0.150886,-3.32429,-0.213415,0.0304878,-0.457317,-9.8579,-0.483794,-0.785566,0.27439,-0.121951,5.85366
827.284,88.908,-4.57342,0,9.12263,0.184417,-3.38177,-0.182927,-0.0609756,-0.640244,-9.87946,-0.486189,-0.747246,0.0304878,-0.182927,5.97561
827.294,88.8949,-4.54268,0,9.15137,0.203577,-3.38177,-0.0304878,0.243902,-0.487805,-9.91778,-0.495769,-0.740061,0.121951,-0.0914634,6.0061
827.303,88.8934,-4.56559,0,9.12742,0.160466,-3.32429,-0.121951,0.304878,-0.609756,-9.89383,-0.481399,-0.823887,0.0609756,0.0304878,5.85366
827.313,88.8877,-4.56778,0,9.14179,0.167651,-3.35542,-0.0609756,-0.0609756,-0.823171,-9.93694,-0.481399,-0.797541,0.121951,-0.121951,5.88415
827.324,88.8808,-4.55065,0,9.13221,0.182021,-3.33387,-0.152439,0.213415,-0.579268,-9.9537,-0.495769,-0.761616,0,-0.27439,5.85366
827.334,88.8812,-4.54176,0,9.16813,0.165256,-3.33147,-0.152439,0.304878,-0.396341,-9.93454,-0.443079,-0.773591,0.0914634,-0.27439,5.82317
827.344,88.8799,-4.52293,0,9.17772,0.177231,-3.36261,0,0.243902,-0.213415,-9.92257,-0.467029,-0.752036,-0.0609756,-0.27439,5.94512
827.354,88.8809,-4.51103,0,9.14179,0.160466,-3.37937,-0.365854,-0.0304878,-0.457317,-9.93454,-0.464634,-0.759221,0.0609756,-0.579268,5.7622
827.364,88.8865,-4.51787,0,9.13221,0.150886,-3.35063,0.121951,0.0304878,-0.335366,-9.91059,-0.464634,-0.797541,-0.0304878,-0.548781,5.51829
827.374,88.8944,-4.50478,0,9.14179,0.146096,-3.30752,-0.152439,0,-0.27439,-9.88904,-0.505349,-0.754431,-0.213415,-0.457317,5.85366
827.383,88.9,-4.53929,0,9.12263,0.141306,-3.34345,0,-0.121951,-0.487805,-9.90101,-0.500559,-0.843047,-0.0304878,-0.182927,5.97561
827.393,88.9094,-4.54201,0,9.1346,0.136516,-3.30273,0.152439,-0.457317,-0.335366,-9.88185,-0.510139,-0.790356,0.0304878,-0.396341,5.91463
827.404,88.9117,-4.53945,0,9.15137,0.148491,-3.38177,0.213415,-0.396341,-0.518293,-9.88664,-0.493374,-0.780776,0.152439,-0.27439,5.7622
827.414,88.9041,-4.5482,0,9.14418,0.186812,-3.3195,-0.182927,-0.121951,-0.365854,-9.89383,-0.483794,-0.807122,0.243902,-0.731707,6.34146
827.424,88.9095,-4.56923,0,9.15616,0.150886,-3.34105,-0.243902,0.0609756,-0.27439,-9.87706,-0.488584,-0.833467,0.335366,-0.609756,5.91463
827.434,88.9207,-4.59733,0,9.137,0.119751,-3.31471,0.0304878,0.0609756,-0.487805,-9.88425,-0.488584,-0.840652,0.182927,-0.182927,5.67073
827.444,88.925,-4.60413,0,9.15376,0.146096,-3.365,0.182927,0,-0.396341,-9.88904,-0.510139,-0.807122,0.0914634,-0.121951,5.85366
827.454,88.9249,-4.62798,0,9.15137,0.153281,-3.32189,0.182927,0.182927,-0.548781,-9.89143,-0.474214,-0.838257,-0.0304878,-0.121951,5.97561
827.463,88.9284,-4.64041,0,9.137,0.138911,-3.34584,-0.213415,-0.182927,-0.579268,-9.88425,-0.483794,-0.823887,0.152439,-0.27439,5.54878
827.474,88.9319,-4.64964,0,9.13221,0.124541,-3.3171,-0.0609756,-0.152439,-0.823171,-9.87467,-0.455054,-0.819097,0.243902,-0.27439,5.85366
827.483,88.9346,-4.64758,0,9.12023,0.138911,-3.3674,-0.121951,0.182927,-0.609756,-9.87706,-0.490979,-0.799937,-0.213415,-0.0609756,5.7622
827.494,88.9361,-4.67919,0,9.15137,0.136516,-3.34824,0.182927,0.335366,-0.731707,-9.90101,-0.457449,-0.857417,-0.0914634,0.0304878,5.60976
827.504,88.937,-4.69264,0,9.18729,0.143701,-3.33866,0.121951,0.243902,-0.640244,-9.87467,-0.479004,-0.831072,-0.182927,-0.0914634,5.60976
827.514,88.9352,-4.70359,0,9.15137,0.153281,-3.365,0,0,-0.640244,-9.89622,-0.474214,-0.831072,-0.0304878,0.0914634,6.03659
827.523,88.9264,-4.70941,0,9.13939,0.170046,-3.37937,0.182927,0.426829,-0.914634,-9.89143,-0.488584,-0.823887,0.152439,-0.0914634,5.94512
