#Activity	sitting in car 
#ActivityID	12 
#Date 09-19-16-04
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-6440	-5636	14180	13	-12	-15	-15248	-4704	1920	-6	5	-7	4064	-3720	15888	18	1	12	-4360	6480	14304	-9	16	-28	-14112	9032	360	-6	4	36	688	3944	16376	11	1	6	122	135	12
-6548	-5276	14516	10	-14	-13	-15824	-4784	1520	26	11	-8	3968	-3872	16432	18	-2	-3	-4088	6144	14616	-26	13	-25	-14608	9168	32	-22	5	25	496	4056	16688	7	-14	6	121	136	12
-6528	-5952	14716	-1	-7	-29	-15672	-4656	1656	10	-4	-11	3696	-3608	16416	18	-8	-6	-4296	6152	14336	-5	9	-20	-14888	8968	-32	8	-13	10	680	3960	16528	-15	-27	6	121	137	12
-6896	-4624	14368	16	-6	-9	-15680	-4112	1696	13	-11	-23	4120	-3456	16536	14	-7	-12	-4432	6448	14408	-3	9	-18	-14184	9144	144	51	-24	16	1008	3760	16664	-24	-35	0	121	139	12
-6632	-4692	14920	8	-32	-23	-15664	-4240	1944	2	-3	-5	4288	-3744	16400	12	-5	-3	-3816	6576	14224	-5	13	-17	-14352	9448	328	53	-25	20	1272	3736	16392	-10	-21	-3	121	138	12
-6376	-5156	14852	2	-17	-26	-15960	-4472	2224	0	-13	-16	4336	-3664	16320	16	-6	5	-4168	6840	14344	-12	7	-17	-14440	9536	416	43	-30	28	1184	3904	16712	3	-9	4	121	135	12
-6752	-4716	14420	8	-5	-16	-15760	-4352	1680	-15	-23	-10	4328	-3632	16128	0	5	3	-4048	6512	14000	9	11	-2	-13888	9128	200	17	-5	14	1448	4064	16040	24	-1	12	121	134	12
-6236	-4560	14376	3	-18	-17	-15192	-4136	2136	-9	-12	3	4320	-3520	16200	18	11	2	-4216	5984	13664	-3	30	-17	-13760	9016	448	20	-8	17	1296	3904	15712	23	7	23	121	136	12
-6724	-5352	14084	6	-22	-20	-15048	-4176	1664	2	4	-7	4328	-3440	15784	17	6	8	-4176	5592	13664	-4	14	-23	-13768	8880	480	-7	3	21	1160	3872	15816	22	8	24	120	138	12
-6572	-4948	14144	22	-18	-2	-15232	-4392	1656	-17	-11	-10	3864	-3832	15808	27	-2	16	-4160	5704	13632	-32	10	-18	-13952	9136	336	-23	10	23	880	3856	16104	10	-10	23	120	137	12
-6932	-4972	14528	17	-25	-13	-15376	-4552	1848	10	-6	-2	3880	-3872	16320	41	-9	2	-4232	5928	14560	-24	-5	-18	-14920	9168	-40	-21	10	26	608	3744	16768	-13	-28	25	121	137	12
-6964	-5544	14664	24	-21	-10	-15896	-4512	1752	1	-18	-6	3904	-3856	16440	45	-24	-6	-4088	5544	14808	-1	10	-27	-14928	9072	8	-16	-4	27	488	3488	16848	-9	-49	21	120	140	12
-6624	-4980	14780	16	-26	-11	-15688	-4008	1768	-3	-20	-3	4264	-3872	16432	47	-25	4	-4208	6064	14448	0	18	-15	-14512	9096	-176	-4	-15	29	1088	3464	16656	9	-53	17	120	137	12
-6852	-5068	14424	-4	-19	-19	-15528	-4440	1752	-17	-19	7	4440	-3448	16088	42	-18	20	-4168	5952	14280	3	12	-13	-14352	9008	40	10	-9	36	1160	3704	16648	27	-30	14	121	137	12
-6360	-4940	14320	12	-14	-9	-15472	-4568	2160	-44	-19	0	4400	-3592	15912	34	0	27	-3776	6464	13784	16	35	-1	-14184	8856	232	-9	-19	42	1312	3792	16120	34	1	11	122	136	12
-6728	-3680	14288	0	-12	-14	-14848	-4336	1968	11	1	3	4400	-3304	15520	25	14	16	-3720	6032	13576	2	25	-15	-13536	8944	240	37	-6	47	1296	4016	16168	41	22	10	123	137	12
-6584	-5400	14296	16	-18	-16	-15320	-4592	1952	-19	4	7	4072	-3360	16032	15	25	4	-3992	6272	13880	12	21	-16	-14048	9384	160	11	-6	43	640	3880	16256	32	25	13	123	136	12
-6708	-4484	14452	38	-17	3	-15752	-4240	1736	25	11	-6	3784	-3632	16120	12	25	-13	-4216	6400	13584	-2	23	-15	-13832	9200	376	-2	-6	49	760	4312	15824	28	10	9	122	137	12
-6580	-4004	14192	12	-6	-4	-15272	-3872	1720	25	8	25	3992	-3384	15840	25	8	-14	-4648	5744	13688	15	32	-13	-13440	9040	-8	3	0	34	928	4280	15760	12	-2	7	121	136	12
-6796	-5068	14140	25	-20	-12	-14816	-3912	1704	-29	5	20	4048	-3304	15688	28	14	-10	-3936	6336	13872	13	21	-16	-13392	9096	320	28	-8	35	936	4200	15728	4	-5	3	120	137	12
-6580	-5208	14444	20	-18	-8	-15216	-4136	1816	-4	2	18	3728	-3096	15680	42	16	-9	-3944	6168	13696	-13	23	-21	-13736	9120	416	-14	-6	42	648	4288	15888	6	-6	2	120	138	12
-6684	-4636	13892	13	0	-6	-15168	-3624	1336	29	-2	5	3776	-2840	15696	33	14	-8	-4392	5848	14096	-20	24	-28	-13728	8992	-128	-19	13	26	984	4320	16168	8	-10	16	120	134	12
-6464	-5220	14156	13	-12	-7	-15056	-4056	1848	-32	8	6	3856	-3016	15816	19	3	2	-4072	7040	14016	-8	22	-17	-14224	9352	232	32	11	4	912	4000	16392	-7	-17	20	120	137	12
-7040	-4400	14836	15	-19	-3	-15952	-3976	1696	11	6	-15	3544	-3224	16664	12	-5	4	-4200	6880	14248	-25	31	-16	-14224	9440	440	5	1	26	600	3984	16784	-10	-31	19	119	137	12
-6868	-4556	15204	1	-19	-17	-16496	-4016	1432	9	7	-12	3728	-3424	17056	25	-17	11	-4656	6672	14536	-25	22	-19	-14584	9528	88	-27	16	15	888	4104	16952	-11	-43	28	117	136	12
-6920	-4492	14696	-9	8	-11	-16216	-4144	1456	-40	-16	-26	4056	-3408	16672	17	-18	23	-5272	5544	14848	-21	35	-27	-14584	9392	-208	-30	26	14	920	4048	17104	-10	-36	29	118	136	12
-7068	-5732	14788	-22	-2	-26	-15840	-4480	1608	-43	2	-18	4208	-3568	16688	16	-15	24	-4456	6040	14464	-13	39	-20	-14704	9336	-32	23	17	12	928	3784	17208	-8	-14	24	118	140	12
-7072	-5748	14692	-19	7	-20	-15848	-4256	2304	-34	7	-39	4440	-3600	16448	4	5	60	-4640	5704	14784	-27	28	-21	-14656	9168	128	10	11	21	920	3840	16920	-2	14	16	120	137	12
-6412	-4484	14416	-18	15	-16	-15512	-4496	1656	-59	7	-52	4328	-3840	16384	-12	14	55	-4568	5992	14568	-15	33	-24	-14376	9224	56	39	10	6	680	3912	16648	9	18	21	121	137	12
-6512	-5464	14328	-27	9	-30	-15280	-4736	1504	-11	20	-38	4168	-3680	15736	-17	23	45	-3952	5696	13944	10	38	-19	-14032	9048	0	8	16	3	1016	3920	16016	7	23	23	122	136	12
-6292	-4792	14272	0	7	-10	-14992	-4264	1872	-33	16	-29	4008	-3856	15344	-10	40	29	-4264	5864	13080	21	44	-17	-13200	8776	184	52	2	10	1160	3904	15328	21	31	21	123	135	12
-6440	-4344	13800	11	3	5	-14560	-4040	1624	6	19	-5	3984	-4096	15392	5	48	18	-4272	6920	12880	14	43	-11	-12464	8888	-72	58	19	17	992	3632	14992	30	37	21	124	140	12
-6400	-4396	13584	13	-8	-5	-14960	-4128	1544	2	16	18	3544	-3912	15440	37	32	9	-4488	6688	13080	-13	47	-21	-12872	8984	-232	-22	34	39	704	3712	15632	31	38	29	122	137	12
-7152	-4812	14320	17	-16	0	-15424	-4464	1512	-3	19	29	3056	-3672	16328	48	10	-8	-5056	6192	14064	-58	14	-32	-14384	9320	-656	-72	43	44	-408	3848	16816	12	-8	25	121	137	12
-7416	-5548	14644	31	-13	5	-16184	-4512	1080	32	13	20	2928	-3432	16224	42	-17	-25	-4736	5552	14960	-51	8	-31	-15528	8864	-488	-39	27	29	-480	3936	17168	-24	-70	17	118	137	12
-7448	-5076	14648	22	-9	6	-16048	-4224	1080	-1	-2	6	3248	-3272	16744	23	-41	-29	-4976	5976	14784	-19	23	-19	-15432	9272	-560	24	-9	10	112	3816	17136	-48	-109	-5	117	136	12
-7472	-4996	14800	15	-6	6	-15704	-3880	1104	13	-4	1	3720	-3048	16200	0	-38	-10	-5072	6176	14120	16	41	-7	-14432	9088	-760	50	-23	6	872	3616	16720	-46	-82	-23	118	136	12
-7408	-4328	14364	16	0	-8	-15320	-3744	1296	-31	12	-10	3840	-3520	16224	-3	-24	31	-4816	6216	13616	8	34	-9	-13336	9376	-200	64	-6	19	1064	3568	16528	-12	-15	-1	120	136	12
-7560	-5232	14316	10	-13	-13	-15560	-3992	1224	-25	8	-20	3424	-3808	16472	2	-7	53	-4992	6896	13840	2	21	-13	-13952	9664	-616	-37	29	26	408	3504	16688	27	42	40	123	134	12
