#Activity	running 
#ActivityID	2 
#Date 09-07-16-36
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-7584	-15184	27940	-39	2840	1956	-32768	-30880	-4200	-304	683	1605	-32768	-3688	-6048	1527	4320	2635	-29544	10904	7608	462	-6486	3203	-12040	952	-19944	452	-7000	422	-10760	13136	-27856	-970	-3262	-560	133	143	2
-8676	-12788	27192	314	5124	2615	-32768	-32768	9800	-468	1210	2278	-32768	-5472	13952	395	3932	1972	-30336	8576	3792	255	-6226	3690	-11736	288	-22520	135	-7274	875	240	7608	-24648	-1937	-2494	-780	147	113	2
-9128	-14868	28452	70	6518	3986	-32768	-32768	21848	-488	412	1911	-32768	-9384	25632	-501	4633	1231	-32768	7432	2104	527	-5557	3926	-10424	2584	-26912	-152	-7138	1198	11456	-5608	-13888	-2465	-691	-699	153	97	2
-17008	-21216	18364	-101	7933	5628	-24160	-32768	28592	-935	560	1663	-21536	-14672	32767	-57	3671	710	-32768	6544	-4640	626	-5018	3921	-10136	7256	-32688	-1037	-6362	1517	11264	-2784	-13336	-905	516	-560	111	114	2
-26664	-21080	19652	-866	7975	5895	10544	-19944	23312	-2114	-16	1414	-7728	-10400	32767	427	1912	285	-32768	3952	-8888	448	-4546	3992	-11040	4984	-32768	-2506	-5683	1575	7904	1184	-11392	-139	305	-737	69	210	2
-32768	-14492	27424	-2985	7546	5428	7632	-20240	12488	-2061	217	1954	-928	-14472	16656	-85	773	694	-32768	-2384	-13992	346	-3949	4201	-14264	-4000	-32768	-2606	-4818	1074	552	3688	-2184	532	-108	-1134	60	201	2
-24904	-32768	18144	-1587	5087	4689	-4008	-20632	5600	-1998	1360	2024	-4744	-10928	17016	1060	-269	-263	-32768	-12760	-21592	451	-2804	4246	-8776	-6248	-32768	-624	-3655	670	-4040	5072	7048	1278	-1220	-918	6	234	2
-32768	-32768	20576	913	2331	1306	-11192	-21272	-672	-1826	2182	1797	-4088	-10120	16368	1140	-365	-326	-32768	-20336	-30344	762	-1952	3051	1552	2640	-32768	1081	-2293	395	-6952	1912	5968	1753	-1545	-416	53	189	2
-15892	-27684	22848	2591	-64	-974	-3080	-28568	15928	219	3611	1012	-10560	-5960	352	1752	-623	-28	-32768	-15600	-31680	667	-1432	343	1624	6728	-32768	1663	-506	600	-2888	-264	10304	1413	-954	549	61	183	2
352	-7992	26308	2450	-98	-229	-9056	-14704	23248	1386	4467	423	-6240	1280	10456	2407	-1738	-404	-32768	-12032	-27008	651	-851	-1828	1144	2216	-32080	1509	947	821	-952	-1480	11168	1460	-654	678	100	118	2
1236	-2544	29772	170	-381	-104	-12520	-208	18912	794	3370	604	-2848	8216	12256	2452	-2038	-593	-32768	-10392	-19304	1426	-120	-1923	2704	-10536	-27880	537	2119	493	9384	-5888	2864	-903	3987	1631	164	46	2
-1536	-5304	28196	-1519	-1534	-175	-14688	-1968	18456	-1269	1458	815	-10840	12168	6256	756	-2225	145	-12192	-8472	-13144	1457	1068	-296	1176	-22072	-12208	350	2608	283	14064	-424	-23592	3091	5399	1641	165	67	2
-5228	-10032	26488	-1502	-2568	239	-14792	-5640	11696	-2937	-385	893	-10632	8544	8752	-354	-2338	336	-32768	-21624	-32768	-4331	7399	-947	528	6784	22328	1885	1751	168	-1280	6184	-32768	5285	2529	-22	168	44	2
-11592	-10252	21652	-1126	-4054	-349	-14752	-5504	8336	-3239	-1083	802	-15872	8840	5544	-557	-2424	39	-32768	-29344	-32768	-8476	-7646	-2840	-32768	32767	-32768	-21945	2113	6220	-32768	9760	-16416	-5761	1821	-1890	127	253	2
-1692	-13456	23476	-838	-3993	-446	-17552	-12840	2648	-1937	-1539	-8	-32768	-15608	-6384	-1706	-1998	-15	-32768	32767	1568	-26	2928	1646	12544	-32768	-32768	9781	8487	1364	-32768	-32768	-32768	-4948	2092	2044	92	253	2
-16652	-23624	22720	277	-4176	-1116	-32768	-29760	-3464	-227	-1525	-360	-32768	1888	-6208	1676	-2665	-1433	-13752	472	10712	326	733	-726	32767	27680	-32768	568	5262	782	32767	-32768	-32768	2096	2968	2265	71	179	2
-13652	-11088	17720	117	-4464	-2001	-25312	-16080	-7936	1953	-1602	-1673	-32768	2456	-11544	1664	-3844	-1390	-19800	112	19144	799	778	-430	-27528	-3072	-30552	-472	3275	333	-16688	13128	-32768	8799	954	-1336	122	105	2
-17492	-10132	16496	-1304	-4024	-2472	-27064	-10104	-12752	2764	-2391	-2095	-32768	5256	-11888	1141	-3815	-1069	-11856	5640	17448	303	1387	-828	-24184	10016	-30920	1246	2360	58	-32768	32767	-32768	2807	5238	-1075	137	253	2
-25836	-10032	19328	-1361	-4218	-3644	-26440	-6936	-15008	2760	-3107	-2655	-30616	5472	-13440	-635	-3496	-1017	-6816	7632	25792	250	2602	-1317	-32768	12624	-20368	1443	1803	-842	-32768	9480	-9024	-3074	4682	-596	132	254	2
-26112	-5336	16032	-1704	-4353	-4004	-22416	-8632	-10712	2574	-3683	-2793	-19648	-2648	-13672	-1338	-3404	-700	-5728	3304	28480	14	5176	-1582	-32768	1400	-9696	892	1073	-1782	-32768	18048	-3632	-1495	4589	-409	112	0	2
-19108	-8688	15532	-1531	-4072	-3738	-19456	-11600	-9504	2678	-4018	-3066	-15320	-4256	-10624	-1366	-2551	-293	2376	9832	24464	-45	6906	-1635	-32768	3552	6416	-117	194	-1023	-32768	-7408	5944	-3104	4064	561	100	0	2
-17988	-3384	16392	-1648	-3716	-3285	-22608	-8400	-8496	2864	-4473	-3036	-12872	-544	-11656	-729	-1720	-385	920	5264	19672	-115	8296	-3474	-32768	-2048	13144	260	-239	-523	-32168	-20248	20848	-1781	4201	777	102	6	2
-22496	-32	17192	-2283	-3816	-2696	-23448	-2856	-10096	2230	-4890	-3057	-6008	5408	-12792	65	-1020	-375	-17880	14864	23952	318	9616	-4118	-32768	2560	21424	893	-306	-141	-18920	-10176	32767	606	3384	855	113	47	2
-28612	228	15588	-2100	-3617	-2448	-23352	-560	-15160	1620	-4890	-3011	-4288	4752	-12584	214	-991	-326	-24912	9408	25712	1087	9262	-4096	-15136	7752	20072	1567	67	-21	-13208	-7720	32767	819	1683	256	117	77	2
-32768	920	9804	-1353	-3725	-2816	-23856	2256	-22728	1884	-4175	-2849	6488	4880	-9824	-218	-525	-28	-32768	5272	32448	2941	7249	-3332	-8144	14664	7384	544	1354	-696	-12904	8528	28824	-463	-270	-195	113	90	2
-32768	14540	-4096	-1100	-3085	-3196	-22288	9240	-29696	2227	-3384	-2661	8712	2896	-8608	-276	55	372	-18840	32767	15216	1358	4803	-2808	-18376	15072	4592	-404	2671	-993	-21024	5936	25064	-1754	-227	-33	110	82	2
-32768	22360	-14496	-1656	-1670	-2689	-24528	11848	-32768	1739	-2554	-2107	5560	1480	-4792	270	-387	-33	-17872	32767	28176	-2157	3297	-1345	-22168	13368	5600	-1411	3753	-704	-8904	-2464	24152	-2654	-737	-75	121	85	2
-32768	28480	-20360	-2381	255	-2404	-22904	18520	-32768	790	-1488	-1116	-2896	3216	5424	-6	-1357	-388	-16464	13256	29600	-2240	1761	84	-22656	1776	17192	-1759	3413	-633	-9384	-8328	24440	-2273	1248	-2978	120	68	2
-32768	25776	-21888	-2537	1560	-2081	-18712	17024	-32768	-771	-591	135	-1912	5368	8640	-1140	-1327	-252	-10024	4248	30544	-314	1203	-648	-22376	-536	25704	355	3349	-581	-9176	-7064	12400	-409	-2421	-352	116	130	2
