#Activity	sitting in car 
#ActivityID	12 
#Date 09-19-16-012
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9436	-4748	13252	9	-13	-13	-15928	-3976	-1280	-1	-6	-11	800	-3888	16776	27	-2	13	-7024	5608	13224	-18	26	-23	-14160	9128	-3032	-21	4	19	-2208	3152	16512	3	-7	27	121	136	12
-9228	-4068	13144	4	-9	-14	-15680	-3680	-1584	-7	-7	-9	1040	-3800	16336	22	1	7	-7280	5504	13248	-8	26	-23	-13792	8776	-3168	-2	5	11	-1840	3160	16552	8	-19	32	121	137	12
-9356	-4016	13296	2	-13	-15	-15696	-3736	-1224	-15	-9	-5	1240	-3840	16656	26	0	18	-7144	5776	13200	-27	15	-22	-14056	9168	-2848	-2	0	19	-1968	3072	16736	6	-13	24	120	136	12
-9552	-4772	13080	7	-18	-16	-15968	-3760	-1304	3	-3	-10	960	-3672	16488	25	-8	18	-7056	5352	13120	-9	27	-25	-14088	8760	-2888	5	-2	12	-2064	3112	16576	4	-21	19	121	136	12
-9204	-4232	13320	4	-9	-15	-15408	-3800	-1232	-24	-1	-9	1224	-3816	16472	24	-2	17	-7144	5720	13264	-6	11	-16	-13960	9216	-2632	25	-10	21	-1888	3016	16664	1	-18	14	121	136	12
-9364	-4332	13172	5	-14	-10	-15880	-3824	-1184	12	-9	-3	1240	-3936	16472	28	0	13	-7384	5384	13384	-12	15	-16	-13960	9016	-3048	-2	-8	26	-2056	3072	16400	5	-16	13	121	137	12
-9432	-4516	13352	18	-19	-9	-16224	-3856	-1384	2	-11	-5	1176	-3936	16864	28	-7	7	-7064	6008	13200	-1	18	-16	-13992	9048	-2792	3	-10	29	-1808	3184	16720	11	-24	11	121	136	12
-9456	-3988	13248	-1	-16	-16	-15608	-3760	-1376	2	-5	9	1304	-3616	16584	29	-12	6	-7176	5224	13128	-13	23	-24	-14008	8752	-2808	-9	-5	28	-1808	3344	16400	12	-30	14	121	136	12
-9292	-5012	12796	-3	-10	-22	-15296	-3744	-1144	-36	-8	1	1192	-3408	16472	21	-5	13	-7072	5216	13056	-10	16	-21	-14016	8864	-3032	17	-5	17	-1912	3408	16568	3	-22	16	121	138	12
-9464	-4444	12956	23	-16	-8	-15472	-4144	-1408	2	3	-19	1104	-3784	16680	13	-5	9	-7352	6088	13064	-4	12	-16	-13960	9480	-2984	24	-7	18	-1944	3160	16848	-1	-25	15	122	134	12
-9580	-3960	13728	26	-22	-11	-16288	-3648	-1504	55	6	-6	920	-3920	16896	27	-7	4	-6888	5848	13208	-11	11	-18	-13960	9672	-2936	6	-2	33	-2080	3368	16512	6	-22	15	122	135	12
-9496	-4096	13488	16	-11	-13	-16480	-3320	-1528	3	-8	7	928	-3840	16800	35	-8	1	-7168	5920	13240	-10	23	-21	-13832	9344	-3096	-34	-3	32	-2184	3288	16336	21	-16	19	122	135	12
-9456	-3944	13036	7	-7	-18	-15376	-3288	-1424	-42	-23	19	1312	-3384	16616	41	-1	9	-7472	5720	12896	3	26	-12	-13656	8944	-2912	3	2	27	-1928	3312	16288	32	-18	27	121	134	12
-9304	-4028	12832	7	-11	-19	-15360	-3536	-1008	-24	-5	10	1176	-3288	16424	43	10	21	-7088	5704	13088	-5	13	-14	-13576	9128	-2720	40	-14	37	-2032	3336	16176	28	-9	22	122	135	12
-9488	-4292	13288	13	-14	-10	-15944	-3752	-1152	11	-1	-4	976	-3456	16976	25	6	11	-7392	5336	12944	-17	20	-22	-14024	9312	-3088	-16	-11	34	-2216	3584	16608	9	-13	10	121	135	12
-9732	-4252	13064	14	-13	-16	-15944	-3544	-1592	30	8	0	848	-3280	16992	18	-4	-2	-7384	5712	13056	-6	7	-19	-13960	9256	-3048	6	4	22	-2280	3736	16584	3	-32	7	120	136	12
-9292	-4116	13236	15	-18	-11	-15976	-3208	-1376	1	2	1	1016	-3240	16952	18	-4	-4	-7136	6104	13304	-6	9	-17	-14096	9584	-2640	34	-22	20	-2104	3616	16872	-13	-30	0	120	137	12
-9588	-4048	13136	4	-18	-15	-16064	-3304	-1272	8	-14	-8	568	-3280	16528	18	-3	0	-7544	5336	13184	-11	27	-25	-13728	9112	-3160	-12	-11	25	-2152	3536	16176	-9	-25	4	120	138	12
-9444	-4060	13084	1	-23	-20	-15680	-3440	-1424	-22	0	-12	1040	-3368	16736	14	-4	13	-7184	6216	12688	-5	13	-10	-13640	9384	-2944	30	0	1	-2024	3344	16336	1	-25	17	120	133	12
-9596	-3892	13452	-6	-15	-22	-15792	-3344	-1480	0	-8	-16	712	-3560	16792	14	0	15	-7248	5672	12656	-26	10	-24	-13712	9152	-2808	-23	2	14	-2168	3592	16368	7	-11	33	121	136	12
-9512	-4024	13024	1	-17	-15	-15744	-3392	-1336	-15	-13	-16	816	-3440	16424	15	-6	14	-7568	5776	13384	-33	12	-24	-13960	9224	-3088	-13	8	4	-2168	3416	16448	10	-22	39	120	137	12
-9584	-4284	13008	-10	-17	-24	-15672	-3504	-1776	-7	-6	-23	792	-3416	16880	12	-7	11	-7360	5608	13536	-35	10	-26	-14088	9080	-3016	2	6	-8	-2152	3304	16776	-9	-29	37	120	139	12
-9748	-4252	13308	-3	-14	-22	-16000	-3680	-1464	-2	-4	-29	792	-3520	16960	12	-11	13	-7368	5488	13272	-35	13	-25	-14200	9096	-3416	-1	-5	-2	-2192	3200	16824	-17	-34	28	120	137	12
-9524	-4016	13224	-10	-2	-26	-15768	-3496	-1648	-3	-7	-27	960	-3760	16888	11	-13	16	-7504	5552	13488	-26	17	-28	-13856	8920	-3080	37	-9	-9	-1976	3096	16720	-18	-27	25	120	138	12
-9828	-4512	13200	-12	-15	-31	-15776	-3904	-1432	-21	-9	-26	1000	-3752	16880	10	-10	17	-7272	5768	13336	-26	13	-27	-14168	9376	-3032	-14	3	-7	-2056	3000	16688	-11	-15	24	119	136	12
-9348	-4172	13024	-4	-15	-23	-15728	-3728	-1448	-7	-9	-33	1072	-3880	16480	-2	-2	13	-7392	5472	13200	-16	25	-27	-13880	8976	-3280	5	-1	-5	-2088	2832	16176	4	-21	23	120	135	12
-9700	-4128	13068	-10	-19	-25	-15840	-3632	-1416	-8	-8	-22	1080	-4088	16680	9	-4	19	-7440	5752	13192	-19	19	-18	-13960	8976	-3224	-6	3	8	-2000	2808	16480	2	-14	26	120	136	12
-9452	-4612	12932	-12	-10	-24	-15856	-3784	-1312	-9	-5	-15	824	-3920	16432	13	-4	12	-7352	5616	13176	-9	19	-27	-13936	8720	-3088	10	0	11	-2208	2848	16576	3	-23	22	121	135	12
-9528	-4060	13348	5	-24	-17	-15648	-3888	-1416	-5	-6	-14	1168	-3976	16664	27	1	10	-6992	5984	13256	-18	10	-20	-13976	8936	-2656	23	-9	18	-2136	3064	16648	8	-15	18	121	136	12
-9464	-4484	13324	-4	-26	-23	-15840	-3928	-1568	12	-8	-2	1216	-3896	16592	32	4	2	-7016	5472	13200	-10	13	-22	-14024	8928	-2992	6	-17	25	-2080	3040	16368	11	-15	14	121	137	12
-9308	-4320	12948	8	-16	-17	-15448	-3784	-1120	-4	-17	-3	1240	-3688	16152	26	7	-3	-7184	5560	13176	-2	6	-18	-13672	8880	-3008	15	-12	19	-1832	3040	16512	16	-17	12	122	135	12
-9288	-4332	13348	12	-23	-20	-15504	-3880	-1104	4	-8	3	1288	-3752	16712	24	6	-8	-6936	5760	13360	-3	8	-17	-13880	8904	-2616	19	-16	31	-1808	3096	16600	9	-16	11	121	135	12
-9124	-4400	13316	17	-18	-16	-15832	-3688	-976	5	-12	0	1344	-3696	16688	23	4	-9	-6960	5616	13312	-1	8	-16	-13928	8936	-2664	5	-19	31	-1736	3152	16552	10	-20	11	121	136	12
-9356	-4300	13268	23	-20	-11	-15672	-3744	-1056	-1	-15	-1	1488	-3584	16616	24	6	-6	-7096	5736	13216	3	9	-15	-13872	9104	-2688	5	-11	25	-1648	3400	16456	10	-30	14	121	137	12
-9136	-4180	13088	15	-17	-16	-15928	-3600	-888	4	-11	12	1328	-3592	16160	32	-5	-1	-6888	5832	13312	-6	12	-17	-13984	8976	-2432	21	-15	29	-1600	3408	16400	11	-25	15	121	135	12
-9116	-4120	13064	22	-18	-9	-15624	-3560	-1000	-9	-8	3	1352	-3600	16568	31	-2	4	-6864	5896	13192	2	18	-17	-13752	8976	-2600	13	-8	23	-1536	3336	16456	11	-21	17	121	135	12
-9340	-4108	13216	12	-22	-13	-15800	-3736	-1312	5	-4	5	1232	-3456	16656	37	-11	7	-7000	5768	13440	-7	11	-18	-13832	9192	-2808	-9	1	29	-1696	3448	16208	14	-18	29	122	132	12
-9016	-4072	12936	18	-13	-10	-15864	-3680	-1024	6	2	4	1144	-3520	16336	35	-5	16	-7032	5736	13360	-7	18	-16	-13752	9032	-2480	10	4	25	-1864	3312	16208	17	-19	24	122	136	12
-9268	-4264	13312	10	-11	-13	-15480	-3616	-1224	-13	-7	3	1304	-3584	16632	42	-6	19	-6984	5824	13168	-18	21	-17	-13848	9152	-2984	-19	2	26	-1888	3544	16720	15	-11	28	121	136	12
-9144	-4344	13052	9	-12	-18	-15672	-3680	-1312	-15	-6	-1	1224	-3608	16456	31	-5	20	-6864	5448	13024	-2	24	-20	-13880	8720	-2968	14	0	23	-2000	3176	16264	12	-12	25	121	137	12
-9072	-4444	13376	13	-18	-16	-15416	-3816	-1136	-27	-6	4	1352	-3704	16792	34	4	13	-6768	5880	13632	-9	8	-16	-14176	9288	-2408	23	-3	23	-1664	3248	16720	6	-10	19	121	141	12
-8864	-4728	13924	13	-32	-17	-16040	-4104	-904	6	-16	0	1336	-3800	16856	34	5	6	-6424	5560	14048	-7	7	-20	-14480	9200	-2296	7	-20	28	-1912	3392	16920	7	-11	15	120	137	12
-8632	-4624	13824	16	-28	-19	-16056	-3888	-440	-12	-33	-4	1856	-3848	16616	34	11	-1	-6224	6032	13792	17	6	-12	-14400	9152	-1928	15	-31	18	-1104	3136	16832	19	-18	18	120	136	12
-8540	-4400	13872	7	-30	-23	-15696	-3888	-312	-10	-40	2	2192	-3704	16504	42	17	4	-6168	5928	13672	11	10	-11	-14056	9144	-1848	8	-38	28	-872	3248	16464	30	-15	15	120	137	12
-8344	-4692	13824	6	-27	-24	-15784	-4144	-120	-14	-46	7	2504	-3584	16328	37	10	0	-5832	5824	13704	7	-1	-9	-14152	8992	-1440	31	-41	27	-480	3304	16368	38	-15	15	121	136	12
-8152	-4564	13752	8	-21	-18	-15792	-4224	216	-13	-33	-7	2600	-3584	16184	39	8	2	-6152	6080	13808	0	2	-13	-14440	9312	-1616	-4	-39	36	-616	3568	16888	32	-21	13	120	136	12
