#Activity	sitting 
#ActivityID	5 
#Date 09-07-15-41
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9980	-3132	12124	-20	17	-26	-14736	-6288	-4248	12	-19	3	-4032	-5320	15336	0	-29	26	-10056	3896	13096	10	-2	-17	-14872	2680	-5968	-2	-13	-11	-4464	-1944	16504	26	-6	7	126	128	5
-9936	-3140	12296	-20	12	-31	-14776	-6208	-4248	13	-22	2	-3976	-5440	15536	1	-26	29	-9840	3896	12888	11	-1	-15	-14912	2536	-6136	-7	-23	-14	-4464	-1944	16320	25	-7	13	126	128	5
-9960	-3096	12264	-19	16	-28	-14688	-6232	-4088	19	-14	-1	-3688	-5536	15264	-2	-24	29	-9984	3912	13024	13	-6	-17	-15016	2592	-6088	-4	-25	-15	-4392	-1928	16320	20	-2	12	126	128	5
-9892	-3176	12264	-20	16	-30	-14624	-6336	-4088	23	-12	0	-3568	-5672	15576	-5	-23	23	-10000	3656	13008	15	-9	-16	-15136	2672	-6016	-6	-22	-15	-4264	-1936	16504	24	1	9	126	128	5
-9900	-3216	12300	-19	18	-27	-14592	-6352	-4184	23	3	12	-3624	-5640	15080	-12	-20	15	-10000	3848	12824	7	-5	-19	-15080	2672	-5616	-5	-14	-16	-4104	-1920	16208	21	1	6	126	128	5
-9972	-3240	12252	-11	20	-24	-14800	-6440	-3984	20	5	19	-3848	-5712	15064	-10	-16	0	-9952	3912	13000	11	-6	-19	-15080	2520	-5840	-4	-10	-20	-4200	-2048	16152	20	3	6	126	128	5
-9856	-3136	12244	-9	18	-19	-14688	-6240	-3960	6	13	23	-3800	-5528	15240	-13	-9	0	-9968	3832	12848	6	-6	-20	-15064	2584	-5688	5	-4	-18	-4048	-1952	16352	12	0	5	126	128	5
-9908	-3148	12212	-9	17	-17	-14664	-6312	-4248	-1	8	30	-3768	-5448	15256	-13	-7	3	-9968	3784	13008	5	-2	-24	-15208	2584	-5848	4	3	-27	-4240	-2104	16192	3	-1	2	126	129	5
-9904	-3148	12192	-10	21	-21	-14728	-6280	-4048	-6	8	29	-3792	-5536	15376	-5	-11	3	-10016	3904	13008	11	-10	-19	-15008	2640	-5936	11	9	-20	-4272	-2064	16488	4	6	17	126	128	5
-9892	-3116	12148	-12	23	-22	-14672	-6152	-4000	-3	11	25	-3872	-5552	15240	3	-13	22	-10008	3752	13000	12	2	-25	-14976	2576	-5864	11	14	-24	-4280	-2184	16416	8	3	16	126	128	5
-9884	-3148	12136	-10	24	-21	-14680	-6496	-4088	5	10	21	-4144	-5584	15232	15	-19	26	-9848	3712	13016	13	4	-17	-15120	2464	-5944	6	13	-20	-4408	-2264	16240	20	7	14	126	129	5
-9912	-3116	12104	-19	24	-21	-14720	-6352	-4016	3	9	22	-3920	-5520	15208	15	-19	35	-10016	3744	12736	13	2	-20	-14952	2496	-6040	6	12	-16	-4584	-2456	16224	27	0	11	126	129	5
-9904	-3164	12188	-16	19	-27	-14776	-6208	-4184	6	2	18	-4216	-5600	15336	17	-18	36	-9808	3808	13032	17	0	-17	-14968	2296	-6160	5	11	-4	-4712	-2424	16320	34	-4	11	126	129	5
-9976	-3184	12084	-11	21	-23	-14736	-6256	-4304	6	1	21	-4000	-5632	15288	15	-18	29	-10056	3920	12944	15	1	-16	-15048	2344	-5880	-3	1	6	-4632	-2320	16256	39	0	3	126	129	5
-9936	-3168	12224	-11	15	-22	-14776	-6256	-4144	7	-4	20	-4088	-5632	15376	15	-8	27	-9936	3832	13016	21	4	-12	-14952	2368	-6032	-10	-8	10	-4728	-2192	16208	35	-6	-3	125	129	5
-9928	-3216	12252	-8	16	-27	-14728	-6280	-4064	12	-7	27	-4096	-5512	15136	7	-15	21	-10048	3896	12944	25	1	-7	-14928	2504	-5800	-9	-11	20	-4608	-1968	16376	27	-5	-12	125	129	5
-9968	-3140	12080	-12	15	-23	-14672	-6232	-4224	12	-10	25	-4024	-5496	15328	9	-18	14	-10040	3704	12992	24	5	-11	-14976	2512	-6112	-10	-18	19	-4568	-2024	16240	27	-4	-14	125	129	5
-9936	-3164	12156	-10	13	-22	-14680	-6288	-4048	15	-12	24	-4008	-5496	15360	8	-18	13	-10016	3872	13048	21	0	-11	-14936	2712	-5968	-2	-18	22	-4384	-1920	16456	33	-8	-12	125	129	5
-9844	-3160	12248	-9	10	-26	-14640	-6144	-4096	17	-10	23	-3880	-5464	15184	13	-15	17	-10000	3768	12848	22	-3	-14	-14904	2520	-5888	-2	-18	16	-4320	-1880	16248	38	-1	-16	126	129	5
-9940	-3188	12144	-10	12	-20	-14672	-6312	-4248	14	-8	18	-3912	-5440	15368	11	-12	14	-9952	3864	12688	21	1	-15	-14880	2896	-5872	-3	-21	11	-4176	-1848	16184	40	-4	-10	126	129	5
-9884	-3212	12156	-9	17	-23	-14696	-6344	-4192	15	-10	18	-3912	-5368	15112	6	-17	22	-10080	3816	13024	18	-3	-16	-14968	2696	-5792	-2	-8	4	-4208	-1536	16472	27	1	-3	125	129	5
-9900	-3112	12268	-15	17	-27	-14736	-6216	-3968	13	-3	18	-3792	-5480	15352	-2	-15	17	-9960	3864	12872	16	2	-16	-15088	2864	-5792	-2	0	-7	-4040	-1720	16120	23	0	1	125	128	5
-9920	-3120	12176	-17	20	-23	-14712	-6216	-3656	12	-3	15	-3864	-5440	15312	-5	-16	25	-9944	3848	13016	15	-6	-21	-14968	2632	-5640	4	1	-10	-4336	-1776	16376	15	1	4	125	128	5
-9912	-3188	12220	-13	21	-27	-14648	-6320	-4000	8	6	8	-3912	-5360	15264	-3	-14	25	-9944	3848	12824	11	3	-17	-15040	2824	-5808	5	-2	-15	-4200	-1800	16432	11	1	8	126	129	5
-9884	-3088	12116	-16	18	-22	-14808	-6296	-3832	4	3	8	-3896	-5504	15352	-4	-16	28	-10160	3744	13144	8	-5	-20	-15040	2616	-5760	11	5	-21	-4328	-1864	16528	6	-2	14	126	129	5
-9952	-3140	12160	-18	24	-23	-14664	-6280	-3808	4	6	8	-3960	-5552	15256	-6	-18	31	-9984	4024	12968	9	-9	-25	-15000	2568	-6224	9	10	-30	-4392	-1880	16456	8	1	15	125	129	5
-9952	-3136	12092	-15	21	-25	-14664	-6312	-4096	2	5	10	-3848	-5512	15328	-3	-15	30	-10040	4040	12928	10	-3	-31	-15064	2440	-5992	10	6	-27	-4400	-2080	16184	10	3	13	126	129	5
