#Activity	running 
#ActivityID	2 
#Date 09-07-16-36
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	32767	-23740	-619	1019	-1380	-15976	21304	-32768	-269	1502	76	328	12696	32376	-1461	1939	-11	-2056	21504	32767	2418	-1453	-1606	-14208	-4080	20016	2303	2220	-74	-7840	-11848	11320	447	-1771	-549	129	72	2
-32768	14296	-13772	-209	1552	-7	-17032	13304	-25968	-1283	2423	848	8904	14296	-32768	-3650	5876	714	-5176	25600	32767	2791	-3211	-779	-18856	4352	13448	3869	1450	237	-14752	-4712	11152	1414	-2106	-841	117	57	2
1140	20080	1420	308	3221	620	-16712	-784	-4840	-833	2899	1082	1128	17736	-32768	-663	1036	-81	-15416	24592	27512	1991	-4722	189	-24056	10960	8224	3069	1289	17	-15744	1376	9504	1387	-2189	-839	122	58	2
-15324	30592	13468	-278	4741	2035	-1848	-32768	-32768	581	2055	1312	-32768	-32768	32767	-1075	-4590	1707	-7880	21928	25264	617	-5106	391	-25496	6664	1320	1577	976	429	-19568	3000	9056	1275	-2249	-878	156	185	2
32767	-5852	-25032	15289	-1697	13460	-32768	-32768	-3832	-5157	15491	-12615	-32768	-25080	-30728	3472	2593	-1901	-536	24768	30432	-101	-4313	1201	-27808	6408	-1184	1497	752	458	-32768	29904	-24600	-477	-1473	278	190	88	2
-19376	-13824	10692	-1236	1706	-1392	25568	-32768	-32768	-10072	4174	-125	32767	32767	-32768	1460	3187	-3773	-8856	17160	24728	-1350	-4138	2441	-21104	824	-7200	-1830	-2952	463	-32768	20808	-20192	-1211	-3184	-202	118	68	2
-21832	5180	12572	247	1982	2058	-7144	32767	-32768	883	5505	-88	7520	32767	-32768	-4660	638	1614	-11864	10680	25152	-233	-4157	3580	-27144	1896	-13720	-1805	-4473	270	-32768	11888	-32768	-3318	-4473	-632	162	73	2
-16572	-6976	16328	-302	1854	448	-23816	-17288	-9136	-3840	1484	507	-32768	-32768	-32768	-8856	2441	7251	-23784	13528	24664	352	-5177	3852	-23040	3672	-18680	-1390	-5773	375	-31576	-9064	-28808	-1779	-4901	-1148	142	99	2
-11808	-12912	14440	-159	1848	1422	-32768	-25312	-11480	-3776	598	1417	-32768	808	-15656	6010	3918	343	-27944	9824	22216	363	-6363	3406	-19152	2112	-18272	-737	-6783	761	-17992	1080	-27008	333	-4607	-513	160	133	2
-8780	-16132	29348	112	3653	1953	-32768	-31040	6312	-545	788	1266	-32768	8976	5760	1425	4271	2778	-31856	12832	19040	841	-7007	3150	-19712	2248	-21344	-600	-7199	1109	-7384	8560	-32312	-280	-3690	219	132	171	2
-6900	-7804	32767	92	5847	2545	-32768	-32768	23960	-581	1456	1903	-32768	-6984	21016	-242	3909	2843	-32128	9936	13080	1083	-6809	3287	-19488	-1464	-22256	-623	-7560	1570	3408	6384	-29624	-2339	-3045	-96	122	159	2
-832	-14668	27344	-733	7763	4019	-32768	-32768	29944	-909	1607	2337	-32768	-2568	31272	19	4142	1145	-32768	8624	10128	2035	-5798	3376	-21696	-1112	-26016	-42	-7360	2187	-2008	-10208	-32768	-2047	-1931	611	150	110	2
-19404	-22664	23340	-697	9549	4848	-24928	-30504	29496	-1585	898	1832	-18216	-17136	30584	-216	3614	916	-32768	6232	8728	2458	-4013	3740	-29680	2296	-32768	-569	-6868	2453	7472	-7720	-1512	356	-547	32	156	83	2
-27448	-27016	30904	-766	8881	5262	5440	-17008	26384	-1519	559	1816	-3520	-3056	29096	-202	2303	933	-32768	-4368	752	3180	-2233	4302	-25720	-12904	-32768	-1373	-5722	2048	8408	6968	-5432	1584	94	-689	145	97	2
-32768	-25792	32767	-734	7964	5021	488	-19784	13296	-1354	1306	1553	-3000	-13168	26560	-1056	1069	740	-32768	-11624	-6856	3399	-634	5429	-9936	-7776	-32768	-458	-4366	1174	-6552	10024	496	1415	-654	-171	89	148	2
11076	-28388	26200	-1613	5070	3136	-8192	-15736	8520	-1301	1760	1970	-9360	-19584	26952	341	-641	-14	-32768	-7832	-22024	1528	-184	5125	-3232	7496	-32768	-580	-2457	706	-6584	4432	4280	2186	-1980	-658	0	253	2
-32556	-31576	32767	-1491	-972	1686	-18632	-23144	7640	-2616	1890	1974	-13208	-3072	19872	1646	-1752	164	-32768	-16768	-32768	-1230	-582	2776	3856	-3600	-32768	-2431	-179	492	368	5024	12360	1305	-322	148	10	225	2
-16600	-32768	25552	453	-2488	1489	-11104	-30992	28176	-1730	2512	1535	-11688	1832	11408	1574	-1785	306	-32768	-32768	-29376	437	440	1836	584	-21168	-32768	-1291	1511	318	1464	-4240	9208	-770	2752	843	41	184	2
-10784	-32768	26168	657	-2371	1623	-12296	-10184	26296	-302	2991	946	-4552	9744	15904	1516	-2319	-19	-22600	-32768	-23696	2064	4437	-1981	1336	-22048	-32768	180	2872	260	8584	-10416	-18784	210	5568	1094	46	207	2
-208	-20932	27440	-659	-1681	-101	-15608	-9160	20696	-1072	1789	585	-13256	6944	11048	-149	-2755	496	-32768	-6496	-10136	-1723	4268	-10599	736	32767	-32768	2668	4629	321	-32768	-21032	32767	-1431	-2548	411	99	194	2
-6268	-24820	29732	-1279	-1692	-668	-17064	-15872	11520	-1904	123	159	-32768	-12104	-3688	-1543	-2843	514	-32768	-32768	32767	-5706	5831	-13688	-32768	-29816	-32768	-8467	12161	4777	-32768	32767	-30112	6983	3797	124	100	162	2
-19028	-29304	32767	-447	-2648	-1779	-32768	-32768	1168	-1190	-1133	249	-32768	-8480	-6856	306	-2959	-750	7248	6056	28296	-593	1497	495	-25320	9040	-32768	5892	9536	3695	13272	-32768	-32768	333	3200	3555	132	229	2
-14148	-25712	25224	1222	-4111	-2524	-27816	-25160	608	1580	-1305	-553	-32768	-3344	-13384	1725	-3644	-1995	-14456	-6304	14544	276	862	-589	27016	12344	-32768	845	4490	993	32767	-11696	-32768	2473	2707	-479	121	253	2
-10796	-13220	19940	832	-4351	-2813	-17256	-10896	-3936	3442	-1918	-1541	-32768	3024	-17752	2496	-4305	-1997	-19696	-5952	11288	330	839	-487	-32768	15224	-25984	-315	3502	605	-32768	32767	-32768	2817	3447	-3299	171	24	2
-17920	-13104	18220	-716	-5112	-3444	-23448	-9952	-10216	3413	-3437	-1565	-32768	12984	-21880	273	-3663	-1116	-7192	-2904	24592	444	1947	-850	-32768	-864	-22840	1656	1485	-45	-32768	32767	-13976	-1038	3764	89	164	253	2
-22268	-12724	14504	-1284	-6170	-3900	-19800	-9888	-8664	2284	-5473	-1915	-22528	9096	-23016	-1080	-3508	-939	1456	13400	30536	822	4244	-1310	-32768	12448	-6800	1600	1329	-509	-32768	-1496	-4928	-2576	5002	-224	128	253	2
-21312	-9308	12036	-1952	-6308	-3618	-17120	-9944	-8184	1687	-6530	-2477	-8104	8088	-21288	-1989	-2861	-1044	1104	5696	27880	1329	6990	-1804	-32768	7944	-7288	1262	1255	-674	-32768	-3072	10752	-1987	4293	211	135	0	2
-21976	-9120	16320	-2886	-6072	-3441	-22032	-8768	-10624	1890	-6646	-3198	-3184	4888	-22496	-2135	-1851	-719	-8264	4512	27496	2036	8612	-2358	-32768	-1320	21528	1309	522	-686	-32768	-14392	28376	-1382	3447	1201	134	0	2
-28052	-9072	14008	-3572	-5704	-3778	-26384	-8576	-15168	1548	-6852	-3671	16	1304	-23896	-1361	-603	-920	-25168	13336	22136	2536	10284	-2908	-32432	0	25552	1629	846	-333	-32768	-9536	32767	-1594	1794	1648	110	0	2
-32768	-9748	13444	-3777	-4895	-4539	-27256	-7648	-24520	1746	-6723	-3867	7296	1752	-25480	15	-16	-1001	-26816	24848	29880	3418	9887	-2533	-9592	8840	24416	1852	1280	-512	-2536	-15328	32767	1443	1959	105	109	0	2
-32768	-9704	4296	-3378	-3731	-5724	-31400	-4448	-32768	2444	-5503	-3917	4704	3936	-13424	1683	-77	-585	-31848	21032	32767	3528	8052	-2994	-9672	16240	16288	320	2322	-935	-21800	-5680	21976	1758	-420	-688	101	20	2
