#Activity	sitting 
#ActivityID	5 
#Date 09-27-16-17
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-8692	-4920	13448	144	-18	-120	-15396	-1700	-4956	-48	3	16	-2616	-4320	15740	92	-111	169	-7484	5936	13096	-95	174	-206	-16180	-268	-4100	43	62	115	-2412	4640	16416	201	39	27	127	125	5
-8788	-4944	13440	144	-57	-126	-15412	-1624	-4860	-11	-12	33	-2696	-4296	15856	71	-136	162	-7552	5964	12948	-141	115	-231	-16220	-372	-4036	74	-16	122	-2324	4580	16336	214	-32	57	126	125	5
-8740	-4908	13416	114	-28	-102	-15436	-1736	-4912	23	-26	-16	-2676	-4324	15808	87	-189	208	-7480	5976	13028	-112	174	-216	-16220	-380	-4064	77	0	111	-2364	4572	16272	198	-2	38	127	125	5
-8764	-4880	13380	114	-31	-135	-15356	-1684	-4864	17	-6	-38	-2772	-4292	15864	77	-145	186	-7500	5964	12960	-100	164	-228	-16288	-316	-4008	87	-48	108	-2428	4576	16376	230	12	32	126	125	5
-8704	-4900	13412	79	-3	-128	-15392	-1632	-4956	19	-63	-18	-2660	-4312	15772	24	-162	175	-7572	5900	13028	-88	165	-251	-16180	-288	-4076	59	-18	105	-2396	4608	16400	178	17	14	126	125	5
-8776	-4900	13516	97	-45	-158	-15396	-1656	-5024	-33	-78	-38	-2676	-4320	15796	8	-175	191	-7576	5984	12964	-128	145	-191	-16228	-376	-4088	52	-18	109	-2460	4504	16288	173	24	56	126	126	5
-8768	-4924	13416	106	-40	-135	-15480	-1652	-4832	-29	-48	-66	-2712	-4360	15792	43	-192	210	-7524	5888	13008	-104	144	-226	-16188	-360	-4072	78	-54	97	-2432	4512	16288	208	-35	47	127	125	5
-8752	-4980	13420	104	-31	-149	-15412	-1764	-4904	-32	-46	-75	-2572	-4392	15724	-5	-191	204	-7544	5980	12916	-97	148	-210	-16180	-364	-3972	96	-22	98	-2384	4504	16352	207	-51	6	126	126	5
-8716	-4840	13428	107	-29	-151	-15420	-1712	-4832	-29	-82	-71	-2512	-4436	15788	33	-180	202	-7584	5952	12888	-86	133	-204	-16240	-296	-4116	128	-15	133	-2360	4496	16264	180	-6	-11	126	126	5
-8736	-4844	13480	115	-3	-156	-15424	-1764	-4812	-56	-68	-50	-2540	-4464	15792	74	-197	159	-7476	5932	12872	-123	118	-223	-16216	-328	-3936	88	-25	165	-2436	4548	16296	201	-35	28	126	125	5
