#Activity	running 
#ActivityID	2 
#Date 09-09-18-06
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	-11164	11772	-1078	7906	1668	-21592	-32768	22400	-2175	264	2209	-16296	-32768	32767	-521	2513	-475	-32768	-32768	-32768	14062	-24996	32767	-10236	-5012	-32768	-2476	-28902	13873	-1328	21456	10556	-15102	-23103	4127	130	134	2
-6280	-32768	-12608	7694	9415	2175	11016	-30504	29520	5740	3554	2827	-11568	-6808	32767	3572	1074	-246	-32768	-32768	-32768	-364	-18612	1166	4832	-10724	-32768	-15396	-14212	241	-3832	6524	32024	5460	-12209	9580	145	181	2
-32768	32767	32767	8307	5826	-914	-1816	1088	6576	10630	6222	290	-7288	-9024	32767	2052	-620	325	-32768	-32768	-32768	1298	-7353	-18131	15388	-21740	-32768	771	19344	-5109	5252	-6676	13900	17970	6588	6061	160	174	2
-32768	32767	32767	-2046	2661	-1258	-32768	32767	13696	4224	6257	518	-9296	5640	16064	510	-1791	164	-32768	-20492	-32768	2171	10886	-16044	10228	-16952	-32768	12118	32767	-4029	4844	-27684	-19512	32767	32767	-8637	15	61	2
-32768	-7004	32767	-5051	-1042	693	-31832	13888	8216	-6091	2926	359	-19320	18016	23672	825	-3787	811	-13800	32767	29680	-2731	32767	-13938	-29832	-1104	32767	32767	32767	-8428	-21952	-3712	32767	10263	2750	-6630	0	164	2
-32768	-16292	32767	-4401	-2973	1322	-32768	96	1920	-8015	2419	490	-20656	20680	11080	-936	-3238	1107	-32768	-32768	10108	-32768	32767	-32768	-936	-5836	-32768	-32768	32767	-12237	-32768	32767	-10484	22876	27391	-10102	189	27	2
-29844	-26432	29120	-3372	-5043	2610	-32768	-16256	1952	-8394	1335	-303	-32768	616	-3040	-3734	-3037	-176	-32588	32767	-8852	-21357	18160	-32768	580	-11940	-32768	-7791	32767	-14082	-9404	-31364	-28572	-18312	18035	-12990	183	0	2
-25488	-28360	25196	-2582	-5857	3644	-32768	-12280	-9672	-5918	614	162	-32768	-20568	-3288	-1435	-5304	-1562	-23824	6908	11640	-2618	13011	-1995	9040	-32768	-32768	-18350	20220	-8432	11116	-16912	-30964	7277	17941	1780	135	243	2
-21608	-30592	21124	-1822	-6446	2818	-26856	-13904	-23992	-1274	-97	-285	-32768	-23568	-6456	1819	-5407	-2518	-13772	21816	2064	-1115	11884	1583	-6088	18040	-25440	14386	32767	-8621	-18164	9272	-24928	19374	26045	-16632	165	242	2
-10892	-32768	17192	326	-6577	1111	-24992	-5864	-25760	1495	-2033	-1053	-32768	-8544	-18432	3278	-4861	-2885	-15556	3104	12124	-1338	8618	-3166	-22912	-3356	-32768	6510	32767	-4769	-32768	10760	-26588	12224	27144	-17796	158	0	2
