#Activity	standing 
#ActivityID	8 
#Date 09-09-18-17
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-11900	-2792	10288	-9	17	-14	-15560	-3504	-2680	-8	0	23	-15440	-376	-4992	21	-16	39	-12396	4500	10132	263	35	-66	-16272	-2656	-2008	371	3	294	-15952	1208	-3288	511	-49	227	125	127	8
-11952	-2980	10320	-4	18	-21	-15568	-3560	-2824	2	6	21	-15352	-536	-4808	14	-18	42	-12468	4544	10148	242	44	-54	-16340	-2612	-2032	398	-22	277	-15884	1196	-3452	568	-49	232	125	127	8
-11892	-2892	10304	-7	15	-16	-15664	-3536	-2752	-9	4	18	-15536	-336	-4640	20	-18	40	-12444	4492	10148	257	26	-65	-16284	-2624	-1940	405	-29	313	-15892	1292	-3452	636	-42	228	126	127	8
-11832	-2800	10260	-11	17	-11	-15392	-3672	-2736	-11	2	20	-15336	-360	-4976	25	-14	41	-12388	4460	10104	269	34	-77	-16304	-2588	-1912	367	-69	269	-15852	1260	-3360	564	-42	260	125	128	8
-11872	-2856	10324	-9	10	-13	-15608	-3680	-2600	9	8	21	-15288	-440	-4848	18	-13	44	-12380	4488	10128	257	33	-64	-16332	-2696	-2052	299	-58	326	-15920	1244	-3396	604	-60	249	125	127	8
-11896	-2800	10332	-10	19	-19	-15496	-3552	-2960	-1	8	17	-15472	-352	-4968	28	-8	46	-12448	4504	10196	256	0	-66	-16264	-2660	-1864	415	-151	314	-15908	1252	-3308	674	-101	257	125	127	8
-11912	-2740	10380	-9	13	-24	-15480	-3600	-2688	6	3	17	-15456	-392	-4808	27	-13	46	-12488	4492	10228	278	61	-45	-16240	-2652	-1876	465	-78	308	-15912	1300	-3352	692	-113	223	126	127	8
-11904	-2832	10308	-3	17	-24	-15576	-3424	-2840	12	4	18	-15512	-376	-5008	32	-17	45	-12448	4612	10236	296	90	-25	-16344	-2648	-1864	500	-94	303	-15928	1256	-3284	728	-83	239	125	127	8
-11864	-2852	10336	-13	15	-18	-15552	-3616	-2728	9	2	18	-15456	-336	-4768	34	-18	46	-12484	4544	10132	293	29	-38	-16412	-2584	-1876	531	-38	342	-15932	1308	-3188	758	-57	244	127	127	8
-11924	-2920	10356	-8	15	-22	-15528	-3488	-2888	1	3	20	-15568	-456	-4880	34	-19	41	-12400	4536	10064	327	58	-65	-16384	-2588	-1864	470	-130	289	-15912	1196	-3256	801	-81	213	127	127	8
