#Activity	running 
#ActivityID	2 
#Date 09-07-16-36
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-11864	1104	11060	153	989	762	-5864	7664	20104	-2460	4635	-260	22352	32767	-32768	-7101	12	3685	-17504	12024	16944	-1960	-5911	2555	-16912	4152	-19080	-3244	-3649	-685	-32768	8824	-22808	-3464	-5178	-573	175	96	2
-20596	-18424	6768	-545	1881	199	2400	-28488	-13600	-4161	614	943	-32768	-32768	-32768	-8975	4609	6782	-17096	8840	7768	-744	-6286	3165	-18576	2760	-18536	-3284	-3950	-656	-32768	3216	-32768	-1566	-4434	-891	192	0	2
-17708	-9896	15528	-459	1968	584	-25288	-29024	-24400	-1777	-121	1635	-32768	-4472	-32768	4391	3139	1161	-23624	10096	10312	-152	-6556	3207	-8512	2640	-19680	78	-6592	-456	-21792	7024	-32768	159	-3689	-820	135	117	2
-9048	-12188	28092	-10	3009	1968	-32768	-26312	-2504	-155	-434	1918	-32768	-12456	-2872	685	3745	2816	-30456	11024	11856	291	-7127	3198	-13200	4872	-20352	624	-7407	-168	-14400	19032	-32768	-1779	-5315	-866	117	176	2
-9828	-15024	29496	172	5317	2787	-32768	-32768	20272	-788	-160	3575	-32768	-8304	6720	776	4675	2759	-31936	12968	8920	487	-7710	3096	-13392	1744	-21664	726	-7941	273	-360	4704	-31760	-3982	-4371	-613	131	144	2
-1132	-12116	27412	-659	6490	3963	-32768	-32768	21304	-797	133	2139	-32768	6552	22888	181	4987	1838	-32768	12488	2216	303	-7565	3303	-9216	3632	-23344	438	-7922	1010	14272	-10328	-21136	-3071	-1853	-345	134	114	2
-19228	-15884	19016	-1249	9446	5556	-29000	-25072	32767	-1570	375	598	-32048	-13088	32767	-1134	4515	1890	-32768	11248	-1224	236	-6319	3722	-10592	5472	-23560	-847	-7438	1647	12520	-4568	-15808	-1213	-10	-626	119	87	2
-32768	-17828	21280	-2110	9096	5676	18968	-20912	17896	-3305	-1120	1995	-5312	-18720	32767	-1017	2805	1372	-32768	9352	-1064	430	-4708	4147	-18696	1216	-32104	-2279	-6782	1844	15584	-7176	-14704	-18	-50	-601	141	75	2
-32768	-16404	13256	-3342	6316	5536	10664	-18256	-8664	-1850	506	1796	-5544	-25296	28184	-506	-124	791	-32768	-544	-8832	1188	-3544	4571	-21952	-6816	-32768	-2465	-5863	1626	5912	-3224	-3112	1051	-974	-773	124	71	2
32767	-20292	-3196	-2656	5001	5690	-3960	-21760	5184	-2262	2214	3473	-11472	-27904	24376	1064	-467	-341	-32768	-7960	-16928	1503	-2717	4973	-11928	-1984	-32768	-1319	-4216	1210	-4120	320	7112	1245	-1556	-628	129	72	2
-32768	-32768	17572	1838	2073	3092	-13960	-31848	-1832	-1578	3780	3287	-3320	-6288	14840	1501	-380	-365	-32768	-19952	-31312	1082	-2090	4229	888	-1448	-32768	13	-2615	510	-9792	568	13888	1327	-2721	-169	114	71	2
-26424	-23916	19104	4479	1349	2163	-12728	-26528	8688	857	5366	2080	-8760	-6760	4344	1510	-725	-152	-32768	-16264	-32768	141	-1826	1283	3960	8392	-32768	2019	-140	653	-3824	-2632	15184	904	-1729	584	128	62	2
-16336	-9572	26108	3268	1710	2077	-18480	-22328	22896	1220	5955	1881	-6664	-6304	10936	2854	-1802	-310	-32768	-19296	-32768	608	-1441	-2382	3752	-632	-32768	2633	1440	1024	8528	-1280	9928	2099	3480	1482	120	79	2
-12392	-10572	32488	467	2224	2285	-21928	-16136	23824	151	4940	2254	-7824	8024	15464	3139	-2406	-653	-32768	-20200	-24848	3600	-400	-2290	1600	-19488	-29712	2307	2808	500	10000	-856	-27384	4319	6081	1444	120	74	2
-18744	-18100	32767	-924	1571	1884	-22344	-11960	17680	-1964	2883	1936	-15408	11784	11072	1312	-2546	19	15320	-15600	-29960	3924	2521	-527	4392	-20456	8480	2462	2378	224	6072	11576	-32768	4957	2413	549	133	96	2
-19308	-22732	31052	-347	343	1465	-16672	-14424	11264	-2957	1540	1079	-18288	9600	12016	-29	-2577	30	2888	1328	9528	2322	8453	2	21152	5576	4760	-314	546	-220	21216	9448	-32768	1487	2496	-326	126	253	2
-16328	-17412	27056	398	-827	770	-18992	-12104	6704	-2606	1273	754	-26320	5280	9600	-393	-2566	-316	-32768	32767	-28904	-14180	-8630	-1723	-32768	32767	-32768	-27519	5110	-543	-32768	32767	7968	-6198	4275	-679	113	250	2
-9520	-6112	31792	-321	-1290	-106	-21304	-12920	1696	-1555	391	280	-32768	-27608	-7840	-1633	-1918	364	18464	-32768	32767	776	2288	1486	-32768	-32768	-10648	-1637	6987	-6065	-26848	-32768	-27512	-4083	1840	3510	155	0	2
-8940	-10080	32360	-415	-1328	-275	-32768	-31024	-2080	-614	-1377	476	-32768	-6600	-20424	2348	-2853	-1677	-32768	14416	-7008	745	1347	-1321	4352	25352	-32768	2365	2889	-152	32767	-32768	-32768	4571	4167	3194	194	0	2
-13980	-18476	20760	826	-4965	-2240	-13416	-14600	-12344	3009	-2104	-1866	-32768	-2840	-25128	2273	-4960	-1709	-5736	32767	14808	1434	1794	766	-24304	23704	-5504	-1973	3738	247	-13024	5800	-32768	7452	-633	-2129	190	0	2
-14616	-5848	12928	-224	-6454	-3900	-15288	2072	-11312	4117	-3334	-2219	-32768	8208	-28240	1840	-5357	-1356	-11200	-10440	21440	1051	2436	-591	-32768	-12416	-32608	1378	1888	922	-32768	32767	-32768	1809	8604	-504	139	250	2
-19012	-4036	5808	-871	-7144	-4330	-6944	-1504	-13024	3592	-4850	-2345	-18504	11080	-29536	207	-5101	-1405	-1008	10496	30488	854	3754	-1414	-32768	17360	-11248	2642	1497	272	-31400	9632	-3448	-1884	4009	-1153	141	254	2
-19188	-2028	6256	-1665	-7267	-4079	-10904	-2872	-10312	3294	-6043	-2876	-9440	-704	-25904	-590	-4161	-555	912	9864	30272	932	6241	-1862	-32768	6424	3072	1408	232	-1084	-32768	16560	-2680	-381	4209	374	167	0	2
-25784	-2712	9544	-2825	-7406	-3718	-18488	-4840	-9480	2357	-7097	-3002	-9104	2744	-25352	753	-3475	-275	1064	5576	25784	1404	8093	-2081	-32768	-5504	13512	1066	1435	589	-32768	-520	21488	-1130	4121	2124	167	0	2
-28100	-4372	8888	-3773	-7317	-3580	-21472	-3120	-12368	1174	-7575	-3410	-2016	6408	-26216	1137	-2166	-281	-12864	7184	23120	1512	10291	-3287	-32768	5600	25184	1386	-367	470	-32768	-17032	32767	-619	3939	1810	89	200	2
-32768	-6220	2832	-3809	-6605	-4432	-20136	1456	-19736	814	-7156	-4049	10376	16008	-21872	942	-1221	-75	-32768	12760	22600	2870	9881	-3211	-14224	7240	23064	3098	298	87	-10888	-11176	32767	91	1124	253	153	0	2
-32768	-3508	-2624	-3080	-4838	-5719	-18536	1248	-25320	1498	-6010	-4694	19448	10784	-21768	-681	-885	-362	-31672	15120	14848	4510	8213	-3052	-10632	20440	8168	1519	1705	-757	-16936	5592	30120	2057	-821	125	163	0	2
-32768	1400	-13636	-2138	-2767	-6784	-22480	5288	-32768	2903	-3939	-5027	13776	10096	-18680	-989	-778	-220	-19472	29608	7344	4105	5381	-3584	-21776	9448	2064	712	3334	-967	-19608	12536	32216	-428	92	-79	145	1	2
-32768	16760	-17472	-2118	-877	-7246	-32768	18504	-32768	3455	-2386	-4992	6832	9512	-6904	-812	-683	70	-32768	32767	25736	802	3816	-3747	-25184	11864	-1256	-36	4811	-1390	-2776	-984	23232	-1435	-74	-407	154	0	2
