#Activity	standing 
#ActivityID	8 
#Date 09-23-18-01
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-7996	-2324	13704	-10	22	-10	-15808	-464	-2680	-40	6	21	-15840	-616	-3664	-118	7	0	-8608	416	14752	1	1	-258	-16584	-1184	-928	-74	56	26	-16240	-1152	952	-31	47	-35	126	124	8
-7956	-2264	13772	-7	18	-15	-15920	80	-2504	-12	10	24	-15704	-472	-3776	-86	10	-2	-8488	456	14128	42	-65	-188	-16584	-1280	-856	-62	64	20	-16176	-1384	672	-73	45	-44	126	125	8
-8012	-2248	13752	-10	21	-15	-15904	-64	-2840	-33	14	25	-15888	-136	-3816	-63	2	11	-8408	440	14448	37	-221	-186	-16472	-1360	-864	-36	62	25	-16024	-1360	1056	-106	46	-52	127	125	8
-7904	-2324	13772	-11	15	-13	-16088	-192	-2712	-17	11	20	-15688	240	-3696	-53	1	12	-8488	552	14504	85	-222	-144	-16456	-1080	-856	-19	60	18	-16144	-1376	1008	-122	47	-59	127	125	8
-7988	-2232	13764	-16	19	-18	-15888	144	-2840	-13	9	19	-15752	528	-3928	-73	3	19	-8376	536	14488	-46	-291	-181	-16632	-1320	-608	-33	54	25	-16304	-1512	880	-136	64	-56	127	125	8
-7984	-2112	13748	-19	19	-27	-15944	80	-2832	-66	11	14	-15536	536	-3760	-111	10	22	-8400	472	14736	3	-201	-215	-16728	-1128	-728	-91	40	17	-16480	-1848	1344	-129	78	-47	127	125	8
-7972	-2304	13684	-17	22	-25	-16080	-280	-2760	-76	9	10	-15792	160	-3992	-134	25	-4	-8336	400	14808	34	-182	-174	-16760	-1544	-848	-86	43	7	-16272	-1864	1176	-115	75	-33	127	125	8
-7968	-2328	13700	-17	21	-17	-16088	-88	-2784	-15	-2	17	-15848	72	-4104	-154	28	-40	-8624	512	14688	39	-231	-134	-16688	-1528	-752	-48	52	10	-16024	-1920	1472	-87	70	-27	127	125	8
-7900	-2224	13800	-17	22	-23	-15912	232	-2816	7	2	18	-15832	216	-4008	-155	12	-46	-8384	384	14584	95	-212	-87	-16544	-1432	-920	-12	54	16	-16160	-1976	1344	-52	59	-25	127	125	8
-7996	-2180	13784	-22	18	-23	-15944	368	-3064	-47	0	1	-15648	416	-4096	-146	-14	-18	-8424	392	14552	42	-232	-116	-16744	-1344	-704	-13	49	26	-16368	-1696	1000	-36	54	-24	127	125	8
-7972	-2244	13700	-23	20	-30	-16072	96	-3120	-85	-1	-11	-15576	368	-4144	-136	-23	-2	-8320	392	14552	79	-117	-143	-16776	-1272	-464	-27	44	26	-16360	-1736	800	-25	50	-18	127	125	8
-8084	-2364	13724	-22	13	-23	-16024	-192	-3088	-22	-10	-7	-15608	-136	-4504	-123	-14	-22	-8304	544	14680	106	-13	-195	-17192	-1296	-472	-45	44	25	-16656	-1760	1176	-25	55	-17	127	125	8
-8036	-2252	13656	-17	8	-32	-15944	280	-2888	47	-19	-12	-15376	-672	-4440	-40	-6	-51	-8360	624	14568	95	71	-178	-17096	-1320	-640	-42	39	18	-17176	-1952	1344	-37	67	-17	126	124	8
-7940	-2148	13784	-26	2	-48	-15944	-64	-2784	140	-26	-19	-15632	-520	-4472	122	5	-59	-8344	416	14792	70	238	-186	-16784	-1688	-848	-38	43	22	-16552	-1712	1328	-85	76	-3	126	124	8
-7780	-2140	13744	-30	1	-54	-16032	272	-2736	276	-40	-35	-15616	160	-4464	233	-25	-14	-8368	488	14640	172	348	-131	-16896	-1432	-688	-34	39	40	-16464	-1440	1232	-117	72	4	126	125	8
-8012	-2212	13768	-38	9	-63	-16048	-64	-2720	234	-35	-32	-15864	160	-3976	314	-39	13	-8336	296	14736	80	402	-37	-16720	-1256	-496	-94	48	32	-16080	-1104	984	-182	106	5	127	125	8
-7956	-2456	13736	-31	7	-58	-16056	-536	-2904	205	-35	-35	-15664	-504	-3960	317	-41	-11	-8528	744	14544	-433	314	152	-16840	-888	-16	-325	44	18	-16232	-1080	1024	-291	152	-13	126	124	8
-7924	-2340	13788	-21	-4	-53	-15672	-256	-2440	215	-27	-42	-15608	-816	-3944	315	-70	-37	-8304	-56	14552	-974	372	281	-16776	-712	0	-653	61	-23	-16760	-712	2096	-419	99	17	126	124	8
-7832	-2180	13864	-21	-2	-56	-16208	-528	-2520	313	-22	-20	-16280	-328	-3376	340	-99	-54	-8464	176	14576	-1272	358	396	-16456	-960	-48	-1013	97	-50	-16296	56	2720	-606	-35	80	126	123	8
-7896	-2360	13916	-24	16	-45	-16400	-528	-2680	335	-21	-11	-16496	304	-3336	238	-113	-43	-8192	728	14560	-1299	459	740	-16280	-2288	-392	-1048	180	-81	-16000	-112	2576	-734	-152	92	125	123	8
-7908	-2256	13684	-18	21	-35	-16032	496	-3040	152	-7	-8	-15864	360	-3328	65	-135	-14	-8128	672	14728	-1553	886	1278	-16520	-2360	-224	-1110	209	-51	-16432	-608	2008	-838	-188	87	125	122	8
-7924	-2304	13632	-13	19	-28	-15864	-336	-2888	-73	4	-14	-15504	56	-3880	-71	-113	-24	-7536	376	15192	-2311	1125	2344	-16440	-2392	-784	-1239	247	-90	-16536	-992	2304	-1009	-246	76	126	124	8
-7972	-2296	13852	-10	17	-19	-15936	-800	-2512	-111	-3	-20	-15720	-216	-4008	-203	-108	-43	-8576	288	14768	-3101	1453	3830	-16512	-3408	-1832	-1349	292	-148	-16592	-1536	1536	-1191	-271	60	126	122	8
-8016	-2312	13740	-15	10	-15	-16144	-624	-2816	-44	-30	4	-15832	-528	-4184	-221	-80	-83	-7112	-688	14936	-4079	1519	5489	-16272	-3712	-1896	-1257	331	-178	-15720	-2112	968	-1258	-291	34	125	121	8
-7952	-2328	13720	-13	16	-12	-16096	-88	-3120	-62	-45	17	-15944	-616	-4256	-233	-51	-85	-7880	296	14752	-4957	1562	7227	-16296	-3080	-2376	-1127	333	-199	-15928	-1976	200	-1311	-296	17	125	120	8
-8000	-2296	13692	-10	5	-7	-15664	-120	-3280	-175	-52	9	-15464	-696	-4128	-252	-49	-31	-8792	-208	14488	-5685	1598	8518	-16864	-1088	-2912	-1128	298	-249	-16536	-1736	-1336	-1206	-148	2	125	121	8
-7944	-2268	13772	-7	-23	-9	-15344	40	-2960	-298	-47	0	-15016	-968	-3624	-272	-59	9	-8712	944	14408	-6383	1354	9409	-16912	-152	-3032	-1297	242	-328	-16224	-192	-2560	-1218	148	69	125	121	8
-7932	-2320	13756	-5	-45	-19	-15744	-544	-2560	-278	-41	5	-15400	-1416	-3288	-239	-39	12	-9264	216	14048	-7079	764	10358	-15904	-312	-3808	-1647	168	-427	-15504	2224	-3480	-1731	379	223	125	123	8
-7832	-2416	13852	-1	-34	-18	-16912	-1248	-2216	-85	-49	28	-16824	-1504	-3040	-120	5	9	-9296	112	13976	-7907	141	11174	-15400	-1024	-3520	-1900	123	-536	-14920	1128	-3632	-2191	375	248	126	124	8
-7784	-2300	13808	-2	-9	-12	-16496	480	-2456	-25	-43	58	-16480	-832	-3408	-55	-11	15	-9496	-496	14152	-7457	-331	10805	-15360	-1976	-3064	-1806	60	-469	-14968	-4576	-1512	-2125	186	-72	126	125	8
-7884	-2264	13860	-3	-1	-11	-15656	712	-2576	-164	-12	41	-15760	120	-3000	-128	-50	63	-9640	-1304	13560	-5458	-326	9091	-15712	-2680	-2600	-1349	37	-274	-15376	-8136	1784	-1550	126	-484	126	126	8
-7760	-2252	13864	-4	2	-17	-16192	-104	-2104	-188	5	21	-16200	208	-2616	-191	-56	78	-8768	-1976	13728	-2620	494	7227	-15968	-2880	-2376	-745	-2	-84	-15640	-8072	3344	-987	154	-519	127	127	8
-7892	-2296	13824	-8	9	-15	-16408	-640	-2216	-31	8	43	-15992	272	-2528	-140	-13	20	-9392	400	13648	-1424	959	5710	-16512	-1312	-2216	-190	-9	-7	-15576	-6368	2712	-595	152	-414	127	127	8
-7864	-2392	13792	-4	16	-18	-15824	-344	-2488	70	4	65	-15760	0	-3120	-115	14	-44	-9504	544	13944	-670	844	4291	-16592	488	-1616	203	-2	68	-15992	-4832	1528	-300	299	-158	127	124	8
-7852	-2332	13820	-6	17	-13	-16032	528	-2760	26	14	56	-16072	280	-3712	-197	-6	-55	-9552	600	14144	-125	243	2441	-16576	2232	-1528	391	-26	149	-16888	-3408	632	-59	418	61	127	126	8
-7868	-2220	13824	-5	19	-14	-15840	496	-2736	-183	28	50	-15864	-112	-3600	-318	-63	-29	-9480	1560	14160	792	-274	303	-16712	2120	-1760	455	-53	197	-16760	-2064	-80	305	367	141	127	125	8
-7892	-2384	13824	1	12	-18	-16144	-536	-2872	-185	31	53	-15904	-1400	-3976	-237	-49	-45	-9048	896	14400	794	-870	-851	-16472	-24	-2056	550	-83	218	-16096	-1000	-296	727	307	136	127	123	8
-7916	-2356	13836	-1	20	-11	-16368	-912	-3040	-3	2	77	-16072	-1616	-4240	-124	-11	-61	-9072	368	14200	785	-1200	-1180	-16008	-1976	-2216	825	-47	188	-15448	-176	-1304	999	325	106	127	122	8
-7924	-2316	13668	-6	25	-10	-16160	208	-2784	68	-16	101	-15744	-1424	-4456	-67	-40	-36	-8640	160	14456	821	-1208	-1262	-16264	-1784	-2176	1153	-30	209	-15912	-648	-1528	1049	306	85	127	122	8
-7888	-2172	13848	1	10	-9	-15232	864	-2720	-56	-8	89	-15072	-984	-4224	-60	-82	26	-8768	592	14344	780	-1104	-1276	-17120	-320	-1936	1147	-31	208	-17176	-1128	-856	917	227	4	126	124	8
-8024	-2252	13740	5	-13	-22	-15472	-384	-2056	-66	7	76	-15464	-1528	-3472	89	-114	51	-8784	480	14296	695	-985	-1330	-17264	456	-1280	690	-31	135	-16664	368	-184	695	176	-46	126	122	8
-7712	-2352	13932	9	-9	-25	-16416	-1128	-2184	219	5	97	-16528	-1240	-3168	257	-135	14	-8592	584	14672	369	-979	-1443	-16464	-696	-1584	213	-38	130	-16352	2312	-376	294	211	152	126	124	8
-7736	-2324	13856	10	10	-12	-16456	16	-2640	402	15	134	-16848	-264	-2712	239	-187	-7	-8416	136	14176	132	-943	-1352	-16320	-1944	-1920	-190	-5	90	-16104	744	-640	-305	236	161	125	123	8
-7796	-2236	13824	15	16	2	-15808	1352	-2592	155	44	151	-15928	400	-3016	57	-231	7	-8336	16	14400	155	-849	-938	-16344	-3360	-2296	-333	-5	80	-16192	-2328	-368	-657	159	-21	125	124	8
-7836	-2128	13812	16	16	7	-15832	920	-3192	-162	61	121	-15760	728	-3864	-133	-238	19	-8360	-392	14536	113	-475	-364	-16224	-3768	-2544	-292	39	113	-16008	-3808	-184	-730	116	-228	125	125	8
-7916	-2172	13884	14	17	13	-16064	-128	-2888	-189	44	118	-15664	816	-4168	-274	-234	3	-8288	-112	14288	197	-62	151	-16416	-2944	-2776	-147	36	128	-15816	-4616	-200	-650	102	-262	125	124	8
-7892	-2156	13820	8	10	3	-16032	328	-3256	-85	10	135	-15464	808	-4592	-360	-211	-43	-8696	328	14536	345	56	324	-16528	-1528	-2656	-86	23	156	-15944	-4872	-952	-503	127	-219	124	125	8
