#Activity	sitting in car 
#ActivityID	12 
#Date 09-19-15-17
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-4844	-7456	14196	11	-14	-20	-12616	-7288	6936	7	3	5	1552	-3312	16888	17	0	-3	-2552	6520	14280	-19	20	-26	-13664	7144	7512	3	0	19	472	2384	16824	3	-15	16	127	139	12
-4476	-7160	14364	16	-9	-18	-12840	-7160	6856	-4	-4	1	1568	-3360	16688	9	0	2	-2184	6600	14472	-10	18	-22	-13392	6648	7392	2	3	15	584	2312	16552	12	-12	22	128	139	12
-4528	-7172	14304	7	-11	-22	-12712	-7248	6952	4	-2	5	1504	-3464	16440	15	-2	5	-2488	6640	14264	-17	16	-28	-13584	6912	7408	23	-2	12	568	2336	17144	2	-17	22	128	139	12
-4860	-7456	14376	13	-19	-16	-12760	-7336	6664	-2	-3	-9	1688	-3440	16800	23	-6	9	-2336	6464	14664	-24	22	-32	-13552	6992	7328	22	-7	13	376	2328	16872	-1	-17	20	128	139	12
-4596	-7112	14460	13	-9	-21	-12800	-7096	6768	-3	3	-5	1528	-3320	16472	18	-2	6	-2192	6456	14360	-3	18	-27	-13480	6688	7464	3	-4	13	544	2336	16280	5	-16	18	127	138	12
-4688	-7228	14268	-3	-3	-25	-12552	-7088	6712	4	-2	-2	1704	-3320	16568	29	-1	9	-2464	6824	14448	-13	18	-24	-13424	6912	7056	16	-3	15	592	2312	16600	1	-20	17	128	138	12
-4632	-7384	14276	11	-14	-23	-12744	-7352	6768	-18	-8	-9	1640	-3304	16600	27	-11	14	-2296	6304	14720	-16	15	-25	-13528	6936	7296	15	-9	18	544	2336	16704	6	-14	13	127	139	12
-4392	-7064	14360	5	-8	-20	-12640	-7304	6696	-13	-8	-11	1624	-3552	16336	17	2	13	-2304	6568	14392	-6	18	-26	-13408	6904	7384	14	-13	18	640	2408	16600	9	-19	18	127	139	12
-4688	-7368	14260	0	-6	-25	-12488	-7472	6888	9	-2	-8	1624	-3560	16624	28	0	6	-2496	6648	14528	-14	14	-26	-13576	7072	7376	9	-7	18	648	2392	16984	-3	-18	16	128	139	12
-4616	-7216	14332	11	-11	-21	-12976	-7320	7008	3	-6	-13	1592	-3400	16472	23	-7	8	-2376	6352	14496	-6	20	-21	-13504	6808	7384	-13	0	16	552	2248	16728	2	-14	14	128	139	12
