#Activity	sitting 
#ActivityID	5 
#Date 09-23-16-25
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9632	-3192	12344	-9	18	-24	-16328	656	-2840	10	-2	14	-3120	600	16920	23	0	7	-10152	3000	13112	10	7	-25	-16120	368	-1800	-3	2	-15	-3288	1552	16592	1	-13	22	134	126	5
-9648	-3172	12260	-16	18	-26	-16392	760	-2992	14	0	16	-3232	632	16976	20	-3	5	-10168	2928	13056	13	2	-20	-16096	368	-1824	1	1	-8	-3432	1440	16448	1	-10	24	134	126	5
-9684	-3180	12336	-10	17	-25	-16304	720	-2984	13	-8	15	-3320	552	16800	20	-1	2	-10136	2888	12888	14	-11	-25	-16120	272	-1872	-2	-3	-9	-3280	1616	16568	1	-16	25	134	125	5
-9616	-3212	12332	-10	14	-28	-16296	728	-3192	12	-1	19	-3056	720	16712	25	3	3	-10104	2952	12984	15	-10	-23	-16032	272	-1888	6	-2	-10	-3456	1408	16784	1	-16	25	134	126	5
-9632	-3168	12260	-9	10	-23	-16336	712	-2872	11	-3	16	-3064	672	16864	26	-7	7	-9960	3000	13152	13	-4	-19	-16032	352	-2168	4	-6	-7	-3312	1456	16648	2	-14	22	134	126	5
-9632	-3180	12276	-12	15	-22	-16288	672	-3072	6	-4	12	-3080	624	16912	26	0	8	-10112	2952	12808	18	-4	-20	-16120	312	-1824	7	-8	-6	-3384	1592	16512	2	-14	22	134	126	5
-9604	-3200	12272	-12	15	-25	-16368	736	-3016	7	-2	14	-3176	704	17144	27	2	8	-10184	3088	13096	17	-1	-21	-16080	256	-2184	9	-10	-11	-3384	1576	16672	3	-11	18	134	127	5
-9620	-3252	12316	-13	14	-24	-16200	840	-2968	10	-5	17	-3208	560	16816	26	-1	8	-10008	3144	13168	17	-7	-19	-16096	184	-1992	13	-7	-4	-3424	1576	16688	2	-10	22	134	125	5
-9592	-3168	12304	-13	16	-21	-16424	720	-3152	9	1	13	-3128	688	16960	16	5	2	-10120	3064	12904	16	-7	-20	-16264	408	-1792	7	-6	-4	-3304	1728	16960	2	-17	20	134	125	5
-9640	-3144	12240	-13	19	-23	-16360	632	-3080	16	-3	11	-3120	656	16896	15	-1	7	-10040	2904	12936	10	-6	-19	-16248	376	-1760	1	-7	-5	-3360	1616	16552	4	-13	20	134	126	5
-9584	-3220	12296	-11	15	-24	-16456	720	-2896	14	-1	12	-3080	600	16648	17	-6	7	-10240	3064	12832	11	-7	-21	-16192	384	-1800	-2	-5	-8	-3264	1576	16504	6	-12	23	134	125	5
-9576	-3152	12180	-11	17	-27	-16248	656	-2984	3	3	10	-3056	496	16760	22	-1	6	-10192	2864	13136	16	-5	-22	-16112	248	-1840	-15	0	-11	-3240	1672	16512	3	-14	23	134	127	5
-9616	-3196	12344	-17	17	-23	-16400	688	-2952	4	-6	15	-3056	600	16920	21	1	6	-10176	2880	13040	18	1	-19	-16072	352	-2032	-5	-1	-14	-3184	1648	16504	-3	-14	22	134	125	5
-9588	-3232	12288	-14	16	-25	-16320	680	-3160	4	-3	12	-3088	632	16744	25	-2	8	-10040	3016	13024	17	5	-22	-16096	272	-2104	-4	0	-11	-3512	1696	16624	-5	-15	24	134	126	5
-9584	-3228	12324	-15	18	-26	-16248	600	-3032	10	-2	16	-3256	576	16784	23	-4	6	-10256	2880	13144	16	-5	-25	-16048	296	-2168	3	-2	-14	-3424	1536	16696	-6	-13	22	134	125	5
-9568	-3196	12240	-17	19	-22	-16376	720	-3072	5	-4	11	-3176	616	16888	24	-1	5	-10136	3056	12944	17	-5	-23	-16136	112	-1992	4	-4	-9	-3352	1656	16672	0	-14	28	134	125	5
-9600	-3232	12372	-10	20	-25	-16304	688	-2880	10	0	17	-3216	632	16912	20	-4	5	-10192	3000	13184	6	-6	-18	-16248	272	-2064	7	-3	-16	-3416	1648	16560	-2	-14	26	134	125	5
-9540	-3196	12308	-8	17	-23	-16416	752	-3056	10	2	18	-3112	600	16880	24	-6	7	-10144	2976	13008	8	-7	-23	-16192	184	-1688	6	-2	-13	-3304	1472	16352	-5	-13	22	134	127	5
-9632	-3196	12324	-10	18	-22	-16288	680	-3112	4	-3	14	-3272	680	17056	24	-6	3	-10152	3024	12992	12	-11	-21	-16008	232	-2136	10	-6	-8	-3256	1568	16656	0	-10	23	134	124	5
-9628	-3200	12304	-9	14	-20	-16400	648	-3232	6	1	16	-3288	752	16784	24	-2	6	-10088	2976	13000	20	0	-19	-16032	280	-2216	8	-2	-11	-3424	1568	16824	-3	-12	21	134	127	5
-9668	-3152	12304	-11	15	-25	-16280	712	-2904	11	-8	18	-3144	568	16840	24	2	4	-10120	2904	13000	21	-2	-16	-16032	328	-2032	3	-8	-6	-3520	1560	16576	4	-11	22	134	125	5
-9588	-3140	12372	-11	17	-25	-16344	720	-3040	9	-6	12	-3144	600	16824	19	1	2	-10040	2984	12992	15	-1	-21	-16064	304	-2064	-1	-5	-9	-3320	1432	16712	0	-12	24	134	126	5
-9576	-3200	12228	-11	16	-24	-16224	792	-2968	10	-1	11	-3120	568	16856	17	2	10	-10080	3000	13184	11	-7	-21	-16176	304	-1968	-3	-4	-6	-3352	1456	16600	1	-14	20	134	126	5
-9568	-3216	12364	-12	15	-22	-16288	536	-3128	5	-2	11	-3048	512	16728	21	-3	9	-10152	2912	13056	17	-3	-17	-16136	248	-2032	0	-5	-6	-3296	1512	16552	5	-17	18	134	127	5
-9632	-3168	12308	-14	17	-30	-16296	496	-2864	5	-2	17	-3064	424	16632	24	-1	7	-10088	2944	13008	11	-5	-21	-16192	336	-1832	-1	-1	-9	-3408	1584	16480	9	-11	20	134	126	5
-9652	-3180	12264	-15	20	-25	-16424	656	-3096	11	-3	16	-2944	560	16848	21	-7	7	-10056	2904	12728	17	-4	-17	-16088	296	-1736	1	-4	-1	-3360	1520	16272	-1	-14	19	134	126	5
-9576	-3228	12244	-11	18	-23	-16464	640	-2816	14	-2	13	-3312	616	16768	20	-2	7	-10120	2968	13032	16	0	-19	-16224	320	-1992	2	-1	-5	-3376	1560	16600	3	-12	22	134	126	5
-9572	-3132	12284	-16	18	-27	-16472	768	-2888	2	0	9	-3024	592	16664	17	-3	6	-10096	3016	13128	15	-2	-21	-16104	256	-1920	0	-2	-4	-3264	1688	16576	4	-14	23	134	126	5
-9628	-3164	12196	-17	13	-28	-16256	752	-2864	6	-1	12	-3176	664	16912	25	-4	5	-10136	3016	13056	16	-4	-17	-16096	336	-2120	-5	-4	-6	-3376	1616	16648	-3	-13	25	134	126	5
-9644	-3204	12404	-14	16	-24	-16376	536	-3088	5	0	10	-2968	512	16904	20	-3	8	-9984	2952	13144	13	-8	-17	-16112	232	-2056	-3	-3	-3	-3296	1584	16624	-1	-16	25	134	126	5
-9560	-3204	12408	-12	19	-25	-16320	712	-2864	7	5	12	-3048	536	16888	23	1	2	-10208	2968	13040	11	-10	-19	-16176	368	-1920	-5	-2	-8	-3224	1608	16768	-1	-11	20	134	124	5
-9624	-3132	12256	-11	17	-25	-16472	600	-3080	10	0	16	-3064	488	16648	25	-2	3	-10128	3000	13144	15	-3	-18	-16024	392	-1952	4	-2	-12	-3368	1632	16560	-3	-14	22	134	127	5
-9584	-3180	12304	-11	15	-20	-16320	584	-2968	12	2	20	-3152	656	17048	30	-1	8	-10008	2864	13000	15	1	-22	-15976	352	-2032	3	-5	-8	-3368	1648	16664	-3	-11	20	134	124	5
-9616	-3148	12296	-14	17	-27	-16312	576	-3096	11	-2	18	-3184	632	16976	23	5	0	-10152	3040	12976	14	0	-21	-16192	360	-2136	-2	-2	-12	-3352	1672	16504	-5	-18	20	134	124	5
-9652	-3200	12336	-10	16	-22	-16384	688	-3016	15	-5	22	-3072	680	16816	22	-4	4	-10216	2992	13096	14	-8	-17	-16104	264	-1832	-2	-4	-8	-3528	1552	16608	-4	-12	23	134	127	5
-9616	-3160	12384	-12	14	-21	-16376	568	-2816	16	-3	14	-3168	640	16704	22	-5	1	-10008	3016	13032	15	-5	-20	-16128	320	-2040	-2	-7	-11	-3408	1560	16696	-2	-15	23	134	126	5
-9628	-3164	12336	-14	14	-29	-16384	744	-3048	11	-4	15	-3200	704	16712	26	1	6	-10104	2888	12992	12	-8	-19	-16264	384	-2000	1	-5	-10	-3320	1496	16856	0	-17	26	134	128	5
-9628	-3184	12316	-11	14	-24	-16344	600	-2920	-2	-5	15	-3056	616	16816	26	-2	5	-10216	2976	12952	9	-8	-21	-16104	264	-2032	-1	-4	-10	-3304	1464	16584	5	-16	22	134	127	5
-9568	-3204	12292	-9	18	-24	-16480	704	-2904	7	-7	16	-3144	696	16664	20	1	8	-10192	3048	12952	16	-11	-22	-16048	320	-2032	8	-4	-8	-3480	1432	16488	4	-16	26	134	124	5
-9672	-3192	12288	-5	14	-20	-16456	584	-3112	11	-6	17	-3152	664	16768	17	-2	7	-10024	2920	13024	15	-3	-20	-16224	352	-2208	8	-6	-5	-3480	1544	16560	5	-14	22	134	127	5
-9584	-3168	12276	-11	19	-23	-16280	664	-2912	10	-3	15	-3120	584	16832	19	2	7	-10144	2960	13160	17	1	-19	-16048	496	-2048	5	-4	-8	-3336	1664	16616	11	-11	23	134	126	5
-9572	-3136	12328	-10	17	-25	-16336	688	-2824	9	-2	9	-2968	584	16792	17	-5	5	-10120	3048	12944	15	-4	-24	-16072	208	-1880	-2	-6	-6	-3248	1672	16720	3	-13	21	134	126	5
-9544	-3196	12268	-14	15	-26	-16352	648	-2840	-1	-5	12	-3088	568	16944	22	2	6	-10000	2904	13024	16	-2	-20	-16200	304	-1808	-2	-4	-4	-3424	1760	16656	5	-18	23	134	127	5
-9656	-3224	12340	-12	21	-26	-16392	680	-2976	7	-3	11	-3136	592	16664	21	-1	8	-10280	2960	13120	13	-4	-24	-16184	368	-1896	3	-1	-10	-3328	1664	16832	2	-12	21	134	127	5
-9600	-3156	12304	-13	14	-24	-16384	720	-2848	10	-2	12	-3120	592	17008	20	2	7	-10112	3048	12920	11	-9	-21	-16000	352	-2176	7	-8	-4	-3288	1640	16728	0	-13	20	134	125	5
-9596	-3216	12396	-10	17	-26	-16216	728	-2752	12	-5	16	-3216	600	17072	21	-3	5	-10128	3024	13008	10	-6	-20	-15976	448	-1848	5	-4	-5	-3336	1600	16672	-2	-16	21	134	125	5
-9656	-3136	12236	-12	19	-26	-16288	560	-3088	12	-3	12	-3136	680	16880	20	-4	5	-10120	3032	12888	21	-5	-17	-16144	512	-1848	-7	-2	-16	-3272	1680	16608	-2	-14	22	134	126	5
-9644	-3152	12356	-11	21	-25	-16264	680	-3032	2	-3	16	-3064	528	16800	27	-2	0	-10128	2984	13120	18	-6	-17	-16064	360	-1824	-7	-3	-13	-3496	1472	16656	-4	-14	24	134	126	5
-9580	-3208	12308	-12	20	-28	-16384	504	-3128	3	-2	17	-3136	448	16688	29	-1	2	-10096	2920	12896	16	-2	-21	-16136	312	-2152	-2	-3	-16	-3360	1608	16480	-3	-13	25	134	126	5
-9564	-3136	12396	-10	14	-28	-16352	552	-3144	2	-3	18	-3152	632	17008	27	-1	4	-10088	2864	13016	15	-5	-22	-16288	280	-1808	4	-9	-13	-3464	1576	16480	-1	-14	24	134	126	5
-9676	-3240	12284	-11	22	-26	-16248	792	-2888	13	-1	16	-3080	528	16664	23	-2	4	-10112	3104	12992	9	0	-25	-16048	352	-2208	9	-7	-10	-3312	1536	16672	2	-14	27	134	126	5
-9584	-3148	12284	-9	18	-22	-16312	752	-3152	16	-2	17	-3024	592	16728	21	-5	2	-10184	2904	12944	9	-2	-21	-16048	312	-1864	10	-6	-9	-3416	1560	16496	-3	-14	26	134	125	5
-9596	-3216	12364	-11	15	-24	-16456	632	-2880	13	-3	18	-3008	656	16904	25	0	6	-10104	2976	13168	11	-6	-23	-16256	208	-2184	6	-5	-4	-3352	1584	16536	-3	-12	21	134	125	5
-9616	-3112	12248	-13	15	-25	-16360	672	-2968	5	-2	16	-3096	640	16800	24	3	5	-10176	2992	12872	18	-6	-20	-15992	312	-2040	3	0	-8	-3384	1512	16648	-2	-14	23	134	126	5
-9644	-3184	12320	-10	15	-24	-16440	688	-3096	0	-1	16	-3088	624	16944	24	0	4	-10104	2976	12928	18	1	-17	-16048	296	-2248	1	-6	-11	-3472	1568	16616	0	-11	20	134	127	5
-9600	-3272	12336	-14	15	-29	-16328	680	-2960	13	-3	14	-3144	656	17048	19	-1	5	-10128	3016	13008	15	-6	-22	-16200	400	-1960	0	-5	-10	-3408	1472	16632	2	-19	23	134	126	5
-9604	-3164	12244	-12	17	-21	-16408	552	-3232	14	-6	14	-2960	608	16776	18	-2	5	-10096	3016	12816	14	-3	-15	-16104	400	-1992	-9	-8	-4	-3304	1552	16376	5	-15	20	134	127	5
-9660	-3216	12332	-10	18	-22	-16296	744	-3128	12	0	14	-3048	568	17000	21	-2	3	-10160	3024	12816	16	-7	-23	-16200	248	-2024	-9	-3	-10	-3272	1608	16760	5	-17	21	134	127	5
-9628	-3192	12344	-10	16	-23	-16400	752	-3144	12	-1	14	-3016	584	16816	17	-1	7	-10120	3104	12944	12	-5	-22	-16160	312	-2040	-4	5	-4	-3344	1512	16536	3	-13	21	134	127	5
-9636	-3196	12328	-15	16	-28	-16400	744	-2936	5	0	11	-3048	528	16840	22	5	9	-10160	2944	13176	15	-5	-16	-16000	400	-2024	-3	-5	-5	-3256	1584	16440	0	-13	20	134	127	5
-9544	-3140	12324	-9	17	-27	-16384	640	-3032	9	-4	15	-3232	504	16736	18	0	7	-10184	2952	12856	15	-3	-21	-16208	416	-2152	-3	-4	-9	-3272	1552	16488	0	-13	27	134	126	5
-9636	-3212	12332	-9	14	-26	-16344	728	-3328	6	-2	13	-3120	552	16992	21	-2	8	-10272	3056	12848	19	-3	-24	-16112	312	-1968	4	-2	-14	-3312	1608	16488	0	-14	23	134	125	5
-9600	-3256	12280	-9	17	-20	-16336	616	-2808	14	-5	12	-3160	704	16824	21	-4	6	-10096	2968	12736	12	-5	-17	-16104	304	-1928	4	-3	-11	-3312	1648	16544	-1	-15	25	134	127	5
-9560	-3216	12252	-7	20	-26	-16456	640	-3032	7	-1	14	-3192	544	16840	22	-5	5	-10112	3000	12848	13	-3	-24	-16056	304	-1944	2	-5	-12	-3352	1584	16648	-6	-14	24	134	127	5
-9628	-3168	12356	-10	18	-23	-16248	760	-3128	5	-7	10	-3096	640	16776	24	-5	6	-10096	2984	13064	14	-6	-22	-16088	208	-1968	2	-8	-13	-3464	1560	16448	-2	-9	24	134	126	5
-9552	-3208	12296	-11	15	-22	-16312	696	-2936	4	3	12	-3128	608	16552	27	-2	5	-10208	2904	12952	11	-2	-23	-16224	304	-2048	2	-3	-16	-3376	1560	16584	-4	-10	24	134	124	5
-9584	-3156	12348	-11	17	-23	-16384	640	-3248	8	1	15	-3112	528	16784	26	0	5	-10088	3048	13152	9	-5	-22	-16136	320	-1768	6	-8	-11	-3280	1672	16648	-3	-14	21	134	127	5
-9628	-3172	12360	-13	15	-25	-16440	768	-3056	17	-5	16	-3040	696	16920	26	0	1	-10224	2920	12960	11	-6	-18	-16088	352	-2072	4	-6	-10	-3368	1536	16704	-4	-11	21	134	127	5
-9628	-3208	12312	-15	19	-24	-16264	696	-3032	21	-2	16	-3304	768	16880	22	-3	3	-10048	2944	13008	18	7	-19	-16136	224	-2064	-1	-4	-13	-3376	1600	16456	-6	-13	20	134	125	5
-9588	-3156	12344	-15	17	-25	-16344	776	-2920	15	0	15	-3216	584	16824	16	4	5	-10104	2968	12856	17	1	-22	-16128	392	-1768	-6	-5	-11	-3328	1400	16544	2	-13	18	134	127	5
-9600	-3152	12288	-15	22	-25	-16408	704	-2880	10	-1	14	-3072	592	16792	16	2	2	-10136	2952	13080	13	-2	-20	-16160	264	-1960	-7	-1	-8	-3424	1544	16440	5	-10	16	134	127	5
