#Activity	running 
#ActivityID	2 
#Date 08-27-18-19
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-13568	-28988	16656	-1650	-29222	15180	-25312	-1016	-3944	-22635	15462	-1157	-32768	-5384	-15832	-1973	-4620	-1591	-7288	11648	16936	245	1163	-5	32767	32767	-10704	3938	5259	1338	-15280	-10832	-25120	4064	2764	1501	127	111	2
-2112	-14644	15324	4945	-27406	3345	-18404	-104	-8276	-17386	3175	-3406	-32560	-5584	-7616	1229	-5333	-664	-13848	1760	13344	50	1388	-765	-20248	9872	-31144	-1201	1995	956	-25368	32767	-25472	2394	1496	-1856	126	60	2
-2988	-19360	15428	4652	-32026	-12741	-14608	-1276	-16240	-15351	-14282	-4941	-32768	912	-4016	713	-5472	-1436	-12704	12160	9168	-18	1036	-945	-19848	432	-29680	-2512	4339	-1893	-30952	29088	-23272	-3999	3061	-2122	124	106	2
-1640	-12004	14404	1947	-32768	-25027	-11228	-4760	-12408	-1858	-32768	-8197	-32768	13416	-16640	1405	-4141	-2197	-11704	7568	18704	50	1831	-615	-31864	-11552	-24560	-840	1481	-488	-32768	-19024	-9400	-4539	5478	-678	125	139	2
-17776	-12752	13048	-5723	-32768	-32684	-9748	-3268	-15212	14639	-32768	-12436	-27680	15160	-14960	847	-3208	-1795	-12656	7432	22600	-427	3038	-1293	-32248	-432	-21656	1144	1120	169	-32768	-6792	4752	-854	4922	634	123	123	2
-17584	-9336	10360	-9133	-32768	-32768	-10708	2664	-11636	17889	-32768	-11478	-9224	10784	-12720	-1530	-1900	-1230	-6784	14424	21584	-274	4715	-2368	-32768	632	-10784	816	716	296	-32768	-3152	7400	-1110	4031	-679	124	127	2
-22064	-16236	10044	-7046	-32768	-32768	-13604	7756	-14920	11747	-32768	-17837	240	8168	-14568	-2884	203	-432	-5456	12240	16568	424	6069	-3530	-32768	1304	-2408	1865	180	395	-25784	-5096	14568	-249	4687	-540	126	114	2
-26596	-8788	16600	-2476	-32768	-32768	-12424	7736	-18544	4920	-32768	-17831	4408	6080	-15768	-3896	1014	202	-10656	12008	11880	408	7138	-4534	-32768	10288	2720	3049	-106	743	-27440	1336	15488	3047	5244	142	125	129	2
-32768	-7696	11940	-3790	-32768	-32768	-15540	1104	-24392	3118	-32768	-13176	10512	-144	-17328	-2620	1870	853	-25328	14368	9560	23	7805	-4460	-25800	17288	5424	2618	-220	-242	-19816	13848	16536	4246	4680	1294	126	126	2
-32768	-3020	-860	8670	-32768	-32768	-13916	-892	-32768	14587	-32768	-11024	16440	-15776	-14504	2027	2309	242	-23760	-120	13704	-299	7160	-4345	-15352	14840	16128	925	100	-1215	-15104	32472	30320	1055	3075	1010	127	120	2
-32768	11744	-21596	-2852	-32768	-31853	-11708	5720	-32768	-2068	-32768	-6741	7088	-8392	-4608	5752	-1379	625	-32768	15184	8680	-1003	6416	-3382	-14256	8736	20056	-626	2163	-1834	-1136	13656	32767	-4397	627	590	128	127	2
-32768	13704	-32768	-2957	-25978	-16563	-2584	-64	-32768	3358	-19587	-5319	-13360	-8400	27312	1386	-4822	204	-32768	15024	6616	-1035	6084	-3279	-5328	8680	12560	-1550	4597	-1663	-9152	-13744	24216	-7137	-730	216	127	129	2
-32768	23236	-32768	-5021	-3176	-11722	12332	7392	-32768	4752	2271	-417	-21656	-5808	21136	-3017	-2440	-828	-32176	13296	28928	-380	4393	-850	-28352	1816	4272	-1689	4838	-1121	-13616	-27432	13296	-3115	-1197	-458	128	129	2
-32768	17336	-27860	-1852	10360	-4873	8680	4972	-31080	5023	15626	2456	-6120	18696	-27824	639	3859	-31	-26312	14552	32232	2436	1889	-774	-32768	-2248	6664	324	4413	-291	-12176	-30112	1784	1324	-2487	-1593	126	130	2
-32768	15720	-32768	-10021	27288	4642	7664	6480	-15528	11000	18669	3435	12160	25184	-17784	1433	5375	-113	-28640	21968	29232	4134	-842	-741	-26280	-1888	4728	2581	3979	156	-15040	-17976	920	2780	-3602	-1550	126	143	2
-32768	-32768	12064	32767	540	32767	-32768	-32768	-32768	18569	32767	-25718	-6872	-15800	32767	-2436	-8057	747	-32768	32288	30352	3101	-2500	-1132	-32768	8288	-8608	3549	2714	955	-32768	11776	-2848	4878	-4051	-988	126	123	2
-26652	-1092	18520	-5028	23066	1163	-25508	32767	-15772	-15051	32767	32767	-32768	19136	-32768	4639	1664	-711	-16960	29376	23368	-252	-3872	-839	-30824	4520	-7920	2303	1216	306	-32768	30624	-16536	3885	-5103	-527	126	112	2
-7752	-26640	3912	-6245	11891	-8700	29452	-29020	-32768	-28303	32767	-12943	-13720	29264	-9320	-2796	1596	-1664	-9152	13208	19192	-516	-4716	299	-22504	528	-11504	1103	-482	410	-32768	11672	-11040	-1789	-6334	-840	124	121	2
-13776	-1688	12948	-4245	8599	-195	-14452	-8704	-16948	28341	19028	1467	-496	2000	-28112	-2629	2510	3082	-2320	18784	15832	602	-4974	1995	-15680	-4520	-14304	1915	-2962	1219	-32768	13664	72	-2640	-7302	205	127	125	2
-9604	-11096	10440	-4027	10557	3575	-21804	-4224	-23676	10479	20037	10680	-17352	-29224	-26496	-1864	3401	3558	-8672	16112	15544	502	-5643	3422	-11456	720	-16448	593	-4833	1630	-32768	-1776	-13280	-2602	-5039	762	122	128	2
-11588	-3716	16556	-1885	12729	6498	-29572	8416	-28908	4687	14975	-1096	-32768	4216	-17992	4491	1997	1482	-17736	14176	14224	1361	-6095	5255	-9464	1064	-15240	-1243	-6501	2616	-32768	-6672	-21312	-843	-3885	127	122	119	2
-10420	-12520	19952	-1299	22122	11503	-31804	-384	-18636	-7942	10520	-9673	-32768	28128	2016	3310	3235	1516	-28168	15288	11856	1397	-6370	6363	-9504	840	-15312	-1520	-6707	2755	-6680	-5296	-17184	1019	-2773	869	124	125	2
-10884	-10024	21876	-1391	24684	13138	-32768	-2220	-9396	-2556	5613	-7532	-32768	13904	11424	466	4229	1965	-27848	13720	13352	325	-5929	7051	-14896	-1192	-18072	-3951	-8212	2906	3464	-5448	-19184	2907	-234	655	123	120	2
-4724	-9632	19232	-6980	32767	28400	-32768	3168	-2180	-11710	1525	-8018	-32768	776	11008	-1639	4737	3363	-32768	3080	14816	793	-5472	7812	-13984	-3560	-23744	-4363	-8555	2169	11280	928	-20688	4218	1141	444	124	124	2
-6164	-7088	18716	-11050	32767	32767	-32768	-2560	7396	-22839	52	-203	-30984	-8864	11040	-950	5433	1477	-32768	2200	10464	618	-5759	7230	-13344	-8640	-32768	-3114	-8036	1227	19376	13344	-19568	1926	1505	-279	125	125	2
-22084	-6200	12728	-10498	32767	31773	-25804	-6864	12696	-19046	3407	553	-21872	-15928	22376	238	5662	-104	-32768	-17232	-5368	662	-5872	5199	-8920	-11912	-32768	-40	-6749	1273	18568	18544	-11032	-2185	580	-1116	127	134	2
-26588	312	9920	-6022	32767	25993	-9896	-1268	21180	-515	12001	6868	-15568	-31952	32767	1141	3446	315	-32768	-26808	-28184	1322	-5453	1580	-11344	-2160	-32768	3411	-4417	2027	3304	9464	20848	-3778	-2419	-932	126	124	2
-28228	-21920	-5620	16623	32767	18753	-1308	-2256	16540	15003	28214	7934	-11608	-14624	32080	5132	-1929	-47	-32768	-32048	-32768	1644	-3231	-894	7584	-1656	-32768	1005	-862	1025	-10216	-2744	32767	-2795	-3719	228	129	143	2
-28208	-11188	-6924	32767	32767	4395	-14036	-6244	10788	24823	32767	4724	-9728	3008	23592	2383	-3191	-210	-32768	-29440	-32768	862	571	-1228	11360	-18888	-32768	547	2118	-164	-29944	-18088	15904	246	134	-472	129	119	2
-32768	13332	32767	17619	32767	-6946	-32768	8628	248	32428	32767	6764	3624	25368	9688	317	-1897	-1040	-24232	-21912	-12800	-305	2863	-605	6272	-11760	-20360	757	3385	-805	-968	-5792	-30096	5346	4834	-278	129	140	2
-32768	4012	32644	-32768	23148	348	-29936	14944	5376	3116	32767	4018	-12896	27168	5264	-691	-3075	355	-12856	-16808	-32768	-1890	6371	-3565	3368	3632	-32768	-924	4102	-1613	8456	1088	-21504	3517	3827	1221	129	165	2
-32768	-16312	24632	-32768	-9849	14843	-21396	9212	-148	-32768	32767	-9115	-11392	19392	2800	-2202	-2510	-162	32767	-32768	32767	-6162	1365	-1017	-32768	22424	-32768	-18536	7629	709	32767	32767	32767	1712	-7399	-512	127	182	2
-30284	-26792	22772	-32768	-22533	19611	-32768	660	-6976	-32768	29690	-6659	-32768	2216	-9616	-3693	-1848	-1251	-6768	-16040	12888	-125	1239	-8	-13176	-32768	-17232	8102	9097	-3060	-32768	-18568	-32768	1094	3370	760	129	181	2
-19320	-32768	17492	-12834	-25647	18121	-25488	-1524	-5860	-29376	20508	-103	-32768	-8288	-19248	-2911	-4691	-883	-8624	16984	13072	267	1076	78	32767	32767	-15304	5172	4523	996	-23264	-24056	-26600	4377	2282	-835	127	112	2
-10488	-19676	16712	8209	-30996	6604	-19824	1424	-11512	-26313	8726	-5315	-32768	-8544	-7688	503	-5298	-786	-15752	2592	10784	109	1278	-743	-9344	696	-32768	-1030	2778	1476	-21496	25032	-21448	4854	1960	-1937	126	97	2
-1492	-17200	16048	9372	-32768	-9152	-18392	-4824	-15292	-23480	-9836	-3825	-32768	-2024	-4592	787	-5538	-1481	-13272	2456	15232	10	1065	-1051	-32768	-3144	-32768	-2691	3646	-2473	-23568	32767	-22584	-664	4064	-423	125	122	2
-2080	-13288	16504	1597	-32768	-19428	-12240	-5620	-13408	-3933	-31155	-3816	-32768	10208	-15928	1814	-4233	-2407	-10552	19280	15960	-119	1900	-691	-31912	-9792	-15792	386	1832	-909	-32768	-8720	-8736	-6796	4754	-898	125	138	2
-13452	-13196	12784	-8824	-32768	-27507	-9380	-1932	-11352	8787	-32768	-13860	-30480	11976	-15592	1319	-3844	-1486	-11440	11512	22832	-614	3350	-1259	-32768	3752	-19048	1165	1132	-90	-32768	-15512	4504	-1401	4823	-320	126	125	2
-19272	-11676	11300	-11946	-32768	-32768	-12088	2376	-13104	14849	-32768	-14352	-9568	13048	-11712	-867	-2111	-1076	-6792	13552	20520	-499	4901	-2751	-32768	2376	-12032	290	477	-47	-32768	-1096	8472	-752	4186	-1058	126	126	2
-21084	-15584	10756	-8960	-32768	-32768	-10952	7652	-10780	9597	-32768	-19961	-40	9344	-13736	-2839	-476	-158	-3368	15528	16872	-12	6280	-4061	-32768	4400	-760	1636	189	87	-28432	3864	14544	53	4887	-654	124	138	2
-25812	-13496	15312	-4111	-32768	-32768	-13724	4588	-16928	6883	-32768	-21802	3936	4904	-15816	-3434	271	548	-10344	14120	16384	-504	7586	-5181	-32768	12168	3416	2118	-405	183	-24768	8664	10640	1622	5038	802	127	126	2
-32768	-672	11756	-4546	-32768	-32768	-16264	1340	-25064	9798	-32768	-15068	11480	1896	-18888	-3145	1317	794	-27800	7352	10352	-807	7607	-4880	-22728	15312	5640	1687	-615	-618	-20576	14496	20152	1583	4542	1260	127	131	2
-32768	208	-2972	4089	-32768	-32768	-10424	-1016	-32768	22120	-32768	-6769	20208	-13184	-21008	2014	2152	-320	-27856	6952	8016	-822	7577	-4414	-17656	13408	25440	155	-97	-1684	-11832	22568	32736	-1827	3047	871	126	114	2
-32768	12920	-19680	-1901	-32768	-29420	-4380	10856	-32768	-523	-32768	-2679	9888	-11512	-5848	5050	-1601	48	-32768	17488	1800	-1950	6441	-3413	-7704	6024	23096	-1238	1825	-1650	-6736	-2736	32767	-5935	843	607	127	129	2
