#Activity	sitting in car 
#ActivityID	12 
#Date 09-19-15-212
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-4212	-7536	14148	13	-10	-19	-12344	-7800	6856	-15	-8	-9	1752	-3904	16432	25	-2	18	-2000	6720	14528	-12	15	-26	-13304	7376	7736	0	1	19	568	3208	16336	12	-14	27	127	137	12
-4668	-7900	14004	4	-9	-28	-12088	-7992	6712	2	0	-9	1800	-3752	16704	32	0	13	-2232	6680	14392	-23	13	-29	-13256	7440	7416	12	-1	21	592	3104	16904	8	-14	24	127	137	12
-4520	-7884	14244	18	-11	-20	-12392	-8120	6392	-9	-3	-7	1576	-3792	16352	18	-2	11	-2072	6632	14432	-11	14	-25	-13336	7368	7496	7	-6	21	448	3048	16400	9	-11	17	127	139	12
-4288	-7460	14304	15	-7	-18	-12280	-7856	6720	1	-4	4	1680	-3936	16504	16	3	1	-2056	6768	14464	-4	19	-22	-13008	7376	7696	9	-6	19	712	3072	16584	11	-23	18	127	138	12
-4536	-8020	14020	9	-11	-21	-12112	-7896	6648	12	-1	1	1776	-3856	16584	28	3	3	-2176	6800	14568	-14	14	-27	-13224	7480	7568	12	-14	22	520	3280	16816	3	-22	13	127	138	12
-4280	-7608	14176	20	-17	-20	-12464	-7928	6944	-9	-9	-12	1808	-3664	16552	17	5	4	-1976	6592	14608	-2	13	-20	-13088	7352	7296	10	-3	18	736	3152	16704	5	-13	11	127	138	12
-4252	-7544	14048	9	-10	-22	-12296	-7816	6680	-1	-3	-1	1768	-3792	16296	21	7	1	-2032	6880	14456	-9	15	-25	-13072	7392	7600	19	-12	25	776	3144	16768	8	-9	14	127	137	12
-4596	-7952	13996	13	-11	-24	-12256	-7952	6832	-2	-5	-9	1752	-3704	16592	32	-5	9	-2240	6792	14728	-18	15	-28	-13360	7376	7328	9	-6	30	656	3312	16664	5	-16	13	127	137	12
-4368	-7632	14280	20	-13	-18	-12584	-7992	6736	-20	-10	-7	1672	-3808	16552	19	-6	10	-1888	6704	14448	-2	11	-22	-13304	7536	7720	4	0	13	624	3352	16936	8	-12	15	127	137	12
-4372	-7588	14100	5	-9	-22	-12312	-7824	6824	3	-3	0	1888	-3928	16384	33	-10	9	-2192	6920	14352	-12	18	-25	-13040	7592	7752	15	-6	22	552	3176	16624	9	-22	23	127	137	12
-4496	-7880	13980	14	-16	-18	-12264	-8024	6696	-1	-3	-4	1840	-3704	16680	39	-7	15	-2152	6576	14544	-15	20	-26	-13360	7336	7680	0	5	16	712	3216	16584	2	-15	24	127	138	12
-4528	-7852	13980	10	-15	-16	-12440	-7944	6744	-4	-1	-2	1736	-3776	16608	22	0	14	-1960	6736	14432	-3	20	-25	-13056	7096	7512	9	-1	10	688	3168	16344	12	-14	23	127	137	12
-4424	-7636	14060	0	-4	-22	-12112	-7912	6624	11	0	4	1872	-3760	16328	25	1	7	-2232	6832	14424	-15	16	-26	-12992	7560	7608	23	-7	22	512	3136	16664	11	-15	18	127	137	12
-4556	-7836	14088	14	-13	-20	-12456	-7976	6752	1	-2	-3	1592	-3704	16504	15	-3	5	-2208	6552	14528	-15	20	-32	-13272	7448	7720	1	2	20	400	3136	16608	6	-18	16	127	138	12
-4328	-7432	14272	12	-13	-16	-12480	-7800	6960	-2	-3	0	1624	-3736	16504	9	0	-1	-2176	6760	14576	-2	18	-19	-12936	7224	7672	13	-6	15	696	3136	16712	6	-17	17	127	139	12
-4536	-7880	14144	5	-7	-16	-12392	-7728	6936	7	-1	-1	1664	-3792	16672	24	-5	1	-2296	6824	14368	-9	14	-30	-13296	7616	7776	14	-12	22	624	3240	16800	-1	-18	12	127	138	12
-4536	-7764	14184	18	-17	-15	-12688	-8080	6680	-18	-5	-5	1616	-3720	16960	23	-8	4	-2160	6656	14528	-11	15	-24	-13312	7432	7688	-2	-2	16	528	3192	16504	-2	-25	14	127	138	12
-4276	-7380	14176	7	-6	-15	-12448	-7704	6976	-5	-7	-2	1808	-3840	16328	23	-2	6	-2120	6816	14536	-7	14	-20	-13048	7536	7432	17	-11	18	696	3144	16560	5	-18	20	127	137	12
-4528	-7964	14008	3	-15	-22	-12256	-7936	6920	7	-2	-5	1768	-3736	16664	31	-4	10	-2168	6584	14328	-19	16	-25	-13256	7552	7776	12	-8	23	488	3216	16648	3	-18	19	127	138	12
-4352	-7752	14172	13	-12	-22	-12440	-7944	6920	-16	-3	-16	1680	-3768	16672	20	-3	12	-2032	6512	14672	-11	15	-23	-13336	7464	7648	4	2	12	512	3224	16632	7	-10	21	127	138	12
-4328	-7460	14160	2	-3	-22	-12272	-7848	6600	6	-1	-7	1952	-3896	16760	22	-1	9	-2032	6744	14384	-18	14	-19	-13000	7392	7776	10	-6	14	672	3240	16616	7	-8	25	127	138	12
-4568	-7904	14032	3	-11	-24	-12344	-7992	6752	2	1	-11	1680	-3712	16608	30	0	12	-2112	6616	14736	-19	16	-31	-13248	7424	7616	4	-1	18	688	3136	16792	-5	-10	20	127	138	12
-4372	-7540	14156	14	-17	-21	-12368	-8080	6824	-11	3	-8	1568	-3888	16160	14	9	8	-2064	6696	14272	-3	16	-24	-13288	7160	7768	10	1	9	680	3048	16440	4	-10	14	127	138	12
-4276	-7572	14044	5	-4	-21	-12184	-7800	6624	6	-2	0	1720	-3952	16216	21	4	6	-2120	6744	14536	-10	15	-28	-13080	7312	7392	24	-12	23	664	2944	16680	6	-14	21	127	137	12
-4464	-7892	13976	13	-13	-18	-12288	-8072	6672	-2	-7	-1	1696	-3928	16504	24	-3	6	-2256	6576	14512	-20	19	-30	-13336	7392	7712	3	4	21	400	3168	16664	0	-20	20	127	137	12
-4324	-7464	14212	17	-19	-15	-12568	-7920	6848	-9	-5	6	1608	-3872	16416	17	-4	3	-1984	6616	14384	-4	15	-24	-13176	7240	7608	-2	2	12	456	3024	16464	4	-20	22	127	138	12
-4468	-7760	14080	9	-17	-26	-12296	-7776	6576	9	-1	5	1664	-3896	16352	31	-8	4	-2144	6696	14544	-8	16	-26	-13200	7408	7416	15	-8	22	448	3272	16664	4	-28	20	127	137	12
