#Activity	running 
#ActivityID	2 
#Date 08-27-18-18
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-27504	-16088	9396	-4648	32767	32767	-20320	-8220	16504	-9137	4048	6463	-19184	-17752	20616	-445	5170	231	-32768	-8600	7328	763	-7272	5970	-12048	-18240	-32768	-1434	-7875	1005	22696	24872	-23888	-700	1378	-119	125	135	2
-32768	-7680	7504	15002	32767	24502	-11284	-11492	20100	20465	16719	13624	-16888	-28264	30888	3113	1594	1056	-32768	-27224	-23912	755	-7131	2326	-3960	-11976	-32768	4866	-5553	1780	5528	14824	7976	-3949	-1811	-226	125	123	2
14440	-19780	-7860	32767	32767	14062	-4412	-5416	11336	32767	31630	9977	-16232	-11432	29704	5555	-2813	54	-32768	-28920	-32768	1636	-4451	-306	4336	7560	-32768	1671	-2100	1950	-8208	-112	32767	-4018	-4327	437	118	119	2
-32768	1952	25632	29878	32767	-2565	-25348	12888	696	32767	32767	9380	-4920	19216	24816	3392	-3130	-853	-32768	-32768	-32768	758	538	562	14336	-21296	-32768	-1738	1295	-103	-17088	-23552	22408	-1206	-1401	-287	124	145	2
-32768	10648	32767	-32430	29601	-3284	-32768	32767	4228	2406	32767	-692	-8000	32767	8336	459	-2174	-385	0	0	0	0	0	0	10472	-13480	-30400	-119	2894	-1160	-4848	-15288	-21104	2457	5317	-745	124	111	2
-32768	-15344	29232	-32768	3065	8587	-16904	5180	10952	-32768	32767	-5666	-6720	32767	7128	-2769	-3033	1042	-32768	32767	32767	-10904	415	-8906	-32224	32767	-27880	-15	7584	358	-12760	-11960	32767	-933	-3267	1306	129	161	2
-32768	-25792	26084	-32768	-14200	19871	-32768	-2728	3844	-32768	32767	-8650	-32744	10960	-4928	-5702	-2397	-28	-32768	-1968	-11080	779	916	-458	-32768	-32768	-32768	-1114	9148	-3718	-32552	26576	-32768	-2997	1911	1802	128	205	2
-22680	-32768	20920	-30262	-21048	21804	-32768	-9644	-6288	-32768	23661	-2131	-32768	-15960	-25656	-6659	-2836	-1207	-12968	23800	8176	116	1308	581	32767	32767	-32768	3662	6941	-1948	-19320	-10240	-12312	3934	2342	2827	126	156	2
-12528	-29748	15608	726	-26826	17042	-23948	-28	-4860	-23871	14299	-3424	-30720	-10016	-10472	-77	-4680	-1439	-12360	4968	15392	185	1649	-519	-10384	1656	-32768	-1191	2428	1308	-29608	10144	-29360	1608	3011	-769	128	132	2
-3808	-25696	14972	9916	-28214	404	-19884	-5700	-13696	-19586	-3807	-4691	-32768	-8592	-10984	1321	-5558	-1503	-12264	1336	15008	58	1672	-964	-32768	4328	-32768	-1819	4114	-980	-32768	32767	-27736	259	2820	-2343	129	132	2
