#Activity	running 
#ActivityID	2 
#Date 09-09-18-04
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-29048	-4308	21544	-3737	-8868	-2550	-13232	8272	-18464	-1433	-8212	-5525	-16616	14136	-31032	-225	-3569	-1044	-15236	11228	27388	-7942	29324	-20268	-32768	-19928	-22264	2465	8896	-9285	-32768	16080	308	4780	32767	-15648	53	1	2
-32768	-9036	22900	-4452	-8944	-3523	-14144	8864	-17704	-765	-8252	-6745	568	12440	-29056	-1826	-1018	-633	-6528	11028	28716	-5478	32767	-26343	-32768	-20220	-4292	4894	-1706	-7458	-32768	3480	14104	-15816	32767	-23161	96	199	2
-32768	-9308	21556	-2611	-8120	-6521	-14784	3912	-18920	1314	-7605	-7117	19976	9552	-24688	-4214	860	-410	-24540	10844	26460	3579	32767	-31970	-32768	-11984	2760	5095	-4479	762	-32768	540	12800	-32768	32767	-27559	154	245	2
-32768	9408	17156	-1963	-7405	-8239	-11224	9376	-22320	4507	-6394	-6253	28712	6024	-20752	-1595	1270	349	-32768	29588	25596	19601	32767	-24840	-32768	10216	20852	10858	-11408	2187	-32768	21364	28644	-23895	32767	-15685	253	215	2
-32768	13960	5288	-1657	-6549	-8628	-23216	12744	-32768	5743	-5396	-4811	13800	2320	-15312	3120	22	804	-32768	30448	-9048	6025	32767	-28761	-32768	29448	30412	-17594	-8443	-17230	-15416	11184	32767	-26178	23608	318	253	190	2
-32768	17804	-12712	-902	-4940	-5258	-31872	14936	-32768	5789	-3907	-1886	-976	-10680	-3752	2791	-1220	-132	-32768	32767	-32096	-32768	32767	-19360	3400	31576	-16460	-32768	23898	-17319	-7888	-2496	32767	-32768	-17413	3545	254	83	2
-32768	21484	-31276	1058	-4036	208	-15400	32767	-32768	1300	-1911	-302	-8392	-10928	22592	2567	-1084	-1525	-32768	-32768	27052	-32768	32767	-14407	-16332	-28344	4972	-32768	32767	-22020	8588	-28108	29264	-10987	6620	-6098	253	119	2
-32768	18600	-32768	547	-869	1807	2360	26640	-32768	-3016	-927	-455	-11176	-1768	23624	1202	-33	-2169	-32768	-32768	32767	32767	22603	12389	-32768	-32768	7684	-3926	32767	4330	-18960	-32768	4948	32767	-11439	-7250	0	145	2
-32768	16996	-32768	-548	2336	842	2616	15032	-32768	-2200	3141	1039	-3336	12136	20552	-4440	391	425	-32768	20592	31308	32767	-2661	-414	-31360	-15676	1832	32767	32767	2739	-16724	-21116	15500	24432	-23733	-1857	127	145	2
-32768	18868	-12448	490	3799	2100	-5880	13312	-25528	-843	3569	2508	5616	25336	-30968	-4627	4057	3239	-26636	32767	24248	32767	-31989	-19138	-32768	3892	10052	32767	32767	2965	-14344	-12700	3604	19930	-21385	-4710	253	70	2
32767	-16008	-29372	-1196	4736	3159	-23920	-26432	32767	-3824	1246	2149	-3408	-15544	-5272	-2336	2561	3088	-18964	32767	21332	23979	-32768	-26312	-27104	384	4716	32767	32767	6097	-25348	7920	3288	32767	-27145	-2666	253	84	2
-32768	-32768	-32768	5265	12168	5515	-32768	-32360	-32768	1988	5912	-1584	-32216	16224	5016	2132	1696	-1663	-10400	31616	19892	2767	-32768	-17119	-32768	14184	-4492	24636	22079	5028	-32768	28488	4404	29390	-31413	5426	200	46	2
-32768	32767	-32768	2199	2966	4802	-11440	32767	-32768	-2652	9445	845	-27760	1984	-32768	-1249	1132	-1095	-2196	24896	19648	-5461	-31086	123	-25448	2920	-13636	-8313	5569	-2566	-32768	28276	-7600	7901	-32768	9837	0	141	2
-8228	24816	21992	450	1544	1019	-32768	11712	-744	-2601	25	3993	-11000	13584	-24032	-1923	2005	1878	-7372	27080	15792	-4244	-32768	17943	-22592	10920	-23852	-29164	-26871	3893	-32768	9512	-17016	-15815	-32768	20334	198	113	2
-11672	-11608	6984	1004	1235	748	20896	10032	-28136	-3503	4534	1750	-12544	14848	-20840	-2442	2976	2672	-10112	24048	9272	-10472	-32768	32767	-8896	-444	-25016	-32768	-32768	4106	-32768	5268	-23216	-20354	-32768	19385	254	165	2
-16120	1972	11456	409	873	688	-17608	7688	-24600	-1182	2806	1493	-32768	-8744	-30072	-598	3516	2067	-20052	14504	11500	-3596	-32768	32767	-10116	-10836	-28656	-22846	-32768	9252	-32768	-2260	-32496	-17745	-32768	20156	253	156	2
-16420	-5072	14844	60	826	331	-32768	-4216	-30120	-649	1897	785	-32768	-8264	-18440	-1213	4595	1974	-30996	20236	14476	4835	-32768	32767	-8336	-12044	-30076	16015	-32768	17396	-29116	-7992	-32768	-8811	-32768	17347	253	63	2
-10232	-10332	32767	686	2269	910	-32768	-7352	-17752	-570	821	1196	-32768	-11800	-10824	-1456	4787	2231	-32768	21416	16104	4574	-32768	32767	-11040	-440	-19180	32767	-32768	26722	-23096	-8120	-32768	-8998	-32768	17383	0	95	2
-2772	-2728	32767	115	5041	1003	-32768	-3232	-512	-1253	-229	947	-32768	-12024	6216	61	4958	3377	-32768	17484	23256	5410	-32768	32767	-13040	-5424	-23768	27982	-32768	32767	8736	-12184	-28012	2877	-2930	11809	0	103	2
4020	-7060	31904	-1341	8664	227	-32768	-14888	17808	-737	-792	664	-32768	1808	7968	1346	4784	3918	-32768	13944	19464	15542	-32768	32767	-12116	-13032	-24260	21983	-32768	32767	21752	-10016	-23784	24407	13124	5172	0	156	2
-32768	-548	20068	-1815	12158	1244	-32768	-14744	8192	-310	-1250	23	-32768	-2512	17360	2773	4693	3837	-32768	16268	10948	8538	-32768	32767	-15336	-14336	-29132	7503	-32768	32767	27396	-12496	-18524	8317	10027	-4764	219	218	2
-32768	-25428	6496	-2607	9393	1107	-32768	-13512	10808	-525	-1376	96	-28600	-32768	32767	-50	3385	1785	-32768	-21536	-436	12302	-32768	32767	-27308	-17664	-32768	-2846	-32768	30114	7340	3220	-3416	-26017	-17215	574	173	106	2
3260	-32768	-20676	6339	9727	2735	9960	-32768	26352	1446	1000	3270	-9800	-30808	32767	1715	772	-1113	-32768	-19216	-21060	7869	-29563	28299	-22768	-21508	-32768	-14818	-32768	10766	-9284	23412	9728	-22988	-19342	7374	0	207	2
-32768	-4708	14756	11893	5981	707	9584	-15192	8952	6913	7868	3915	-3456	-224	32767	3039	89	-653	-32768	-31252	-32768	-8319	-19631	-2646	7036	-21332	-32768	-5594	-20865	2987	-4544	8072	32767	-8044	-10945	11867	249	135	2
-32768	32767	32767	-952	4755	-1435	-32768	32767	29960	8373	7948	3173	1432	12328	13896	-1418	-1126	333	-32768	-32768	-32768	3784	6181	-9873	10372	-13344	-32768	3688	22102	675	-7152	-10896	15176	3908	4703	11149	49	235	2
-32768	-2680	32767	-7447	1962	102	-32768	2672	6888	-4851	3073	876	-19336	14488	25400	-1421	-3728	534	-32768	-23744	-32608	6276	17345	-18766	4024	-9680	-32768	7515	32767	-3572	-10964	-18244	17604	32767	5322	-12357	22	244	2
-32768	-21828	32767	-6056	-245	2451	-32768	-10968	3912	-11194	2030	1648	-14712	13200	14728	-469	-2946	778	-32768	-10796	-7712	6400	25308	-27907	-948	-19236	-27004	5194	32767	-8796	16488	-28628	-32768	32767	32767	-13583	253	97	2
-29840	-29768	31356	-4037	-2734	3693	-28288	-26656	8960	-8055	2038	1826	-16560	8152	7016	-1042	-3066	-112	32767	21124	32767	-7649	32767	-13895	-32768	22356	32767	32767	17046	-10631	-15516	32708	32767	14094	-18839	-1783	145	35	2
-29672	-21796	30344	-3126	-3909	3489	-27472	-18656	-2216	-5047	577	892	-32768	-23000	2488	-1593	-4128	-1102	-32768	-32768	32767	-32768	32767	-32768	7464	-32768	-32768	-32768	32767	-3707	12216	9840	32767	-7968	3794	-10355	253	6	2
-22156	-31640	28200	-2468	-4100	2615	-32768	-21832	-14176	-1097	1306	325	-32768	-32768	-3656	648	-5234	-1985	-32768	10936	-14148	-6661	17152	5427	3308	-6672	-32768	-32768	32767	-32768	-16784	-32768	-32768	-30533	32767	-7687	191	1	2
-12492	-32768	26364	525	-5154	1263	-29088	-13600	-25648	1480	-197	-740	-32768	-16120	-12528	2167	-6873	-2414	-12220	17476	12640	-58	15487	1482	32767	-18104	-1012	14816	32767	5733	3100	-32768	-32768	31549	5864	-5777	61	245	2
