#Activity	standing 
#ActivityID	8 
#Date 08-20-11-44
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-7896	-4252	13316	-95	123	-175	-16528	-2012	132	-68	-34	62	-15632	-2344	-2816	33	-101	-168	-7540	4712	14212	117	87	-212	-15004	3564	-5420	98	17	-126	-16240	60	1864	112	-78	89	126	124	8
-7908	-4320	13344	-110	175	-164	-16504	-2008	156	1	-83	77	-15880	-2380	-2804	17	-85	-154	-7544	4636	14296	83	56	-210	-14932	3504	-5384	72	23	-60	-16272	48	1744	-183	-199	70	125	123	8
-7892	-4232	13288	-125	179	-207	-16492	-2064	12	90	-41	66	-15792	-2432	-2800	189	-40	-57	-7660	4656	14164	104	-25	-221	-14904	3472	-5328	23	27	-127	-16252	236	1684	-162	-146	75	126	124	8
-7916	-4272	13404	-75	160	-200	-16516	-2044	148	134	-85	48	-15792	-2396	-2612	321	-6	-25	-7588	4652	14240	53	-82	-195	-14944	3496	-5420	-41	34	-80	-16264	100	1540	-218	-172	67	125	124	8
-7952	-4252	13296	-132	219	-194	-16512	-2072	216	71	-35	70	-15932	-2356	-2504	299	59	-18	-7616	4652	14176	87	-31	-215	-15040	3496	-5516	7	27	-146	-16304	-124	1472	-427	-169	138	125	124	8
-7900	-4340	13268	-89	184	-232	-16524	-2096	316	108	-46	75	-16004	-2384	-2440	227	25	-20	-7624	4504	14236	120	-115	-192	-14932	3376	-5516	-37	-11	-102	-16280	-140	1528	-253	-99	114	126	122	8
-7904	-4288	13276	-92	167	-170	-16388	-2132	468	-7	14	113	-16060	-2344	-2268	120	-97	-54	-7536	4560	14224	87	-148	-179	-14940	3384	-5496	173	-70	-63	-16208	-192	1384	-21	-83	13	125	123	8
-7908	-4288	13448	-38	116	-115	-16512	-2008	296	-93	103	98	-15948	-2212	-2212	-22	-127	-101	-7604	4664	14296	100	-152	-186	-15000	3508	-5556	-15	-100	-91	-16256	-112	1268	232	-128	-65	126	122	8
-7900	-4300	13332	-14	113	-130	-16528	-1944	208	-151	137	87	-15744	-2064	-2476	-52	-68	-117	-7732	4608	14284	90	-191	-177	-15080	3444	-5720	-24	-150	-35	-16324	32	1204	544	-121	110	126	125	8
-7920	-4216	13356	-64	109	-104	-16460	-1948	148	47	156	54	-15676	-2080	-2700	90	-84	-177	-7608	4580	14352	167	-259	-107	-15072	3368	-5584	372	-239	-35	-16380	-8	1528	480	-152	149	125	124	8
