#Activity	sitting 
#ActivityID	5 
#Date 08-27-17-16
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-10176	-4044	11644	-77	147	-186	-16100	-1816	1332	19	-29	-60	-592	-4928	16232	7	-5	22	-9992	5752	12288	12	-3	-20	-16344	1848	-1064	13	-5	18	-1872	-2728	16680	24	3	4	119	130	5
-10180	-4112	11696	-144	135	-198	-16016	-1824	1336	-16	-40	-2	-584	-4920	16120	5	-7	22	-9920	5768	12304	8	0	-22	-16544	1968	-1200	1	0	13	-2136	-2704	16624	22	-4	7	117	130	5
-10164	-4116	11740	-66	154	-216	-15996	-1800	1336	0	28	-66	-568	-4896	16272	-2	-15	17	-9920	5736	12344	13	0	-18	-16584	1776	-1304	10	-3	14	-1968	-2624	16544	23	-3	12	116	130	5
-10140	-4076	11732	-104	168	-195	-16040	-1836	1328	-71	10	-22	-448	-4904	16208	-10	-10	16	-9968	5792	12376	11	-6	-23	-16472	1976	-1128	-3	2	11	-2128	-2768	16720	19	-2	7	122	129	5
-10180	-4188	11616	-117	149	-170	-16056	-1920	1400	-33	33	-67	-560	-4960	16376	-6	-11	17	-9944	5760	12248	8	-3	-21	-16552	2040	-1168	-1	2	16	-1992	-2808	16856	17	-2	7	119	130	5
-10200	-4132	11664	-57	156	-197	-16080	-1864	1244	14	-2	-54	-792	-5056	16216	-3	-16	20	-9968	5704	12200	11	-6	-25	-16584	1896	-1080	8	2	14	-2088	-2816	16944	20	-6	3	120	130	5
-10176	-4060	11720	-81	133	-162	-16064	-1768	1280	56	26	-87	-816	-4968	16192	5	-19	21	-9944	5720	12424	11	-9	-22	-16448	1848	-1160	13	-1	12	-2040	-2768	16680	24	-2	5	118	130	5
-10192	-4144	11724	-97	143	-191	-16076	-1808	1244	60	1	-85	-784	-4832	16168	4	-21	23	-9912	5808	12528	12	-4	-21	-16496	1920	-1128	10	3	14	-2168	-2760	17064	26	-6	3	119	130	5
-10220	-4084	11672	-159	144	-202	-16016	-1784	1368	-2	6	-110	-632	-4920	16104	4	-21	23	-9880	5776	12368	12	4	-23	-16624	1800	-1304	8	-2	17	-2224	-2864	16672	20	-6	-2	120	130	5
-10224	-4112	11600	-112	166	-214	-16112	-1824	1280	-4	-45	-84	-640	-4728	16080	-1	-18	21	-9824	5768	12400	13	-3	-20	-16560	1960	-1344	5	0	14	-2024	-2712	16840	23	-10	-1	119	129	5
-10208	-4104	11696	-127	165	-201	-16164	-1864	1280	-20	-48	-79	-720	-4928	16328	-6	-15	20	-10080	5744	12080	16	-4	-24	-16592	1896	-1384	3	-6	18	-2040	-2792	16848	26	-6	3	118	129	5
-10208	-4156	11664	-120	145	-198	-16080	-1816	1320	3	-22	-87	-656	-4896	16272	-22	-14	24	-10024	5712	12392	12	-1	-18	-16496	1824	-1240	3	-8	17	-2016	-2752	16784	32	0	5	119	130	5
-10248	-4160	11748	-138	126	-171	-16064	-1868	1412	35	-56	-125	-728	-4944	16440	-19	-18	24	-9984	5848	12344	15	-7	-19	-16520	1936	-1264	8	-10	14	-2056	-2568	16832	22	3	3	121	130	5
-10232	-4088	11660	-115	142	-202	-16068	-1780	1272	29	-72	-91	-504	-5160	16000	-16	-15	18	-9944	5648	12432	17	-3	-19	-16512	1680	-1296	10	-6	22	-2064	-2792	16768	15	3	-2	118	130	5
-10184	-4164	11700	-138	133	-230	-16120	-1844	1340	-42	-66	-74	-424	-5136	16192	-4	-11	18	-9808	5720	12024	20	-7	-20	-16592	1896	-1240	21	-11	20	-1968	-2752	16536	7	1	-6	118	130	5
-10184	-4152	11620	-130	165	-211	-16048	-1904	1352	-16	-54	-50	-560	-5112	16112	7	-7	19	-9880	5728	12120	14	-9	-21	-16512	1912	-1288	16	-9	21	-1864	-2784	16600	17	5	-6	119	130	5
-10156	-4208	11756	-102	135	-193	-16072	-1952	1396	66	-34	-77	-608	-4864	16136	7	-7	26	-9920	5784	12264	12	-6	-20	-16560	1872	-1296	11	-10	23	-1976	-2800	16728	23	4	0	120	129	5
-10140	-4100	11728	-71	107	-205	-16076	-1856	1464	84	-36	-41	-624	-4952	16192	-1	-7	19	-9784	5672	12400	16	-5	-21	-16568	2056	-1376	-1	-8	15	-2120	-2712	16568	27	4	1	120	129	5
-10204	-4128	11672	-95	133	-200	-16040	-1804	1336	63	1	-8	-632	-4992	16416	-7	-12	14	-9920	5776	12080	15	-13	-20	-16720	1824	-1136	-1	-3	19	-1952	-2864	16736	26	3	-1	118	130	5
-10236	-4148	11672	-86	163	-195	-16028	-1772	1360	-10	18	-63	-552	-5144	16448	-9	-8	17	-9856	5656	12264	17	-4	-22	-16480	1984	-1096	-6	2	18	-2000	-2864	16792	21	2	2	120	130	5
-10204	-4096	11684	-84	127	-193	-16076	-1756	1220	-29	2	-45	-600	-4952	16016	5	-10	24	-9984	5736	12376	11	-6	-24	-16584	1728	-1320	7	0	17	-1992	-2816	16960	18	1	5	119	129	5
-10124	-4180	11716	-130	142	-218	-16060	-1816	1280	-64	8	-21	-688	-5008	16200	14	-12	30	-9952	5672	12320	16	-3	-19	-16376	1856	-1184	7	1	21	-2088	-2896	16560	23	-2	6	120	130	5
-10180	-4116	11744	-114	159	-217	-16060	-1884	1412	-57	20	-22	-824	-4928	16096	9	-14	30	-9984	5808	12072	14	-5	-20	-16544	1768	-1456	9	2	22	-2120	-2880	16704	34	-1	3	121	129	5
-10200	-4116	11644	-83	117	-207	-16044	-1892	1240	-29	33	-60	-616	-4984	16064	1	-13	27	-9808	5656	12344	12	-4	-18	-16472	1864	-1488	13	3	22	-2008	-2896	16856	35	4	1	118	130	5
