#Activity	sitting 
#ActivityID	5 
#Date 08-27-17-20
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-10608	-9772	7096	-250	96	-234	-14484	-7132	-24	-150	-80	-170	-7168	-5840	14144	-21	-19	39	-10528	11688	5128	18	-7	-20	-15048	7520	1744	29	-3	17	-6696	3016	15416	28	0	15	119	129	5
-10552	-9816	7176	-173	152	-195	-14492	-7208	-100	-186	-62	-177	-7224	-5768	14512	-22	-22	29	-10480	11776	5392	22	-7	-21	-14976	7392	1912	22	0	17	-6608	3112	15160	26	-3	12	120	129	5
-10516	-9756	7096	-209	199	-138	-14484	-7216	-180	-90	-88	-134	-7288	-5784	14232	-13	-19	34	-10384	11816	5368	20	3	-22	-14904	7544	1736	22	0	17	-6704	3136	15288	20	-5	14	120	129	5
-10536	-9860	7192	-110	148	15	-14376	-7188	-36	-140	-42	-70	-7152	-5808	14320	-10	-21	29	-10576	11728	5136	18	-3	-24	-14944	7488	1656	17	6	14	-6744	3040	15640	14	-11	16	119	129	5
-10636	-9892	6968	-185	228	-164	-14332	-7184	-124	-81	-65	-28	-6952	-5984	14168	-5	-15	28	-10464	11816	5064	25	4	-24	-14960	7576	1440	18	-2	15	-6760	2952	15240	10	-9	10	118	129	5
-10516	-9816	7036	-156	254	-158	-14308	-7124	-60	-16	-25	-56	-7080	-5696	13960	2	-9	17	-10584	11760	5024	20	-1	-16	-15024	7424	1504	1	0	16	-6816	3104	15464	7	-7	3	121	129	5
-10576	-9840	6988	-135	183	-163	-14360	-7100	4	-18	1	-56	-7088	-5808	14056	8	-11	15	-10696	11680	4944	16	-5	-23	-14992	7472	1704	-7	-3	14	-6952	2864	15296	10	-4	-5	120	129	5
-10620	-9844	6968	-123	150	-123	-14356	-7100	-124	-20	25	-58	-7048	-5656	14072	5	-14	23	-10600	11624	5016	18	-3	-18	-15088	7312	1520	-12	-3	13	-7016	3096	15472	25	1	-4	121	129	5
-10560	-9848	7004	-127	87	-156	-14436	-7116	-176	-32	11	-81	-7160	-5520	14200	-3	-17	27	-10504	11656	5136	21	-7	-15	-14984	7288	1360	11	-7	18	-6776	3024	15408	32	10	2	119	129	5
-10568	-9872	6936	-134	79	-200	-14452	-7116	-156	-80	24	-108	-7176	-5600	14248	-6	-10	25	-10496	11648	5040	17	-4	-10	-14984	7328	1656	30	-6	16	-6824	2944	15336	34	3	1	119	129	5
-10552	-9752	7060	-92	94	-189	-14360	-7060	-232	-66	-5	-84	-7320	-5592	14136	-8	-3	24	-10648	11840	5072	21	-10	-7	-15072	7448	1528	38	0	23	-6600	2776	15280	33	-1	2	118	129	5
-10516	-9856	7128	-104	82	-166	-14492	-7012	-156	-135	-12	-75	-7072	-5616	14096	-4	-10	23	-10648	11816	5152	26	-10	-3	-15184	7520	1904	46	-4	24	-6744	2728	15520	43	1	8	117	129	5
