#Activity	running 
#ActivityID	2 
#Date 09-09-18-07
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	2348	15736	6255	6847	1691	-5416	-4432	8400	5843	6005	1877	-6136	-7016	28120	762	-1646	67	-32768	-32768	-32768	-1097	-11483	-13760	15680	-32768	-32768	-2250	-805	-7185	3732	-6924	15616	-2114	4424	2440	253	189	2
-32768	21960	32767	874	4557	290	-32256	15824	14192	2533	6268	1564	-1320	4560	16848	-283	-1192	472	-32768	-26520	-32768	6599	-291	-19301	11616	-19588	-32768	23567	30991	-3381	8996	-26136	-10488	32767	32767	-5990	36	201	2
-32768	4256	32767	-3931	1886	1377	-32768	4576	11816	-3092	4132	1236	-21248	15592	14896	-414	-2603	629	-32768	-20320	-27628	6975	2375	-18723	-6772	-3140	-16556	32767	32767	-5661	-9896	-16684	-7104	27508	15238	-9287	119	129	2
-32128	-16440	32767	-5767	-461	2444	-27728	1224	3192	-7141	3154	1103	-19400	15392	4480	-782	-2844	238	-32768	18752	-32768	-25954	32767	-32768	-21800	20196	20316	32767	32767	-11119	-32768	31612	25052	32767	22422	-10920	253	0	2
-31444	-25252	28696	-5081	-2314	2590	-31424	-14256	-3800	-6046	1595	-78	-32768	-9312	-4552	-1719	-3148	-784	32767	-5268	32767	505	16959	-23945	-26096	-32768	-7360	-6293	32767	-32768	-25244	-21672	-32768	-11787	16644	5971	206	50	2
-26068	-30056	21180	-2955	-3736	1704	-32768	-15056	-4264	-3962	395	252	-32768	-22768	-6208	-438	-4784	-1392	-22588	-13340	12452	-7144	16365	-4031	22468	-32768	-26264	-10972	19303	-9605	3324	-22588	-28108	20477	12757	6055	237	249	2
-16340	-31108	19512	-201	-4387	1026	-23432	-13456	-18720	-1982	-167	284	-32768	-19888	-7120	2400	-4801	-2272	-22896	11476	12424	-4165	17427	3999	-2832	14860	-32596	15402	32767	-9940	-8516	13400	-24956	22489	22376	-13094	2	18	2
-17928	-25244	16612	1841	-5251	-201	-15648	-8104	-24640	1657	-1607	-249	-32768	-10944	-12464	3158	-4276	-3105	-14912	3404	9992	-406	8039	-1711	-5228	15260	-25616	13669	32767	-10175	-32768	18936	-30836	16842	24350	-22857	253	0	2
-16636	-13780	13288	1728	-7031	-2123	-14072	1232	-24224	3843	-3211	-1266	-32768	29992	-32768	5353	-4408	-3376	-16736	7592	8088	-2074	7004	-5802	-17172	-6372	-24756	15	17618	-17017	-31764	7196	-18448	5316	28875	-6946	0	185	2
-18940	-5196	11776	-566	-8036	-3823	-11840	7600	-20720	4401	-4846	-2099	-32768	1984	-28288	349	-5748	-1305	-14276	10064	17080	503	8389	-7164	-19940	-9356	-22704	4459	14155	-7233	-32768	24400	-13260	-6170	24546	-17479	0	40	2
-24000	-11376	12936	-2005	-8279	-4841	-13056	7976	-22120	3150	-6991	-2924	-26208	11104	-20680	-973	-4953	-1422	-16264	8664	21288	-3680	19833	-10916	-32768	-12200	-19072	1964	2077	-5477	-32768	900	-5992	-15775	32767	-17811	204	170	2
-32768	-13072	15688	-2031	-8376	-4832	-12976	5704	-20576	1320	-8028	-3532	-9448	13160	-25112	-827	-1978	-1048	-8160	6004	24384	-4014	31788	-12462	-32768	-21524	-7112	-2347	-3064	-4547	-32768	-3868	6980	-26011	32767	-15300	156	250	2
-32768	-14088	16156	-1683	-8561	-5242	-14320	4936	-24152	1329	-8457	-4171	2920	15368	-21432	-1974	410	-475	-11296	5724	22132	5147	32767	-14752	-32768	-17000	1716	-198	-5559	1262	-32768	-11252	11620	-29064	30633	-19447	66	193	2
