#Activity	sitting in car 
#ActivityID	12 
#Date 09-19-15-16
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-656	-13380	10248	-87	-22	-83	-8280	-9864	6136	3	28	100	512	-4472	15680	46	37	-1	3048	8296	13352	31	-6	-9	-9928	8232	10072	133	-8	-8	-120	2216	16320	2	2	32	125	143	12
940	-12556	9340	-11	-29	-32	-8904	-11072	6856	-107	-6	49	432	-4040	15888	4	46	31	2744	8504	12864	-57	67	-58	-10600	8528	9472	-17	11	48	-624	2384	16440	27	20	-1	125	144	12
-296	-13560	9840	99	16	43	-9488	-11104	6680	-7	-4	-52	176	-4616	15528	-31	24	39	2544	7528	14568	-50	41	-62	-10800	7944	9688	-7	47	49	-968	2704	16368	24	34	12	129	147	12
-1524	-12552	12372	86	-36	-2	-9904	-11000	7312	51	27	-33	-80	-4736	16280	29	-17	7	3920	6024	13544	-25	9	-51	-11616	8392	10096	15	-8	27	-1312	2424	16992	-2	-28	9	130	146	12
-388	-13308	10836	27	6	11	-10640	-10280	6704	19	-31	-23	-224	-4832	16800	84	-76	-10	2776	7896	14400	12	14	-11	-11448	8320	9696	-33	-4	36	-1400	2960	16536	16	-58	-2	132	142	12
-40	-11348	10820	-15	-7	-39	-10184	-10720	7168	6	0	11	8	-4888	16536	71	-34	-13	2408	8136	13032	61	19	-25	-10464	7688	9336	17	-5	-2	-976	2984	16384	9	-44	24	130	145	12
-716	-13400	10172	-69	-12	-75	-8920	-10312	6160	23	22	53	360	-4760	16016	10	38	3	3640	8000	13536	-10	4	-24	-10288	8568	10272	90	-25	-8	-184	2328	16920	7	-16	30	125	143	12
204	-12740	10396	-8	-28	-47	-8712	-11480	6984	-53	-10	22	792	-4776	15816	-16	67	20	3304	7440	13472	-21	16	-38	-10944	8192	10224	1	-26	32	-352	2560	16704	13	35	3	127	143	12
848	-11860	9628	9	4	5	-9408	-11136	6600	-8	-29	-50	344	-4728	15696	-1	46	3	2472	7768	13184	-22	44	-38	-10704	7728	9432	-35	8	20	-856	2656	16232	-7	38	-9	129	149	12
-740	-12472	10648	60	1	3	-9552	-10632	6592	54	27	-10	344	-4824	15888	15	27	-25	3880	8816	13400	-3	-12	5	-10560	8200	10088	71	15	-2	-712	2480	16240	-18	14	3	128	158	12
