#Activity	running 
#ActivityID	2 
#Date 08-27-18-18
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-26776	-16108	12224	-3948	-32768	-32768	-12352	6616	-17476	-730	-32768	-16054	4472	8960	-16552	-3149	498	-225	-14216	9560	15200	-177	7889	-4159	-29936	8832	488	1991	-29	197	-22440	8768	9064	2716	4240	526	127	125	2
-32768	-8396	6820	-5370	-32768	-32768	-18360	2136	-19060	-3480	-32768	-15617	11232	4160	-13704	-2412	1107	745	-24128	14616	12616	-847	7861	-3927	-23824	16328	2960	1754	-144	-747	-21968	20704	11496	3386	4715	1446	125	121	2
-32768	-15556	-6704	4110	-32768	-32768	-11880	-4984	-32768	14476	-32768	-11825	20640	-7800	-18552	1849	1787	858	-26032	2608	14040	-1535	7454	-3917	-14600	13336	17256	-59	-115	-1353	-13760	30312	23720	48	3766	1002	126	113	2
-32768	12828	-21328	4030	-32768	-32768	-9860	4100	-32768	3446	-32768	-7229	11312	-12032	-2664	5938	-1321	702	-32768	14208	7744	-2065	6555	-2705	-12208	6808	16088	-1826	1423	-1924	-720	6624	32767	-6928	692	630	126	131	2
-32768	6788	-32768	-6208	-26327	-24250	-8172	-4984	-32768	2852	-22655	-7478	-11912	-15552	30624	1130	-4449	-246	-4016	16840	14784	-2311	4133	-1544	-8696	2416	8984	-2102	4662	-1696	-12552	-18840	24048	-8279	-249	283	127	122	2
-32768	17552	-32768	-818	-2172	-15756	11668	6992	-32768	11461	-2698	-1469	-17096	-4920	14520	-2877	-2815	-1370	-27088	12712	27936	1017	2599	-148	-32768	-1288	8600	-759	4798	-589	-16136	-32768	16584	-2721	-1008	-427	127	139	2
-32768	16616	-32768	-8037	17527	-13679	8940	6748	-32768	9029	11693	1281	-9088	19176	-23456	790	3284	-298	-26880	18616	30432	3096	764	-517	-32768	-4192	8072	1550	4241	459	-15064	-32768	4112	2879	-2873	-1839	127	133	2
-32768	14164	-32768	2920	32767	28760	5352	-6248	-32768	19525	23790	-5843	6584	30016	5744	461	3506	-27	-32176	25408	30312	3861	-1125	-443	-30688	1272	1408	3056	3900	683	-22504	-15184	-368	4978	-4369	-1639	126	142	2
32767	31164	32767	32767	-2961	17157	-32768	-26408	26480	32767	32767	-5707	-7544	-32768	-21856	-3277	-1296	-779	-25784	31832	29488	2765	-2541	-393	-32768	6072	-9248	4378	2551	1146	-32768	21896	-10232	6443	-4617	-811	127	123	2
-32768	-32768	-2040	-6319	14944	-8950	4380	32767	-6968	-29367	32767	13255	-25928	12168	-31864	2959	622	-435	-18712	24056	22904	497	-3559	-413	-28144	2184	-11912	3184	1401	931	-32768	32767	-18344	2715	-5733	-38	127	121	2
-8588	-4216	14896	-4611	9103	-6547	14648	-32768	-25932	-19096	32767	-8239	-16344	26288	-13240	-3046	2308	-436	-8696	14840	19264	662	-4423	715	-16552	1344	-14144	1784	675	1045	-32768	15984	-3376	-2054	-6710	-821	126	125	2
-11824	-3460	13336	-3741	8784	1968	-25136	-4032	-25668	25744	14657	2097	-18704	2880	-27688	-717	3018	3812	-3488	17488	15400	988	-5114	1947	-12200	-7608	-16832	1611	-3185	696	-32768	9128	800	-1502	-7373	252	127	119	2
-11040	-11948	9020	-2077	8737	3061	-15792	-1348	-23564	5251	22435	7391	-24344	-24952	-23368	-659	3630	2071	-5800	11464	11328	1461	-5721	3680	-7032	1056	-13432	188	-4865	2923	-32768	-3296	-17248	-1670	-4557	38	125	123	2
-12228	-6748	12312	-2094	8603	3143	-32768	3796	-19316	6481	12460	3910	-32768	9976	-14568	3702	3057	1187	-14712	12328	10704	1959	-5631	5331	-6856	88	-13608	-2039	-5989	2980	-30240	-1816	-18760	406	-4188	-82	125	127	2
-10496	-11180	23356	-1987	22103	10704	-32768	6304	-21628	-5386	6204	-10063	-32768	22744	5520	3164	3316	2696	-20624	12592	11112	1575	-5744	6585	-7192	-2888	-12168	-3275	-7027	3076	-4680	-2424	-18976	1922	-2351	380	125	125	2
-7100	-15268	25340	-5296	32767	21082	-32768	1864	-9316	1674	2745	-9433	-32768	14232	15992	777	4663	2382	-20544	3632	13936	1068	-5513	7453	-8584	-5080	-17936	-3831	-7863	2707	2296	-3448	-22256	3333	-319	360	127	124	2
-236	-20528	21628	-11459	32767	32767	-32768	9280	7292	-17494	-2394	-8041	-32768	6320	14968	-860	5605	2605	-32768	-3624	13928	1955	-5461	7599	-5632	-9464	-25944	-3439	-8231	2017	13816	3976	-21560	4385	1095	176	126	126	2
-2268	-18900	21272	-13526	32767	32767	-32768	1008	16616	-27786	-1031	-2503	-28128	-9672	14456	-82	5766	1101	-32768	-6840	7352	1114	-6369	6142	312	-11784	-32768	-1332	-7721	1409	21920	18776	-21528	1864	1798	-428	124	131	2
-32768	-2580	12880	-12971	32767	29312	-17720	-8324	23300	-16441	4099	-185	-19864	-26304	31072	123	5324	702	-32768	-21480	-8288	739	-6680	3092	-2824	-11344	-32768	1953	-6445	1946	19984	14984	-10664	-2157	374	-885	127	131	2
-32768	-2936	5740	-2259	32767	17632	2092	-6836	17664	14029	26277	9723	-16104	-32768	32767	4147	565	940	-32768	-28760	-32768	892	-5242	345	-13992	2120	-32768	2527	-3383	2460	2296	6072	20800	-2793	-1888	-254	125	132	2
12296	-20908	-7120	31706	32767	5741	-2136	-3868	11948	24500	32767	11944	-17248	-5976	32767	5263	-3268	-2	-32768	-32232	-32768	263	-1089	-684	8376	-9120	-32768	-315	294	142	-13752	-1016	32472	-2238	-3026	402	126	133	2
-32768	-6796	27636	25944	32767	-6115	-32768	4296	5164	32767	32767	8589	144	20344	17072	1867	-2665	-1127	-32768	-29952	-28632	-262	2307	-689	12296	-14384	-32768	-604	3598	-1240	-27256	-15688	5872	338	959	-330	125	139	2
-32768	11932	32767	-14647	32767	485	-32768	6240	5860	32767	32767	8506	-8072	31240	2136	-701	-2622	227	-6560	-15640	-7776	-929	4247	-1177	8248	-10336	-23320	-925	4257	-1034	688	-6528	-32768	5157	5523	433	125	143	2
-32768	-14500	32767	-32768	5296	14804	-22720	13040	6848	-32768	32767	397	-4720	27648	10216	-896	-3435	844	-32768	9552	32767	-5531	-1790	-3943	-18232	32767	-4992	3479	6210	685	-3256	-504	32767	-921	1304	1133	127	152	2
-32768	-30268	31400	-32768	-14183	32629	-32768	-1656	1848	-32768	32767	-4499	-26368	7616	3608	-3216	-2881	-639	-14032	18624	13328	374	938	-984	-32768	32767	28744	757	6262	752	-5320	8736	32767	-1633	-595	871	127	153	2
-25244	-32768	24164	-29050	-24362	32767	-32768	-7484	-4808	-32768	30428	3603	-32768	-15072	-17992	-4307	-2875	-968	-8072	13176	10216	662	1894	246	9864	3880	-12328	4500	7106	-2668	-21232	-22792	-30512	895	2500	2098	125	224	2
-15148	-32768	16260	-2052	-32768	27419	-25948	-3628	-9072	-28006	18875	3382	-32768	-14880	-7928	660	-5879	-1225	-11224	20120	5840	304	1749	100	9392	32767	-26248	177	4188	1609	-19392	-7176	-23656	3163	3207	-87	126	159	2
-388	-26280	12956	18520	-30781	13450	-21436	-7364	-14744	-19869	2114	2153	-32768	-9464	1120	1341	-6817	-1477	-12896	4120	11784	-150	854	-1478	-1896	-792	-32768	-2620	2550	583	-32768	24472	-23952	3499	2353	-3001	127	138	2
3568	-18216	12344	11034	-32768	-7968	-13624	-7208	-17156	-4194	-19631	5841	-32768	6168	-3200	1397	-5972	-2205	-14784	6624	13512	212	1201	-828	-32768	-9328	-32768	142	2985	-245	-32640	27848	-13608	-813	4656	-1159	126	109	2
-3828	-20688	9432	557	-32768	-28987	-6116	-5796	-14868	10139	-32768	531	-32768	14400	-16280	2531	-4586	-2127	-13104	13288	21376	233	2600	-930	-29136	3088	-24752	3000	956	980	-32768	-4920	-5000	-2369	5918	-1719	126	143	2
-14796	-16352	6664	-4236	-32768	-32768	-6392	-2064	-14312	14585	-32768	-7565	-17832	13544	-11840	492	-4127	-1848	-7920	15352	25680	126	4639	-2078	-32768	10224	-19192	1738	176	425	-32768	616	6936	359	5638	-622	125	107	2
-18792	-14704	5712	-5938	-32768	-32768	-6220	4648	-11500	10494	-32768	-12087	-1232	11616	-10320	-1381	-2029	-756	-3760	15160	22712	425	6866	-3817	-32768	7128	-6744	1361	-401	521	-32768	12640	18424	510	4972	-1587	125	130	2
-21056	-15872	8212	-3574	-32768	-32768	-7584	3740	-12532	2062	-32768	-16926	5712	8360	-13624	-2840	-551	101	-7864	12472	16024	819	9627	-5792	-32768	9200	18568	2267	-841	154	-32024	12904	11920	463	6176	-80	126	130	2
-21768	-10740	8612	-1785	-32768	-32768	-7184	-2216	-18596	6042	-32768	-14852	7128	2856	-19352	-3659	477	576	-32768	11856	11304	777	10159	-4649	-29400	13656	5880	2096	-1039	-685	-24592	9152	22112	345	5542	870	127	120	2
