#Activity	standing 
#ActivityID	8 
#Date 08-22-14-37
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-10712	-2872	12664	145	-58	-107	-16164	1460	-1428	274	212	-157	-16304	1168	-1888	80	60	4	-9988	7532	10440	-119	126	-269	-15696	5624	-2200	23	18	-2	-16576	400	216	-2	107	7	128	127	8
-10696	-2956	12548	121	47	-135	-16272	1548	-1292	350	230	-160	-16400	1048	-2296	75	63	3	-10004	7544	10380	-134	136	-365	-15600	5584	-2672	39	31	-14	-16376	344	-464	62	112	29	128	127	8
-10672	-2932	12616	153	11	-146	-16116	1556	-1288	231	230	-144	-16232	1064	-2288	72	62	-3	-9968	7476	10388	-160	176	-385	-15664	5584	-2536	44	29	-19	-16288	496	-832	93	90	34	127	127	8
-10724	-2936	12596	169	-13	-138	-16128	1564	-1296	57	322	-127	-16136	1120	-2160	62	58	6	-10080	7432	10376	-183	153	-389	-15608	5448	-2592	45	27	-25	-16456	752	-928	70	58	34	128	127	8
-10668	-2932	12500	196	-8	-122	-16076	1528	-1280	91	340	-120	-16152	1104	-2072	32	39	-3	-10040	7412	10444	-171	159	-369	-15528	5392	-2712	35	39	-22	-16344	688	-1056	61	35	21	128	127	8
-10628	-2960	12612	200	-23	-59	-16308	1568	-1516	-74	338	-137	-16160	1328	-2120	1	42	3	-10040	7508	10408	-176	164	-380	-15592	5152	-2808	44	36	-24	-16432	760	-1216	50	30	21	128	127	8
-10672	-2884	12464	171	21	-72	-16212	1560	-1524	7	336	-101	-16024	1256	-2392	-1	49	2	-10056	7364	10540	-234	130	-370	-15600	5296	-2816	47	38	-16	-16224	728	-1192	23	29	17	128	127	8
-10736	-2856	12476	142	26	-116	-16056	1612	-1540	-35	342	-113	-16040	1184	-2576	-5	62	1	-10076	7444	10372	-191	142	-325	-15496	5320	-2936	16	51	-22	-16240	680	-1568	10	22	17	127	128	8
-10660	-2880	12472	118	31	-122	-16148	1636	-1548	-16	307	-84	-16136	1056	-2264	6	47	3	-10012	7404	10608	-200	135	-319	-15568	5352	-2896	-15	51	-23	-16248	696	-1480	1	18	5	128	127	8
-10684	-2964	12604	129	16	-116	-16016	1492	-1404	44	315	-88	-16224	1040	-2360	21	51	10	-10036	7452	10492	-189	97	-362	-15712	5184	-3336	16	33	-11	-16320	432	-1368	-1	36	4	127	128	8
-10656	-2952	12472	128	-11	-157	-16220	1580	-1436	15	309	-138	-16144	1008	-2536	35	57	1	-10020	7348	10556	-157	126	-334	-15544	5176	-2936	54	4	-3	-16248	344	-1312	13	47	11	127	127	8
-10688	-2908	12528	153	16	-121	-16156	1512	-1516	-6	278	-137	-15992	1032	-2248	37	62	7	-10112	7360	10376	-188	119	-343	-15704	5448	-2720	71	-7	-3	-16208	480	-1328	41	38	14	127	127	8
-10684	-2956	12592	134	51	-123	-16120	1612	-1572	39	246	-89	-16312	888	-2304	51	65	17	-10040	7328	10356	-166	116	-317	-15568	5120	-2784	56	2	-10	-16272	496	-1056	55	24	21	127	127	8
-10744	-2852	12572	110	57	-158	-16132	1644	-1552	-63	290	-128	-16064	968	-2736	57	52	16	-10084	7420	10428	-210	76	-278	-15624	5168	-2632	53	7	-4	-16096	504	-1288	67	17	23	127	128	8
