#Activity	running 
#ActivityID	2 
#Date 08-18-11-48
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-11216	-26772	32767	11119	-13473	13101	-29256	-644	864	6128	17955	717	-32768	6956	2756	2140	-28309	-8437	-8720	-32768	30408	-3371	1167	-2912	29136	10320	-32768	-1299	3620	844	-2320	9304	-30992	2020	1546	296	109	141	2
-7872	-18612	32767	3372	-26255	7597	-23400	2588	-1640	7881	5230	267	-32768	820	4928	-654	-31136	-6908	-12440	-1064	17696	-1291	230	-1015	-28752	-17440	-25904	-276	4596	577	-30648	18896	-17408	385	1634	1244	125	155	2
-9908	-18884	32767	-9771	-32768	-56	-20488	1232	-10424	-3204	-7451	-96	-32768	-4580	3268	-2745	-31219	-9298	-10504	4184	13344	-859	96	-543	-18720	8264	-17648	1833	3317	608	-32768	-9776	-13680	-491	2500	320	140	89	2
-12200	-18496	28932	-13935	-32768	-10172	-16896	-1900	-14428	-10874	-20144	-26	-32768	-3548	-4348	-237	-28605	-7199	-10576	1568	13136	-622	231	-418	-5432	13232	-24304	1168	2164	1275	-11944	5416	-10840	1305	2832	-151	154	124	2
-8736	-13616	17940	-13533	-32768	-22280	-12836	-404	-13080	-10532	-32768	2701	-32768	-6308	-9964	1130	-29471	-7285	-10304	2728	13048	-250	361	-397	-19784	14264	-24600	-1135	2236	723	-25816	18016	-14072	1839	2692	-311	135	143	2
-13904	-8300	16576	-12892	-32768	-32224	-12364	-2788	-14192	-5010	-32768	4576	-32516	-8940	-16300	6598	-25962	-5693	-7672	4024	15400	147	931	-355	-27712	13616	-21928	-1159	1338	-10	-32768	26128	-7512	577	3529	-67	125	141	2
-20400	-4348	18268	-12321	-32768	-32768	-13876	-2588	-14092	3919	-32768	8688	-22680	-7596	-18564	2890	-14030	-5211	-4456	8664	20576	-181	2598	-599	-32768	8184	-15344	-943	953	-62	-32768	12576	10480	-1375	4354	-288	123	131	2
-25516	2144	25520	-12072	-32768	-32768	-13688	-1720	-18616	6685	-32768	12996	-7816	-1796	-15748	4805	-2040	-2674	-5312	4880	21504	-923	4952	-1214	-32768	-3184	-5088	-639	901	144	-32768	-8504	24720	-2229	4151	-267	129	95	2
-32768	7028	32767	-16511	-32768	-31005	-14068	2564	-20296	-4602	-32768	14423	-4432	1504	-19024	7423	7420	440	-8112	1720	18576	-1134	7558	-2091	-32768	-12024	3440	783	728	496	-32768	-19512	27296	-1452	3598	-793	129	124	2
-32768	-924	32767	-12091	-32768	-15987	-17312	3488	-24516	-29283	-32768	10592	2392	6012	-18476	13437	9487	3573	-26992	1024	24424	-522	8887	-1956	-32768	-12536	3568	1067	660	570	-17680	-11040	30824	1226	3112	-830	121	146	2
