#Activity	sitting in car 
#ActivityID	12 
#Date 09-19-15-07
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-712	-12292	14292	31	-70	-77	-10768	-10664	9560	-50	-86	-3	1136	-4296	17688	94	24	13	5040	9872	14832	8	-59	12	-10728	8544	11992	77	-111	103	672	1496	18024	97	-51	27	136	128	12
-304	-11420	14580	55	-69	-58	-10912	-11232	9832	59	-78	-34	808	-4184	17792	107	-16	5	4800	9440	16376	-77	-52	-3	-11824	8400	12544	-56	-98	113	64	2080	18816	63	-21	3	140	127	12
-724	-11564	14952	56	-82	-59	-10672	-11048	9720	75	-79	-36	1304	-4376	18456	125	-51	3	4016	7520	15824	-21	-57	5	-12912	7920	12184	-103	-100	90	-928	2440	19376	47	-88	20	151	130	12
-588	-9408	14372	70	-72	-29	-11192	-9672	9712	113	-85	-21	1496	-4552	18040	117	-37	15	3536	6432	13968	166	-65	92	-11784	7240	10872	-45	-76	31	-320	2576	18160	86	-98	50	136	139	12
-908	-8292	13320	-5	-69	-73	-9904	-8472	8952	105	-39	63	2248	-4264	16744	83	10	39	3552	7288	12472	275	-77	125	-9792	7120	10600	120	-46	-11	880	2592	16896	134	-70	108	136	144	12
-332	-10232	12252	-59	-43	-82	-8136	-8696	8112	34	-17	129	2472	-3568	16584	62	62	78	5296	10344	13648	88	-63	75	-8608	8688	11744	241	-58	13	1152	1824	16512	141	-46	107	127	133	12
228	-12320	12892	92	-75	-10	-9208	-10856	9416	-82	-51	20	2464	-2904	17424	50	119	133	5416	9792	13848	-102	11	-35	-10688	9424	11680	-36	-62	114	256	2352	17464	110	-4	19	128	129	12
-824	-10224	13452	189	-30	92	-11144	-10280	9224	99	-39	-124	2976	-3576	17200	70	149	105	3272	7416	14336	-159	43	-89	-11776	8336	10512	-197	-16	138	-1016	3288	18208	11	-13	-4	127	144	12
-1584	-8884	14768	169	-28	60	-11768	-8616	9096	233	31	-90	648	-3440	17200	75	131	23	3056	5440	14520	22	-4	9	-12064	6808	10800	-38	-15	33	-432	3296	17344	-38	-80	54	125	152	12
-1076	-6092	14036	17	-33	-5	-10856	-6960	9144	67	21	56	-536	-3224	16712	91	35	-50	2744	7360	12544	216	-8	87	-10408	7232	9872	88	7	-51	-464	3296	17328	-36	-88	60	125	140	12
