#Activity	sitting 
#ActivityID	5 
#Date 08-27-17-19
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-10544	-5376	10852	-109	121	-191	-15808	-1824	3324	46	-40	-37	-7240	-3648	14768	0	-10	35	-10424	5792	11960	16	-5	-22	-16416	2592	2696	6	1	23	-6816	1272	15800	43	-3	10	120	130	5
-10624	-5252	10792	-124	97	-193	-15864	-1792	3268	-70	-77	-42	-7328	-3664	14968	2	-6	23	-10464	5696	11896	14	-3	-26	-16528	2536	2688	11	8	20	-6784	1424	15784	33	-8	-3	121	130	5
-10596	-5272	10832	-164	115	-228	-15788	-1764	3336	-212	14	-74	-7176	-3760	15008	6	-9	16	-10280	5728	11664	18	-9	-22	-16392	2360	2584	4	13	14	-6768	1352	15720	27	-10	-5	119	130	5
-10544	-5380	10800	-181	146	-246	-15832	-1916	3176	-236	-17	-135	-7224	-3728	14824	3	-19	9	-10384	5640	12112	15	-13	-24	-16496	2344	2448	-7	12	11	-6600	1512	15704	25	-15	-1	121	130	5
-10536	-5420	10928	-247	183	-241	-15700	-1920	3220	-151	-9	-117	-7136	-3648	15112	-14	-16	26	-10568	5704	11728	8	5	-25	-16528	2376	2504	-7	8	5	-6856	1456	15568	5	-11	7	119	129	5
-10568	-5320	10824	-220	183	-262	-15812	-1876	3216	-107	-27	-216	-7200	-3632	14888	-36	-19	41	-10440	5816	12008	7	-2	-28	-16440	2520	2576	-4	2	6	-6856	1344	15904	-11	-7	14	119	130	5
-10504	-5360	10776	-267	190	-253	-15780	-1824	3356	-147	-2	-242	-7200	-3832	14928	-40	-19	53	-10448	5712	11824	0	-4	-31	-16416	2504	2712	-3	8	0	-6800	1400	15744	-15	0	26	119	129	5
-10532	-5276	10928	-301	197	-263	-15844	-1860	3184	-194	-25	-224	-7160	-3872	14928	-42	-23	46	-10488	5688	11728	2	-12	-31	-16448	2456	2432	-10	8	-2	-6656	1072	15528	-10	1	33	120	130	5
-10536	-5428	10824	-330	208	-252	-15728	-2000	3160	-186	-46	-217	-7168	-3920	14768	-41	-25	44	-10416	5600	11864	0	-4	-29	-16440	2320	2472	-1	2	2	-6880	984	15552	2	2	39	120	130	5
-10668	-5392	10736	-345	172	-254	-15812	-2076	3244	-161	-34	-215	-7240	-4040	14808	-19	-18	45	-10520	5680	11968	-3	-9	-27	-16384	2240	2600	5	1	6	-6896	1072	15728	8	5	21	120	130	5
-10580	-5424	10796	-255	134	-247	-15692	-2096	3280	-63	-42	-152	-7224	-3944	15104	-5	-11	41	-10512	5624	11784	5	-7	-31	-16424	2320	2576	16	1	14	-6792	1136	15520	15	-1	5	119	130	5
